Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url
2023,Girona,La Liga,Manu Vallejo,ESP,"FW,MF",25,1997,7,2,206,2.3,0,1,1,0,0,0,0,0,0,0,0.3,0.3,7,10,25,0,0.44,0.44,0,0.44,0.02,0.12,0.14,0.02,0.14,https://fbref.com/en/players/0bc4e720/Manu-Vallejo
2023,Girona,La Liga,Toni Villa,ESP,"MF,FW",27,1995,24,12,895,9.9,1,3,4,1,0,0,2,0,1,1,1.6,2.6,37,38,91,0.1,0.3,0.4,0.1,0.4,0.11,0.16,0.26,0.11,0.26,https://fbref.com/en/players/636eae97/Toni-Villa
2023,Mallorca,La Liga,Amath,SEN,"MF,FW",26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33,16,69,0.15,0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,https://fbref.com/en/players/f3b1d9a2/Amath
2023,Mallorca,La Liga,Josep Antoni Gayá,ESP,"DF,MF",22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya
2023,Mallorca,La Liga,Ludwig Augustinsson,SWE,DF,28,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0.02,0.02,0,0.02,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2023,Mallorca,La Liga,Iddrisu Baba,GHA,"MF,DF",26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2023,Mallorca,La Liga,Rodrigo Battaglia,ARG,MF,31,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,3,19,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia
2023,Mallorca,La Liga,Copete,ESP,DF,22,1999,28,27,2206,24.5,1,0,1,1,0,0,7,1,1,0.5,0.2,0.7,14,58,3,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03,https://fbref.com/en/players/0f26ffd7/Copete
2023,Mallorca,La Liga,Jaume Costa,ESP,DF,34,1988,32,30,2599,28.9,0,1,1,0,0,0,10,0,1,1,2.5,3.5,60,74,123,0,0.03,0.03,0,0.03,0.04,0.09,0.12,0.04,0.12,https://fbref.com/en/players/808d48f3/Jaume-Costa
2023,Mallorca,La Liga,Braian Cufré,ARG,DF,25,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,7,9,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/192c89a6/Braian-Cufre
2023,Mallorca,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,28,1993,30,28,2449,27.2,0,1,1,0,0,0,12,0,0.3,0.3,1.4,1.7,20,127,21,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2023,Mallorca,La Liga,Giovanni González,URU,DF,27,1994,15,9,926,10.3,0,2,2,0,0,0,5,0,0.2,0.2,1.2,1.4,10,28,39,0,0.19,0.19,0,0.19,0.02,0.12,0.14,0.02,0.14,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2023,Mallorca,La Liga,Dominik Greif,SVK,GK,25,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2023,Mallorca,La Liga,Clément Grenier,FRA,MF,31,1991,21,6,718,8,0,0,0,0,0,0,7,0,0.2,0.2,1.1,1.3,4,40,26,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,https://fbref.com/en/players/8b298f56/Clement-Grenier
2023,Mallorca,La Liga,Dennis Hadzikadunic,BIH,DF,24,1998,8,7,614,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,19,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,https://fbref.com/en/players/82cfae2a/Dennis-Hadzikadunic
2023,Mallorca,La Liga,Lago Junior,CIV,"FW,MF",31,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/360d70f8/Lago-Junior
2023,Mallorca,La Liga,Tino Kadewere,ZIM,"FW,MF",26,1996,15,5,542,6,1,0,1,1,0,0,1,0,1.6,1.6,0.6,2.2,14,4,29,0.17,0,0.17,0.17,0.17,0.26,0.1,0.37,0.26,0.37,https://fbref.com/en/players/7d08063d/Tino-Kadewere
2023,Mallorca,La Liga,Lee Kang-in,KOR,"MF,FW",21,2001,36,33,2823,31.4,6,6,12,6,0,0,10,0,5.4,5.4,5.4,10.8,107,96,139,0.19,0.19,0.38,0.19,0.38,0.17,0.17,0.34,0.17,0.34,https://fbref.com/en/players/8455ad90/Lee-Kang-in
2023,Mallorca,La Liga,Javier Llabrés,ESP,FW,19,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2023,Mallorca,La Liga,Pablo Maffeo,ESP,DF,25,1997,35,34,2975,33.1,2,4,6,2,0,0,6,1,1.8,1.8,3,4.8,67,61,134,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2023,Mallorca,La Liga,Manu Morlanes,ESP,MF,23,1999,12,9,706,7.8,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1,10,26,6,0.13,0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2023,Mallorca,La Liga,Vedat Muriqi,KVX,FW,28,1994,35,34,2937,32.6,15,3,18,11,4,5,6,1,12.5,8.6,2.1,10.6,28,60,152,0.46,0.09,0.55,0.34,0.43,0.38,0.06,0.45,0.26,0.33,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2023,Mallorca,La Liga,Matija Nastasić,SRB,DF,29,1993,14,10,906,10.1,1,0,1,1,0,0,3,0,0.5,0.5,0,0.5,4,25,1,0.1,0,0.1,0.1,0.1,0.05,0,0.05,0.05,0.05,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2023,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",29,1992,26,2,416,4.6,1,1,2,1,0,0,1,0,0.7,0.7,1.4,2.1,1,8,15,0.22,0.22,0.43,0.22,0.43,0.15,0.31,0.45,0.15,0.45,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2023,Mallorca,La Liga,Rubén Quintanilla,ESP,DF,20,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2f456b86/Ruben-Quintanilla
2023,Mallorca,La Liga,Antonio Raillo,ESP,DF,30,1991,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.6,0.6,1.1,1.7,8,50,5,0.07,0.1,0.16,0.07,0.16,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2023,Mallorca,La Liga,Predrag Rajković,SRB,GK,26,1995,36,36,3240,36,0,0,0,0,0,0,3,0,0,0,0.5,0.5,0,3,0,0,0,0,0,0,0,0.01,0.01,0,0.01,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2023,Mallorca,La Liga,Ángel Rodríguez,ESP,"FW,MF",35,1987,17,2,394,4.4,1,0,1,1,0,0,1,0,2.8,2.8,0.1,2.8,4,6,19,0.23,0,0.23,0.23,0.23,0.63,0.02,0.64,0.63,0.64,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez
2023,Mallorca,La Liga,Dani Rodríguez,ESP,MF,34,1988,35,26,2100,23.3,3,6,9,3,0,0,8,0,2.4,2.4,3.2,5.6,43,76,64,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2023,Mallorca,La Liga,Leo Román,ESP,GK,22,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/924ff27e/Leo-Roman
2023,Mallorca,La Liga,Franco Russo,ARG,DF,27,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b75ac54b/Franco-Russo
2023,Mallorca,La Liga,Antonio Sánchez,ESP,"MF,DF",25,1997,32,11,1076,12,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,22,34,56,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2023,Mallorca,La Liga,Martin Valjent,SVK,DF,26,1995,30,30,2656,29.5,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,15,57,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2023,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",28,1994,29,23,1709,19,8,2,10,6,2,3,7,1,7,4.7,1.8,6.5,23,39,96,0.42,0.11,0.53,0.32,0.42,0.37,0.1,0.47,0.25,0.34,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2023,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",25,1997,27,15,1312,14.6,1,6,7,1,0,0,1,0,1.2,1.2,3.9,5.1,61,35,185,0.07,0.41,0.48,0.07,0.48,0.08,0.26,0.35,0.08,0.35,https://fbref.com/en/players/aad53e64/Kike-Barja
2023,Osasuna,La Liga,Iker Benito,ESP,"FW,MF",19,2002,4,2,176,2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,9,3,15,0,0,0,0,0,0,0.14,0.14,0,0.14,https://fbref.com/en/players/50cbc806/Iker-Benito
2023,Osasuna,La Liga,Darko Brašanac,SRB,MF,30,1992,25,9,1041,11.6,1,1,2,1,0,0,5,0,1.2,1.2,0.6,1.8,18,49,36,0.09,0.09,0.17,0.09,0.17,0.1,0.05,0.15,0.1,0.15,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2023,Osasuna,La Liga,Ante Budimir,CRO,FW,31,1991,31,22,1798,20,8,0,8,8,0,0,5,0,7.6,7.6,0.7,8.3,23,23,98,0.4,0,0.4,0.4,0.4,0.38,0.03,0.41,0.38,0.41,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2023,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,30,1992,27,21,2062,22.9,0,0,0,0,0,0,7,0,0.2,0.2,1,1.2,15,68,55,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2023,Osasuna,La Liga,Abde Ezzalzouli,MAR,"FW,MF",20,2001,28,19,1504,16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2023,Osasuna,La Liga,Aitor Fernández,ESP,GK,31,1991,21,21,1890,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2023,Osasuna,La Liga,David García,ESP,DF,28,1994,32,31,2680,29.8,2,0,2,2,0,0,8,1,0.7,0.7,0.4,1.1,16,105,4,0.07,0,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04,https://fbref.com/en/players/3e42f707/David-Garcia
2023,Osasuna,La Liga,Rubén García,ESP,"FW,MF",29,1993,29,11,1159,12.9,2,2,4,2,0,0,2,0,1.8,1.8,2,3.8,16,40,92,0.16,0.16,0.31,0.16,0.31,0.14,0.15,0.29,0.14,0.29,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2023,Osasuna,La Liga,Unai García,ESP,DF,30,1992,21,20,1713,19,0,1,1,0,0,0,6,1,0.2,0.2,0.1,0.3,11,51,3,0,0.05,0.05,0,0.05,0.01,0,0.02,0.01,0.02,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2023,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",28,1994,33,28,2453,27.3,3,2,5,3,0,0,5,0,1.8,1.8,4.5,6.2,37,184,67,0.11,0.07,0.18,0.11,0.18,0.06,0.16,0.23,0.06,0.23,https://fbref.com/en/players/5a626448/Moi-Gomez
2023,Osasuna,La Liga,Aridane Hernández,ESP,DF,33,1989,23,20,1793,19.9,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,6,47,0,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/132ac341/Aridane-Hernandez
2023,Osasuna,La Liga,Jorge Herrando,ESP,DF,21,2001,1,1,25,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2023,Osasuna,La Liga,Sergio Herrera,ESP,GK,29,1993,17,17,1530,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2023,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,23,1998,25,12,1064,11.8,0,1,1,0,0,0,1,0,1.3,1.3,0.8,2,15,59,42,0,0.08,0.08,0,0.08,0.11,0.07,0.17,0.11,0.17,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2023,Osasuna,La Liga,Kiké,ESP,FW,32,1989,35,7,1021,11.3,2,0,2,1,1,1,5,0,4.4,3.6,1.1,4.7,16,15,58,0.18,0,0.18,0.09,0.09,0.39,0.1,0.48,0.32,0.41,https://fbref.com/en/players/e897d8ba/Kike
2023,Osasuna,La Liga,Jon Moncayola,ESP,"MF,DF",24,1998,37,25,2448,27.2,1,3,4,1,0,0,6,0,2,2,1.8,3.8,34,175,50,0.04,0.11,0.15,0.04,0.15,0.07,0.07,0.14,0.07,0.14,https://fbref.com/en/players/9939e168/Jon-Moncayola
2023,Osasuna,La Liga,Diego Moreno,ESP,DF,21,2001,11,7,638,7.1,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,9,14,19,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,https://fbref.com/en/players/a21417e2/Diego-Moreno
2023,Osasuna,La Liga,Iker Muñoz,ESP,MF,19,2002,8,2,254,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,12,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,https://fbref.com/en/players/175ece4c/Iker-Munoz
2023,Osasuna,La Liga,Aimar Oroz,ESP,"MF,FW",20,2001,31,23,2013,22.4,3,6,9,2,1,1,6,0,3.6,2.8,2.8,5.5,35,86,144,0.13,0.27,0.4,0.09,0.36,0.16,0.12,0.28,0.12,0.25,https://fbref.com/en/players/7c363088/Aimar-Oroz
2023,Osasuna,La Liga,Rubén Peña,ESP,"DF,MF",31,1991,20,14,1277,14.2,0,1,1,0,0,0,2,1,1.2,1.2,1,2.2,32,61,59,0,0.07,0.07,0,0.07,0.08,0.07,0.15,0.08,0.15,https://fbref.com/en/players/1f079188/Ruben-Pena
2023,Osasuna,La Liga,Manu Sánchez,ESP,DF,21,2000,31,22,2124,23.6,0,2,2,0,0,0,3,0,0.8,0.8,2.1,2.8,42,100,105,0,0.08,0.08,0,0.08,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez
2023,Osasuna,La Liga,Roberto Torres,ESP,"FW,MF",33,1989,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,2,0,1,0,0,0,0,0,0,2.13,2.13,0,2.13,https://fbref.com/en/players/d733aa38/Roberto-Torres
2023,Osasuna,La Liga,Lucas Torró,ESP,MF,28,1994,33,31,2477,27.5,1,0,1,1,0,0,10,0,1.4,1.4,0.3,1.6,12,98,17,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2023,Osasuna,La Liga,Nacho Vidal,ESP,DF,27,1995,20,15,1247,13.9,0,0,0,0,0,0,4,0,0.6,0.6,0.6,1.2,20,47,52,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2023,Rayo Vallecano,La Liga,Iván Balliu,ALB,DF,30,1992,37,37,3232,35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75,131,147,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,https://fbref.com/en/players/cee88597/Ivan-Balliu
2023,Rayo Vallecano,La Liga,Bebé,CPV,FW,32,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0,0,0,0,0,0.12,0.13,0.25,0.12,0.25,https://fbref.com/en/players/d8712bf9/Bebe
2023,Rayo Vallecano,La Liga,Sergio Camello,ESP,FW,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,https://fbref.com/en/players/873619c6/Sergio-Camello
2023,Rayo Vallecano,La Liga,Catena,ESP,DF,27,1994,35,35,3103,34.5,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8,119,2,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/274ab13c/Catena
2023,Rayo Vallecano,La Liga,Pep Chavarría,ESP,"FW,MF",24,1998,16,2,366,4.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,13,19,25,0,0.49,0.49,0,0.49,0.02,0.17,0.19,0.02,0.19,https://fbref.com/en/players/63c5e56b/Pep-Chavarria
2023,Rayo Vallecano,La Liga,Pathé Ciss,SEN,"MF,DF",28,1994,32,12,1282,14.2,1,0,1,1,0,0,4,0,2.6,2.6,0.3,2.9,10,65,5,0.07,0,0.07,0.07,0.07,0.18,0.02,0.2,0.18,0.2,https://fbref.com/en/players/9a0408b6/Pathe-Ciss
2023,Rayo Vallecano,La Liga,Santi Comesaña,ESP,MF,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.6,40,150,58,0.11,0.07,0.18,0.11,0.18,0.09,0.08,0.17,0.09,0.17,https://fbref.com/en/players/5ae499d0/Santi-Comesana
2023,Rayo Vallecano,La Liga,Stole Dimitrievski,MKD,GK,28,1993,37,37,3324,36.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski
2023,Rayo Vallecano,La Liga,Radamel Falcao,COL,"FW,MF",36,1986,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0,0.29,0.15,0.15,0.42,0.01,0.43,0.3,0.32,https://fbref.com/en/players/66116290/Radamel-Falcao
2023,Rayo Vallecano,La Liga,Álvaro García,ESP,"FW,MF",29,1992,35,34,2870,31.9,5,5,10,5,0,0,7,0,3.6,3.6,5.7,9.3,116,71,293,0.16,0.16,0.31,0.16,0.31,0.11,0.18,0.29,0.11,0.29,https://fbref.com/en/players/90bbd822/Alvaro-Garcia
2023,Rayo Vallecano,La Liga,Fran Garcia,ESP,DF,22,1999,38,38,3407,37.9,2,3,5,2,0,0,1,0,1.2,1.2,1.6,2.8,183,147,167,0.05,0.08,0.13,0.05,0.13,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/7226539b/Fran-Garcia
2023,Rayo Vallecano,La Liga,Mario Hernández,ESP,DF,23,1999,3,1,103,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,3,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,https://fbref.com/en/players/90162357/Mario-Hernandez
2023,Rayo Vallecano,La Liga,Florian Lejeune,FRA,DF,31,1991,31,31,2565,28.5,4,0,4,4,0,0,6,3,2.8,2.8,0.3,3.1,8,80,3,0.14,0,0.14,0.14,0.14,0.1,0.01,0.11,0.1,0.11,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune
2023,Rayo Vallecano,La Liga,Diego López,ESP,GK,40,1981,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/73683fa9/Diego-Lopez
2023,Rayo Vallecano,La Liga,Unai López,ESP,MF,26,1995,34,12,1254,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17,98,43,0.07,0.14,0.22,0.07,0.22,0.09,0.1,0.19,0.09,0.19,https://fbref.com/en/players/88050721/Unai-Lopez
2023,Rayo Vallecano,La Liga,Andrés Martín,ESP,"FW,MF",23,1999,9,3,205,2.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1,3,4,22,0,0,0,0,0,0.21,0.21,0.43,0.21,0.43,https://fbref.com/en/players/2ae30661/Andres-Martin
2023,Rayo Vallecano,La Liga,Diego Méndez,ESP,MF,18,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b151a3f2/Diego-Mendez
2023,Rayo Vallecano,La Liga,Abdul Mumin,GHA,DF,24,1998,16,9,922,10.2,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,5,19,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,https://fbref.com/en/players/5487adcd/Abdul-Mumin
2023,Rayo Vallecano,La Liga,Pablo Muñoz,ESP,MF,18,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/44e8521b/Pablo-Munoz
2023,Rayo Vallecano,La Liga,Randy Nteka,ANG,"FW,MF",24,1997,10,0,116,1.3,0,0,0,0,0,0,0,1,0.2,0.2,0,0.3,3,6,7,0,0,0,0,0,0.19,0.01,0.2,0.19,0.2,https://fbref.com/en/players/a6103274/Randy-Nteka
2023,Rayo Vallecano,La Liga,Isaac Palazón Camacho,ESP,"FW,MF",27,1994,37,36,2965,32.9,9,5,14,8,1,3,4,0,7.7,5.3,5.2,10.5,49,127,181,0.27,0.15,0.42,0.24,0.39,0.23,0.16,0.39,0.16,0.32,https://fbref.com/en/players/49dbab27/Isaac-Palazon-Camacho
2023,Rayo Vallecano,La Liga,José Pozo,ESP,"MF,FW",26,1996,8,1,88,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,5,6,7,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,https://fbref.com/en/players/fc8b614b/Jose-Pozo
2023,Rayo Vallecano,La Liga,Salvi,ESP,"FW,MF",31,1991,24,4,490,5.4,0,0,0,0,0,0,2,0,0.8,0.8,0.7,1.4,27,13,51,0,0,0,0,0,0.14,0.12,0.26,0.14,0.26,https://fbref.com/en/players/405f267a/Salvi
2023,Rayo Vallecano,La Liga,Esteban Saveljich,MNE,FW,31,1991,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/79f2a5f5/Esteban-Saveljich
2023,Rayo Vallecano,La Liga,Mario Suárez,ESP,"MF,DF",35,1987,2,0,12,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7106f0a0/Mario-Suarez
2023,Rayo Vallecano,La Liga,Raúl de Tomás,ESP,FW,27,1994,19,9,805,8.9,4,0,4,3,1,2,2,0,5.1,3.5,0.5,4,13,18,51,0.45,0,0.45,0.34,0.34,0.57,0.06,0.63,0.39,0.45,https://fbref.com/en/players/02ef8778/Raul-de-Tomas
2023,Rayo Vallecano,La Liga,Óscar Trejo,ARG,"MF,FW",34,1988,34,28,2145,23.8,3,4,7,2,1,2,9,0,3.4,1.8,3.3,5.1,56,123,110,0.13,0.17,0.29,0.08,0.25,0.14,0.14,0.28,0.08,0.21,https://fbref.com/en/players/fc647b34/Oscar-Trejo
2023,Rayo Vallecano,La Liga,Óscar Valentín,ESP,MF,27,1994,34,29,2555,28.4,0,0,0,0,0,0,11,0,0.5,0.5,0.9,1.4,21,133,17,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/592f3158/Oscar-Valentin
2023,Real Madrid,La Liga,David Alaba,AUT,DF,30,1992,23,21,1838,20.4,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,16,67,60,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/05439de2/David-Alaba
2023,Real Madrid,La Liga,Sergio Arribas,ESP,"MF,FW",20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,0,0,0,0,0,0,0.74,0.14,0.88,0.74,0.88,https://fbref.com/en/players/1e465e70/Sergio-Arribas
2023,Real Madrid,La Liga,Marco Asensio,ESP,"FW,MF",26,1996,31,15,1442,16,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,https://fbref.com/en/players/45af8a54/Marco-Asensio
2023,Real Madrid,La Liga,Karim Benzema,FRA,FW,34,1987,24,24,2038,22.6,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72,138,157,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.2,0.66,0.91,https://fbref.com/en/players/70d74ece/Karim-Benzema
2023,Real Madrid,La Liga,Eduardo Camavinga,FRA,"MF,DF",19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0,0.04,0.04,0,0.04,0.04,0.07,0.1,0.04,0.1,https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga
2023,Real Madrid,La Liga,Dani Carvajal,ESP,DF,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2,2.8,22,58,147,0,0.1,0.1,0,0.1,0.04,0.1,0.14,0.04,0.14,https://fbref.com/en/players/4958bfb2/Dani-Carvajal
2023,Real Madrid,La Liga,Casemiro,BRA,MF,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4d224fe8/Casemiro
2023,Real Madrid,La Liga,Dani Ceballos,ESP,MF,25,1996,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3,60,204,60,0,0.23,0.23,0,0.23,0.05,0.12,0.17,0.05,0.17,https://fbref.com/en/players/c0617e2b/Dani-Ceballos
