Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url
2023,Villarreal,La Liga,Raúl Albiol,ESP,DF,36,1985,25,24,2119,23.5,0,0,0,0,0,0,6,0,0.1,0.1,0,0.1,12,100,3,0,0,0,0,0,0,0,0.01,0,0.01,https://fbref.com/en/players/4bd414c1/Raul-Albiol
2023,Villarreal,La Liga,Alex Baena,ESP,"MF,FW",21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50,124,110,0.28,0.09,0.37,0.28,0.37,0.18,0.24,0.42,0.18,0.42,https://fbref.com/en/players/518f2234/Alex-Baena
2023,Villarreal,La Liga,Étienne Capoue,FRA,MF,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45,98,72,0.14,0,0.14,0.14,0.14,0.12,0.06,0.18,0.12,0.18,https://fbref.com/en/players/5acc4a10/Etienne-Capoue
2023,Villarreal,La Liga,Samuel Chukwueze,NGA,"FW,MF",23,1999,37,27,2339,26,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261,0.23,0.19,0.42,0.23,0.42,0.25,0.16,0.41,0.25,0.41,https://fbref.com/en/players/b8a642fc/Samuel-Chukwueze
2023,Villarreal,La Liga,Diego Collado,ESP,FW,21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b3f62bfc/Diego-Collado
2023,Villarreal,La Liga,Francis Coquelin,FRA,MF,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,1,1,1,1.9,11,29,27,0.12,0,0.12,0.12,0.12,0.12,0.12,0.23,0.12,0.23,https://fbref.com/en/players/a6951bf8/Francis-Coquelin
2023,Villarreal,La Liga,Jorge Cuenca,ESP,DF,22,1999,10,5,506,5.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,7,26,1,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/0abc51f2/Jorge-Cuenca
2023,Villarreal,La Liga,Arnaut Danjuma,NED,FW,25,1997,10,6,479,5.3,2,0,2,1,1,1,0,0,2.7,1.9,0.4,2.3,12,2,35,0.38,0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma
2023,Villarreal,La Liga,Alberto Del Moral,ESP,MF,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/84a85b48/Alberto-Del-Moral
2023,Villarreal,La Liga,Mamadou Fall,SEN,DF,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/805a2a11/Mamadou-Fall
2023,Villarreal,La Liga,Kiko Femenía,ESP,DF,31,1991,20,13,1133,12.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,36,66,47,0,0,0,0,0,0,0.05,0.06,0,0.06,https://fbref.com/en/players/e5d01ecf/Kiko-Femenia
2023,Villarreal,La Liga,Juan Foyth,ARG,DF,24,1998,24,22,1958,21.8,1,0,1,1,0,0,6,0,1.1,1.1,1.6,2.7,47,100,18,0.05,0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,https://fbref.com/en/players/6c7762c3/Juan-Foyth
2023,Villarreal,La Liga,Haissem Hassan,FRA,"FW,MF",20,2002,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0.04,0.04,0,0.04,https://fbref.com/en/players/e0979e74/Haissem-Hassan
2023,Villarreal,La Liga,Nicolas Jackson,SEN,FW,21,2001,26,16,1598,17.8,12,4,16,12,0,0,6,1,7.8,7.8,3.1,11,49,40,117,0.68,0.23,0.9,0.68,0.9,0.44,0.18,0.62,0.44,0.62,https://fbref.com/en/players/9c36ed83/Nicolas-Jackson
2023,Villarreal,La Liga,Filip Jørgensen,DEN,GK,20,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0107757e/Filip-Jorgensen
2023,Villarreal,La Liga,Giovani Lo Celso,ARG,"MF,FW",26,1996,22,14,1126,12.5,2,3,5,2,0,0,3,0,2.4,2.4,3.3,5.6,35,97,70,0.16,0.24,0.4,0.16,0.4,0.19,0.26,0.45,0.19,0.45,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso
2023,Villarreal,La Liga,José Luis Morales,ESP,"FW,MF",35,1987,29,11,1211,13.5,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40,15,92,0.52,0,0.52,0.52,0.52,0.49,0.12,0.61,0.49,0.61,https://fbref.com/en/players/4a478107/Jose-Luis-Morales
2023,Villarreal,La Liga,Aïssa Mandi,ALG,DF,30,1991,21,16,1461,16.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,36,9,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/fbd6378b/Aissa-Mandi
2023,Villarreal,La Liga,Johan Mojica,COL,DF,29,1992,17,5,642,7.1,0,0,0,0,0,0,0,0,0.1,0.1,0.9,0.9,27,19,38,0,0,0,0,0,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/608f2092/Johan-Mojica
2023,Villarreal,La Liga,Alberto Moreno,ESP,DF,30,1992,24,14,1296,14.4,0,1,1,0,0,0,7,0,0.9,0.9,1.4,2.3,41,47,97,0,0.07,0.07,0,0.07,0.07,0.1,0.16,0.07,0.16,https://fbref.com/en/players/11b9265b/Alberto-Moreno
2023,Villarreal,La Liga,Gerard Moreno,ESP,FW,30,1992,21,14,1230,13.7,7,3,10,6,1,2,4,0,9,7.5,2.7,10.1,21,68,108,0.51,0.22,0.73,0.44,0.66,0.66,0.19,0.86,0.55,0.74,https://fbref.com/en/players/81f0781e/Gerard-Moreno
2023,Villarreal,La Liga,Manu Morlanes,ESP,MF,23,1999,4,2,158,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2023,Villarreal,La Liga,Fernando Niño,ESP,"MF,FW",21,2000,3,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.31,0,0.31,0.31,0.31,https://fbref.com/en/players/81d5c497/Fernando-Nino
2023,Villarreal,La Liga,Daniel Parejo,ESP,MF,33,1989,37,37,3285,36.5,3,4,7,1,2,4,6,0,4.7,1.3,4.1,5.4,26,250,32,0.08,0.11,0.19,0.03,0.14,0.13,0.11,0.24,0.04,0.15,https://fbref.com/en/players/7460ca0d/Daniel-Parejo
2023,Villarreal,La Liga,Pascu,ESP,"DF,FW",19,2003,2,0,10,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,1,2,9,0,9,9,9,1.27,0,1.27,1.27,1.27,https://fbref.com/en/players/a2d9cf74/Pascu
2023,Villarreal,La Liga,Alfonso Pedraza,ESP,DF,26,1996,26,20,1633,18.1,0,3,3,0,0,0,5,0,1.2,1.2,2,3.2,68,31,145,0,0.17,0.17,0,0.17,0.07,0.11,0.18,0.07,0.18,https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza
2023,Villarreal,La Liga,Yeremi Pino,ESP,"FW,MF",19,2002,36,31,2447,27.2,4,6,10,4,0,0,8,0,8,8,5.7,13.7,65,62,256,0.15,0.22,0.37,0.15,0.37,0.29,0.21,0.5,0.29,0.5,https://fbref.com/en/players/540ec57b/Yeremi-Pino
2023,Villarreal,La Liga,Pepe Reina,ESP,GK,39,1982,22,22,1980,22,0,0,0,0,0,0,2,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,https://fbref.com/en/players/e358587b/Pepe-Reina
2023,Villarreal,La Liga,Gerónimo Rulli,ARG,GK,30,1992,14,14,1260,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/625c144a/Geronimo-Rulli
2023,Villarreal,La Liga,Ramón Terrats,ESP,MF,21,2000,16,11,816,9.1,1,1,2,1,0,0,1,0,0.9,0.9,1.5,2.4,21,45,32,0.11,0.11,0.22,0.11,0.22,0.1,0.16,0.26,0.1,0.26,https://fbref.com/en/players/f36016a5/Ramon-Terrats
2023,Villarreal,La Liga,Pau Torres,ESP,DF,25,1997,34,34,3054,33.9,1,0,1,1,0,0,10,0,2.4,2.4,1,3.5,76,197,12,0.03,0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,https://fbref.com/en/players/532e1e4f/Pau-Torres
2023,Villarreal,La Liga,Manu Trigueros,ESP,MF,30,1991,23,8,828,9.2,0,1,1,0,0,0,2,1,0.4,0.4,1.1,1.5,12,76,22,0,0.11,0.11,0,0.11,0.04,0.12,0.16,0.04,0.16,https://fbref.com/en/players/963829d0/Manu-Trigueros
2024,Alavés,La Liga,Abdel Abqar,MAR,DF,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,https://fbref.com/en/players/2bc7f211/Abdel-Abqar
2024,Alavés,La Liga,Carlos Benavídez,URU,MF,25,1998,29,10,1136,12.6,3,1,4,3,0,0,5,0,1,1,0.5,1.5,9,60,5,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,https://fbref.com/en/players/9fb45456/Carlos-Benavidez
2024,Alavés,La Liga,Antonio Blanco,ESP,MF,23,2000,33,29,2426,27,0,1,1,0,0,0,5,1,0.8,0.8,1.2,2.1,20,133,22,0,0.04,0.04,0,0.04,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/506daeac/Antonio-Blanco
2024,Alavés,La Liga,Rubén Duarte,ESP,DF,27,1995,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16,81,39,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/1fe0492d/Ruben-Duarte
2024,Alavés,La Liga,Andoni Gorosabel,ESP,DF,26,1996,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2,58,117,121,0.03,0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel
2024,Alavés,La Liga,Ander Guevara,ESP,MF,26,1997,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.7,0.7,0.9,1.5,53,187,37,0.03,0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/8e48dc61/Ander-Guevara
2024,Alavés,La Liga,Jon Guridi,ESP,MF,28,1995,36,34,2678,29.8,3,4,7,3,0,0,2,0,4,4,3.5,7.5,30,117,92,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,https://fbref.com/en/players/4c0a6a48/Jon-Guridi
2024,Alavés,La Liga,Ianis Hagi,ROU,"MF,FW",24,1998,22,8,804,8.9,0,2,2,0,0,1,3,0,2.8,2,2,4,17,32,58,0,0.22,0.22,0,0.22,0.31,0.22,0.53,0.22,0.44,https://fbref.com/en/players/0127419a/Ianis-Hagi
2024,Alavés,La Liga,Jon Karrikaburu,ESP,"MF,FW",20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
2024,Alavés,La Liga,Kiké,ESP,"FW,MF",33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2,8.9,18,32,97,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,https://fbref.com/en/players/e897d8ba/Kike
2024,Alavés,La Liga,Javi López,ESP,DF,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.9,0.9,3,4,53,92,120,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/e9ada8cf/Javi-Lopez
2024,Alavés,La Liga,Rafa Marín,ESP,DF,21,2002,33,27,2443,27.1,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1,13,77,6,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/3239a8ed/Rafa-Marin
2024,Alavés,La Liga,Tomás Mendes,ESP,MF,18,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45f771db/Tomas-Mendes
2024,Alavés,La Liga,Miguel,ESP,"FW,MF",23,1999,3,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,3,0,0,0,0,0,0.13,0,0.13,0.13,0.13,https://fbref.com/en/players/6763373d/Miguel
2024,Alavés,La Liga,Samu Omorodion,ESP,FW,19,2004,34,21,1918,21.3,8,1,9,8,0,0,6,0,10.8,10.8,1.3,12,30,18,100,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Alavés,La Liga,Eneko Ortiz,ESP,DF,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc5ea86b/Eneko-Ortiz
2024,Alavés,La Liga,Jesús Owono,EQG,GK,22,2001,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d6e3d7fb/Jesus-Owono
2024,Alavés,La Liga,Joaquín Panichelli,ARG,"FW,MF",20,2002,8,2,226,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,3,6,10,0,0,0,0,0,0.22,0.04,0.26,0.22,0.26,https://fbref.com/en/players/ae14af56/Joaquin-Panichelli
2024,Alavés,La Liga,Victor Parada,ESP,"FW,MF",21,2002,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8ca358c5/Victor-Parada
2024,Alavés,La Liga,Abderrahman Rebbach,ALG,"FW,MF",24,1998,23,6,722,8,1,0,1,1,0,0,1,0,0.8,0.8,1.8,2.6,34,14,78,0.12,0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,https://fbref.com/en/players/9a796115/Abderrahman-Rebbach
2024,Alavés,La Liga,Luis Rioja,ESP,"FW,MF",29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3,3.9,6.9,70,77,173,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25,https://fbref.com/en/players/eb3dd471/Luis-Rioja
2024,Alavés,La Liga,Unai Ropero,ESP,MF,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7868c973/Unai-Ropero
2024,Alavés,La Liga,Aleksandar Sedlar,SRB,DF,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6,26,1,0.1,0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar
2024,Alavés,La Liga,Giuliano Simeone,ARG,FW,20,2002,14,6,630,7,1,2,3,1,0,1,1,0,2.4,1.6,2,3.6,25,24,47,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,https://fbref.com/en/players/a6536561/Giuliano-Simeone
2024,Alavés,La Liga,Antonio Sivera,ESP,GK,26,1996,34,34,3060,34,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9970da54/Antonio-Sivera
2024,Alavés,La Liga,Alex Sola,ESP,"FW,MF",24,1999,29,14,1262,14,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40,42,103,0,0.21,0.21,0,0.21,0.12,0.16,0.28,0.12,0.28,https://fbref.com/en/players/5fa714d5/Alex-Sola
2024,Alavés,La Liga,Mamadou Sylla,SEN,"FW,MF",29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla
2024,Alavés,La Liga,Nahuel Tenaglia,ARG,DF,27,1996,25,11,1141,12.7,1,0,1,1,0,0,5,0,0.6,0.6,0.5,1.2,17,45,24,0.08,0,0.08,0.08,0.08,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia
2024,Alavés,La Liga,Carlos Vicente,ESP,FW,24,1999,18,12,1114,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6,23,23,82,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49,https://fbref.com/en/players/90df343e/Carlos-Vicente
2024,Alavés,La Liga,Xeber,ESP,"FW,MF",26,1997,10,3,302,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,6,6,30,0,0,0,0,0,0.11,0.19,0.3,0.11,0.3,https://fbref.com/en/players/d2c8aacc/Xeber
2024,Almería,La Liga,Sergio Akieme,ESP,DF,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,27,28,72,0.11,0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,https://fbref.com/en/players/06efa9dc/Sergio-Akieme
2024,Almería,La Liga,Sergio Arribas,ESP,"MF,FW",21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,https://fbref.com/en/players/1e465e70/Sergio-Arribas
2024,Almería,La Liga,Iddrisu Baba,GHA,MF,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2024,Almería,La Liga,Srđan Babić,SRB,DF,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,https://fbref.com/en/players/075fe5a3/Srdjan-Babic
2024,Almería,La Liga,Léo Baptistão,BRA,FW,30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,https://fbref.com/en/players/35f6db55/Leo-Baptistao
2024,Almería,La Liga,Álex Centelles,ESP,DF,25,1997,14,11,980,10.9,0,1,1,0,0,0,2,0,0,0,1.6,1.6,16,31,53,0,0.09,0.09,0,0.09,0,0.14,0.15,0,0.15,https://fbref.com/en/players/ae852b7d/Alex-Centelles
2024,Almería,La Liga,Chumi,ESP,DF,24,1999,31,26,2434,27,0,1,1,0,0,0,4,0,1,1,1.4,2.4,11,68,4,0,0.04,0.04,0,0.04,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/2475cf9b/Chumi
2024,Almería,La Liga,Adri Embarba,ESP,"FW,MF",31,1992,36,29,2476,27.5,3,2,5,2,1,1,5,0,4.3,3.5,4.4,8,94,58,167,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2024,Almería,La Liga,Fernando,ESP,GK,33,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dabb2827/Fernando
2024,Almería,La Liga,Rachad Fettal,MAR,FW,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.41,0.12,0.53,0.41,0.53,https://fbref.com/en/players/ae9a9b2d/Rachad-Fettal
2024,Almería,La Liga,Édgar González,ESP,"DF,MF",26,1997,31,30,2522,28,2,0,2,2,0,0,7,1,2.3,2.3,0.3,2.6,6,72,6,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/49d028db/Edgar-Gonzalez
2024,Almería,La Liga,Luis Javier Suárez,COL,FW,25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,6.5,5.7,0.6,6.3,30,15,53,0.59,0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,https://fbref.com/en/players/eeba07f8/Luis-Javier-Suarez
2024,Almería,La Liga,Kaiky,BRA,DF,19,2004,8,5,523,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0,0.3,4,24,1,0.17,0,0.17,0.17,0.17,0.04,0,0.04,0.04,0.04,https://fbref.com/en/players/55634fb8/Kaiky
2024,Almería,La Liga,Ibrahima Koné,MLI,FW,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,3,18,0,0,0,0,0,0.14,0.03,0.17,0.14,0.17,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone
2024,Almería,La Liga,Bruno Langa,MOZ,DF,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14,25,30,0.11,0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/72947847/Bruno-Langa
2024,Almería,La Liga,Lázaro,BRA,"FW,MF",21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,5,6,34,0,0,0,0,0,0.28,0.17,0.45,0.28,0.45,https://fbref.com/en/players/86ff856b/Lazaro
2024,Almería,La Liga,Dion Lopy,SEN,MF,21,2002,30,23,1916,21.3,0,0,0,0,0,0,5,0,1.3,1.3,1.2,2.4,23,90,19,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/64c14d49/Dion-Lopy
2024,Almería,La Liga,Anthony Lozano,HON,FW,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,3.3,3.3,0.7,4,12,16,24,0.35,0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,https://fbref.com/en/players/38699c72/Anthony-Lozano
2024,Almería,La Liga,Diego Mariño,ESP,GK,33,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d9235a45/Diego-Marino
2024,Almería,La Liga,Luís Maximiano,POR,GK,24,1999,33,33,2970,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3318286e/Luis-Maximiano
2024,Almería,La Liga,Gonzalo Melero,ESP,"MF,FW",29,1994,28,10,1103,12.3,1,1,2,1,0,0,3,0,2,2,1.2,3.2,23,49,33,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26,https://fbref.com/en/players/3902e91b/Gonzalo-Melero
2024,Almería,La Liga,Houboulang Mendes,GNB,DF,25,1998,7,4,396,4.4,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0.01,0.01,0,0.01,https://fbref.com/en/players/1545cf15/Houboulang-Mendes
2024,Almería,La Liga,Marko Milovanović,SRB,"FW,MF",19,2003,11,2,308,3.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,2,3,13,0.29,0,0.29,0.29,0.29,0.45,0.03,0.47,0.45,0.47,https://fbref.com/en/players/1fda2b14/Marko-Milovanovic
2024,Almería,La Liga,César Montes,MEX,DF,26,1997,21,21,1788,19.9,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.9,7,52,2,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/28e957d7/Cesar-Montes
2024,Almería,La Liga,Marcos Peña,ESP,MF,18,2005,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,0,10,0,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/736c14ec/Marcos-Pena
2024,Almería,La Liga,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1,22,44,62,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo
2024,Almería,La Liga,Marc Pubill,ESP,DF,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,59,36,85,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/365113c0/Marc-Pubill
2024,Almería,La Liga,Arnau Puigmal,ESP,"FW,DF",22,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0,0,0.3,0.3,4,8,17,0,0,0,0,0,0,0.1,0.1,0,0.1,https://fbref.com/en/players/39352da2/Arnau-Puigmal
2024,Almería,La Liga,Aleksandar Radovanović,SRB,DF,29,1993,9,8,569,6.3,0,0,0,0,0,0,2,0,0,0,0,0.1,0,5,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/09507ffa/Aleksandar-Radovanovic
2024,Almería,La Liga,Largie Ramazani,BEL,"FW,MF",22,2001,29,16,1555,17.3,3,5,8,3,0,0,11,2,4.7,4.7,5.7,10.5,59,42,104,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,https://fbref.com/en/players/cc9256ef/Largie-Ramazani
2024,Almería,La Liga,Lucas Robertone,ARG,MF,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,1,1,2.5,3.5,31,128,37,0,0.19,0.19,0,0.19,0.04,0.1,0.13,0.04,0.13,https://fbref.com/en/players/a8981944/Lucas-Robertone
2024,Almería,La Liga,Luka Romero,ARG,FW,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,1.3,1.3,0.1,1.4,11,14,20,0.62,0,0.62,0.62,0.62,0.26,0.02,0.28,0.26,0.28,https://fbref.com/en/players/ca6edaa0/Luka-Romero
2024,Almería,La Liga,Paco Sanz,ESP,DF,18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b7aa8fd8/Paco-Sanz
2024,Almería,La Liga,Marciano Tchami,GNB,"FW,MF",19,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,0,0.06,0.1,0.17,0.06,0.17,https://fbref.com/en/players/19a5c0b6/Marciano-Tchami
2024,Almería,La Liga,Jonathan Viera,ESP,MF,33,1989,12,12,912,10.1,0,3,3,0,0,0,3,1,1.3,1.3,2.7,3.9,35,68,29,0,0.3,0.3,0,0.3,0.13,0.26,0.39,0.13,0.39,https://fbref.com/en/players/efa708aa/Jonathan-Viera
