Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Url
2023,Villarreal,La Liga,Diego Collado,ESP,FW,21,2001,0.1,8,0,0,2,6,1,8,0,0,NA,0,NA,3,9,4,0,0,0,0,0,6,3,https://fbref.com/en/players/b3f62bfc/Diego-Collado
2023,Villarreal,La Liga,Francis Coquelin,FRA,MF,31,1991,8.3,391,17,63,224,107,18,391,6,2,33.3,2,33.3,200,885,399,11,11,1,18,14,286,27,https://fbref.com/en/players/a6951bf8/Francis-Coquelin
2023,Villarreal,La Liga,Jorge Cuenca,ESP,DF,22,1999,5.6,461,65,232,219,10,5,461,0,0,NA,0,NA,280,1455,1030,7,1,0,2,0,308,1,https://fbref.com/en/players/0abc51f2/Jorge-Cuenca
2023,Villarreal,La Liga,Arnaut Danjuma,NED,FW,25,1997,5.3,135,2,11,39,86,23,134,8,3,37.5,4,50,88,490,260,12,3,8,11,6,103,35,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma
2023,Villarreal,La Liga,Alberto Del Moral,ESP,MF,22,2000,0.1,1,0,0,1,0,0,1,0,0,NA,0,NA,1,2,1,0,0,0,0,0,1,0,https://fbref.com/en/players/84a85b48/Alberto-Del-Moral
2023,Villarreal,La Liga,Mamadou Fall,SEN,DF,19,2002,0.3,22,2,8,10,4,0,22,1,0,0,1,100,10,39,16,0,0,0,1,0,8,0,https://fbref.com/en/players/805a2a11/Mamadou-Fall
2023,Villarreal,La Liga,Kiko Femenía,ESP,DF,31,1991,12.6,877,41,299,377,211,8,877,13,6,46.2,4,30.8,508,2763,1461,36,27,1,8,9,570,47,https://fbref.com/en/players/e5d01ecf/Kiko-Femenia
2023,Villarreal,La Liga,Juan Foyth,ARG,DF,24,1998,21.8,1545,109,516,783,264,21,1545,48,27,56.3,18,37.5,778,4537,2657,47,36,1,21,15,895,18,https://fbref.com/en/players/6c7762c3/Juan-Foyth
2023,Villarreal,La Liga,Haissem Hassan,FRA,"FW,MF",20,2002,0.6,25,1,6,10,11,1,25,4,2,50,1,25,21,224,60,3,1,1,2,0,21,3,https://fbref.com/en/players/e0979e74/Haissem-Hassan
2023,Villarreal,La Liga,Nicolas Jackson,SEN,FW,21,2001,17.8,524,9,35,210,290,93,524,37,23,62.2,11,29.7,347,2501,1231,49,26,19,55,39,376,117,https://fbref.com/en/players/9c36ed83/Nicolas-Jackson
2023,Villarreal,La Liga,Filip Jørgensen,DEN,GK,20,2002,2,56,49,56,0,0,0,56,0,0,NA,0,NA,35,131,79,0,0,0,0,0,30,0,https://fbref.com/en/players/0107757e/Filip-Jorgensen
2023,Villarreal,La Liga,Giovani Lo Celso,ARG,"MF,FW",26,1996,12.5,854,10,113,367,388,42,854,47,22,46.8,15,31.9,555,3286,1600,35,28,10,31,23,651,70,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso
2023,Villarreal,La Liga,José Luis Morales,ESP,"FW,MF",35,1987,13.5,402,2,35,142,233,79,402,51,18,35.3,27,52.9,233,1565,769,40,22,26,24,11,283,92,https://fbref.com/en/players/4a478107/Jose-Luis-Morales
2023,Villarreal,La Liga,Aïssa Mandi,ALG,DF,30,1991,16.2,1051,143,573,429,51,6,1051,3,1,33.3,1,33.3,614,2874,1516,7,7,0,3,2,726,9,https://fbref.com/en/players/fbd6378b/Aissa-Mandi
2023,Villarreal,La Liga,Johan Mojica,COL,DF,29,1992,7.1,458,17,137,174,151,9,458,14,6,42.9,6,42.9,286,1820,884,27,15,5,10,5,276,38,https://fbref.com/en/players/608f2092/Johan-Mojica
2023,Villarreal,La Liga,Alberto Moreno,ESP,DF,30,1992,14.4,872,27,247,298,331,28,872,16,6,37.5,8,50,490,2569,1333,41,32,7,17,6,549,97,https://fbref.com/en/players/11b9265b/Alberto-Moreno
2023,Villarreal,La Liga,Gerard Moreno,ESP,FW,30,1992,13.7,634,16,57,282,309,67,632,56,29,51.8,20,35.7,401,1986,828,21,20,11,32,19,508,108,https://fbref.com/en/players/81f0781e/Gerard-Moreno
2023,Villarreal,La Liga,Manu Morlanes,ESP,MF,23,1999,1.8,60,5,15,34,11,0,60,0,0,NA,0,NA,31,127,49,1,1,0,0,1,36,1,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2023,Villarreal,La Liga,Fernando Niño,ESP,"MF,FW",21,2000,0.2,9,0,0,3,6,1,9,1,0,0,1,100,8,28,1,0,0,0,2,0,9,4,https://fbref.com/en/players/81d5c497/Fernando-Nino
2023,Villarreal,La Liga,Daniel Parejo,ESP,MF,33,1989,36.5,2855,106,633,1565,683,14,2851,41,29,70.7,9,22,1600,6461,3004,26,47,0,31,35,1977,32,https://fbref.com/en/players/7460ca0d/Daniel-Parejo
2023,Villarreal,La Liga,Pascu,ESP,"DF,FW",19,2003,0.1,12,0,0,7,5,2,12,2,0,0,2,100,8,51,31,1,1,0,1,0,8,2,https://fbref.com/en/players/a2d9cf74/Pascu
2023,Villarreal,La Liga,Alfonso Pedraza,ESP,DF,26,1996,18.1,1049,44,287,353,423,47,1049,59,21,35.6,32,54.2,555,4093,2265,68,46,14,30,14,607,145,https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza
2023,Villarreal,La Liga,Yeremi Pino,ESP,"FW,MF",19,2002,27.2,1173,37,172,392,627,149,1173,94,48,51.1,34,36.2,736,3950,1874,65,34,38,57,39,850,256,https://fbref.com/en/players/540ec57b/Yeremi-Pino
2023,Villarreal,La Liga,Pepe Reina,ESP,GK,39,1982,22,900,744,892,8,0,0,900,1,1,100,0,0,541,2919,1834,0,0,0,0,0,455,0,https://fbref.com/en/players/e358587b/Pepe-Reina
2023,Villarreal,La Liga,Gerónimo Rulli,ARG,GK,30,1992,14,579,476,577,3,0,0,579,0,0,NA,0,NA,335,1591,1061,0,0,0,0,0,283,0,https://fbref.com/en/players/625c144a/Geronimo-Rulli
2023,Villarreal,La Liga,Ramón Terrats,ESP,MF,21,2000,9.1,528,18,95,284,151,16,528,29,15,51.7,13,44.8,330,1561,826,21,12,2,23,11,399,32,https://fbref.com/en/players/f36016a5/Ramon-Terrats
2023,Villarreal,La Liga,Pau Torres,ESP,DF,25,1997,33.9,2495,361,1186,1174,154,32,2495,35,26,74.3,7,20,1573,10882,7623,76,48,0,22,4,1708,12,https://fbref.com/en/players/532e1e4f/Pau-Torres
2023,Villarreal,La Liga,Manu Trigueros,ESP,MF,30,1991,9.2,599,14,76,354,173,7,599,5,2,40,3,60,368,1430,637,12,10,0,7,9,487,22,https://fbref.com/en/players/963829d0/Manu-Trigueros
2024,Alavés,La Liga,Abdel Abqar,MAR,DF,24,1999,25.7,1032,191,570,422,42,21,1032,5,3,60,1,20,492,2460,1418,7,6,0,15,1,499,1,https://fbref.com/en/players/2bc7f211/Abdel-Abqar
2024,Alavés,La Liga,Carlos Benavídez,URU,MF,25,1998,12.6,628,35,173,348,113,11,628,4,2,50,2,50,222,1090,508,9,10,1,11,5,286,5,https://fbref.com/en/players/9fb45456/Carlos-Benavidez
2024,Alavés,La Liga,Antonio Blanco,ESP,MF,23,2000,27,1283,64,339,740,224,18,1283,33,19,57.6,8,24.2,620,2633,1271,20,15,3,19,22,762,22,https://fbref.com/en/players/506daeac/Antonio-Blanco
2024,Alavés,La Liga,Rubén Duarte,ESP,DF,27,1995,20.9,1024,88,405,429,197,12,1024,5,3,60,1,20,395,1913,981,16,15,2,10,4,468,39,https://fbref.com/en/players/1fe0492d/Ruben-Duarte
2024,Alavés,La Liga,Andoni Gorosabel,ESP,DF,26,1996,31.7,1624,89,489,683,466,40,1624,49,25,51,17,34.7,653,3230,1890,58,37,8,35,29,793,121,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel
2024,Alavés,La Liga,Ander Guevara,ESP,MF,26,1997,32.6,1735,75,409,1029,320,16,1735,32,19,59.4,10,31.3,840,4759,2604,53,43,3,29,24,1089,37,https://fbref.com/en/players/8e48dc61/Ander-Guevara
2024,Alavés,La Liga,Jon Guridi,ESP,MF,28,1995,29.8,1075,32,172,584,333,74,1075,38,14,36.8,21,55.3,536,2805,1392,30,25,3,36,28,700,92,https://fbref.com/en/players/4c0a6a48/Jon-Guridi
2024,Alavés,La Liga,Ianis Hagi,ROU,"MF,FW",24,1998,8.9,405,2,32,162,222,25,404,27,14,51.9,8,29.6,224,1175,576,17,13,2,13,13,249,58,https://fbref.com/en/players/0127419a/Ianis-Hagi
2024,Alavés,La Liga,Jon Karrikaburu,ESP,"MF,FW",20,2002,0.2,8,0,0,5,3,1,8,0,0,NA,0,NA,6,20,0,0,0,0,2,0,6,1,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
2024,Alavés,La Liga,Kiké,ESP,"FW,MF",33,1989,15.8,517,18,51,199,280,108,516,33,15,45.5,14,42.4,300,1319,472,18,10,12,56,21,392,97,https://fbref.com/en/players/e897d8ba/Kike
2024,Alavés,La Liga,Javi López,ESP,DF,21,2002,26.5,1407,89,441,582,404,45,1407,74,41,55.4,28,37.8,631,4017,1896,53,44,11,40,20,720,120,https://fbref.com/en/players/e9ada8cf/Javi-Lopez
2024,Alavés,La Liga,Rafa Marín,ESP,DF,21,2002,27.1,1303,220,711,555,45,25,1303,5,3,60,1,20,628,3485,2110,13,5,0,11,4,696,6,https://fbref.com/en/players/3239a8ed/Rafa-Marin
2024,Alavés,La Liga,Tomás Mendes,ESP,MF,18,2004,0.1,7,0,1,4,2,0,7,0,0,NA,0,NA,6,20,1,0,1,0,0,1,5,0,https://fbref.com/en/players/45f771db/Tomas-Mendes
2024,Alavés,La Liga,Miguel,ESP,"FW,MF",23,1999,0.7,22,0,1,12,9,3,22,0,0,NA,0,NA,9,42,25,1,0,1,2,4,14,3,https://fbref.com/en/players/6763373d/Miguel
2024,Alavés,La Liga,Samu Omorodion,ESP,FW,19,2004,21.3,600,18,38,289,282,107,600,57,22,38.6,33,57.9,344,1689,668,30,17,24,89,36,434,100,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Alavés,La Liga,Eneko Ortiz,ESP,DF,20,2003,0.2,4,0,0,2,2,0,4,0,0,NA,0,NA,2,22,17,1,1,0,0,0,2,1,https://fbref.com/en/players/dc5ea86b/Eneko-Ortiz
2024,Alavés,La Liga,Jesús Owono,EQG,GK,22,2001,4,130,95,127,3,0,0,130,0,0,NA,0,NA,64,369,279,0,0,0,0,0,41,0,https://fbref.com/en/players/d6e3d7fb/Jesus-Owono
2024,Alavés,La Liga,Joaquín Panichelli,ARG,"FW,MF",20,2002,2.5,81,6,13,37,32,7,81,1,0,0,0,0,36,165,76,3,0,1,14,7,61,10,https://fbref.com/en/players/ae14af56/Joaquin-Panichelli
2024,Alavés,La Liga,Victor Parada,ESP,"FW,MF",21,2002,0,2,0,0,2,0,0,2,0,0,NA,0,NA,1,0,0,0,0,0,1,0,1,0,https://fbref.com/en/players/8ca358c5/Victor-Parada
2024,Alavés,La Liga,Abderrahman Rebbach,ALG,"FW,MF",24,1998,8,343,6,46,102,198,36,343,28,10,35.7,16,57.1,180,1419,763,34,15,18,28,12,196,78,https://fbref.com/en/players/9a796115/Abderrahman-Rebbach
2024,Alavés,La Liga,Luis Rioja,ESP,"FW,MF",29,1993,27.8,1123,24,150,382,619,62,1119,71,41,57.7,23,32.4,611,4030,2161,70,51,18,56,20,720,173,https://fbref.com/en/players/eb3dd471/Luis-Rioja
2024,Alavés,La Liga,Unai Ropero,ESP,MF,21,2001,0.1,7,0,1,1,5,1,7,2,0,0,2,100,3,9,6,0,0,0,0,0,3,0,https://fbref.com/en/players/7868c973/Unai-Ropero
2024,Alavés,La Liga,Aleksandar Sedlar,SRB,DF,31,1991,10.5,497,76,277,204,18,6,497,3,2,66.7,0,0,247,1442,794,6,4,0,3,2,264,1,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar
2024,Alavés,La Liga,Giuliano Simeone,ARG,FW,20,2002,7,254,5,43,80,137,27,253,22,9,40.9,12,54.5,137,907,513,25,8,5,15,9,159,47,https://fbref.com/en/players/a6536561/Giuliano-Simeone
2024,Alavés,La Liga,Antonio Sivera,ESP,GK,26,1996,34,1185,922,1157,28,0,0,1185,0,0,NA,0,NA,520,3386,2069,0,0,0,3,0,383,0,https://fbref.com/en/players/9970da54/Antonio-Sivera
2024,Alavés,La Liga,Alex Sola,ESP,"FW,MF",24,1999,14,630,12,110,218,316,48,630,75,43,57.3,27,36,327,2390,1300,40,24,12,31,17,372,103,https://fbref.com/en/players/5fa714d5/Alex-Sola
2024,Alavés,La Liga,Mamadou Sylla,SEN,"FW,MF",29,1994,0.2,13,1,3,6,4,0,13,1,0,0,1,100,6,25,10,0,0,0,1,1,8,1,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla
2024,Alavés,La Liga,Nahuel Tenaglia,ARG,DF,27,1996,12.7,604,84,275,251,85,13,604,14,7,50,2,14.3,247,1662,1020,17,10,1,6,5,268,24,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia
2024,Alavés,La Liga,Carlos Vicente,ESP,FW,24,1999,12.4,499,7,63,172,268,41,499,39,15,38.5,23,59,221,1250,541,23,8,10,39,11,298,82,https://fbref.com/en/players/90df343e/Carlos-Vicente
2024,Alavés,La Liga,Xeber,ESP,"FW,MF",26,1997,3.4,137,3,25,33,80,17,137,7,3,42.9,4,57.1,66,316,133,6,2,3,7,3,83,30,https://fbref.com/en/players/d2c8aacc/Xeber
2024,Almería,La Liga,Sergio Akieme,ESP,DF,25,1997,18.6,959,54,338,420,216,20,959,40,21,52.5,18,45,498,2520,1141,27,23,2,15,16,525,72,https://fbref.com/en/players/06efa9dc/Sergio-Akieme
2024,Almería,La Liga,Sergio Arribas,ESP,"MF,FW",21,2001,22.7,1010,13,118,498,411,78,1010,49,16,32.7,31,63.3,554,3041,1685,56,39,12,40,16,648,94,https://fbref.com/en/players/1e465e70/Sergio-Arribas
2024,Almería,La Liga,Iddrisu Baba,GHA,MF,27,1996,15.9,822,47,254,521,58,4,822,19,14,73.7,3,15.8,460,2217,844,1,3,0,18,7,482,5,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2024,Almería,La Liga,Srđan Babić,SRB,DF,27,1996,1,69,5,29,38,2,1,69,0,0,NA,0,NA,44,285,199,1,1,0,0,0,49,0,https://fbref.com/en/players/075fe5a3/Srdjan-Babic
2024,Almería,La Liga,Léo Baptistão,BRA,FW,30,1992,20.4,793,23,123,416,267,67,793,28,12,42.9,14,50,399,2131,1118,26,21,8,38,17,532,88,https://fbref.com/en/players/35f6db55/Leo-Baptistao
2024,Almería,La Liga,Álex Centelles,ESP,DF,25,1997,10.9,635,39,208,284,149,8,635,9,4,44.4,5,55.6,291,1225,687,16,13,3,10,6,357,53,https://fbref.com/en/players/ae852b7d/Alex-Centelles
2024,Almería,La Liga,Chumi,ESP,DF,24,1999,27,1462,230,830,582,58,11,1462,6,5,83.3,1,16.7,830,3815,1960,11,10,0,14,4,944,4,https://fbref.com/en/players/2475cf9b/Chumi
2024,Almería,La Liga,Adri Embarba,ESP,"FW,MF",31,1992,27.5,1316,18,195,514,633,65,1315,119,46,38.7,65,54.6,749,4984,2406,94,55,24,79,35,821,167,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2024,Almería,La Liga,Fernando,ESP,GK,33,1990,4,169,138,167,2,0,0,169,0,0,NA,0,NA,93,536,339,0,0,0,0,0,74,0,https://fbref.com/en/players/dabb2827/Fernando
2024,Almería,La Liga,Rachad Fettal,MAR,FW,18,2005,0.2,9,0,1,6,2,1,9,0,0,NA,0,NA,4,3,2,0,0,0,1,0,6,2,https://fbref.com/en/players/ae9a9b2d/Rachad-Fettal
2024,Almería,La Liga,Édgar González,ESP,"DF,MF",26,1997,28,1671,258,905,706,67,25,1671,11,7,63.6,3,27.3,829,3736,1951,6,7,0,14,5,1034,6,https://fbref.com/en/players/49d028db/Edgar-Gonzalez
2024,Almería,La Liga,Luis Javier Suárez,COL,FW,25,1997,10.2,334,11,28,151,160,56,333,23,12,52.2,9,39.1,195,1501,685,30,12,15,30,10,229,53,https://fbref.com/en/players/eeba07f8/Luis-Javier-Suarez
2024,Almería,La Liga,Kaiky,BRA,DF,19,2004,5.8,317,50,175,137,6,4,317,4,3,75,1,25,182,1023,683,4,0,0,1,0,200,1,https://fbref.com/en/players/55634fb8/Kaiky
2024,Almería,La Liga,Ibrahima Koné,MLI,FW,24,1999,3.1,83,5,7,41,37,10,83,4,1,25,2,50,44,208,112,5,1,4,7,1,58,18,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone
2024,Almería,La Liga,Bruno Langa,MOZ,DF,25,1997,9.1,504,45,210,209,88,6,504,21,13,61.9,5,23.8,243,1250,720,14,10,2,5,3,265,30,https://fbref.com/en/players/72947847/Bruno-Langa
2024,Almería,La Liga,Lázaro,BRA,"FW,MF",21,2002,3.2,152,2,19,64,69,14,152,16,5,31.3,10,62.5,89,547,224,5,3,2,11,5,100,34,https://fbref.com/en/players/86ff856b/Lazaro
2024,Almería,La Liga,Dion Lopy,SEN,MF,21,2002,21.3,1108,65,310,656,162,8,1108,48,29,60.4,15,31.3,652,4181,1705,23,23,2,23,15,695,19,https://fbref.com/en/players/64c14d49/Dion-Lopy
2024,Almería,La Liga,Anthony Lozano,HON,FW,30,1993,8.6,244,15,27,126,91,22,244,17,4,23.5,11,64.7,130,676,287,12,10,5,25,16,172,24,https://fbref.com/en/players/38699c72/Anthony-Lozano
2024,Almería,La Liga,Diego Mariño,ESP,GK,33,1990,1,32,26,32,0,0,0,32,0,0,NA,0,NA,22,94,53,0,0,0,0,0,20,0,https://fbref.com/en/players/d9235a45/Diego-Marino
2024,Almería,La Liga,Luís Maximiano,POR,GK,24,1999,33,1355,1096,1336,19,0,0,1355,3,3,100,0,0,710,3504,2214,0,0,0,0,0,592,0,https://fbref.com/en/players/3318286e/Luis-Maximiano
2024,Almería,La Liga,Gonzalo Melero,ESP,"MF,FW",29,1994,12.3,580,20,94,357,133,28,580,18,7,38.9,10,55.6,335,1739,919,23,11,3,26,13,407,33,https://fbref.com/en/players/3902e91b/Gonzalo-Melero
2024,Almería,La Liga,Houboulang Mendes,GNB,DF,25,1998,4.4,236,21,94,117,27,1,236,7,2,28.6,3,42.9,83,389,175,5,4,0,8,4,89,6,https://fbref.com/en/players/1545cf15/Houboulang-Mendes
2024,Almería,La Liga,Marko Milovanović,SRB,"FW,MF",19,2003,3.4,102,5,13,56,34,13,102,4,1,25,2,50,51,177,59,2,1,1,6,4,66,13,https://fbref.com/en/players/1fda2b14/Marko-Milovanovic
2024,Almería,La Liga,César Montes,MEX,DF,26,1997,19.9,1156,148,650,468,43,23,1156,3,3,100,0,0,593,2990,1805,7,5,1,7,1,730,2,https://fbref.com/en/players/28e957d7/Cesar-Montes
2024,Almería,La Liga,Marcos Peña,ESP,MF,18,2005,4.9,274,15,104,162,11,1,274,1,0,0,1,100,103,443,140,0,2,0,3,3,158,0,https://fbref.com/en/players/736c14ec/Marcos-Pena
2024,Almería,La Liga,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62,https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo
2024,Almería,La Liga,Marc Pubill,ESP,DF,20,2003,20.9,1250,112,435,555,278,33,1250,65,33,50.8,23,35.4,580,3384,1864,59,42,7,33,14,645,85,https://fbref.com/en/players/365113c0/Marc-Pubill
2024,Almería,La Liga,Arnau Puigmal,ESP,"FW,DF",22,2001,2.8,122,2,20,56,48,2,122,7,2,28.6,4,57.1,76,437,210,4,3,0,7,2,78,17,https://fbref.com/en/players/39352da2/Arnau-Puigmal
2024,Almería,La Liga,Aleksandar Radovanović,SRB,DF,29,1993,6.3,279,68,177,100,3,2,279,1,0,0,1,100,110,401,142,0,0,0,2,0,152,1,https://fbref.com/en/players/09507ffa/Aleksandar-Radovanovic
2024,Almería,La Liga,Largie Ramazani,BEL,"FW,MF",22,2001,17.3,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104,https://fbref.com/en/players/cc9256ef/Largie-Ramazani
2024,Almería,La Liga,Lucas Robertone,ARG,MF,26,1997,26.5,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,https://fbref.com/en/players/a8981944/Lucas-Robertone
2024,Almería,La Liga,Luka Romero,ARG,FW,18,2004,4.9,226,5,39,118,71,5,226,16,7,43.8,8,50,143,750,341,11,12,1,20,9,155,20,https://fbref.com/en/players/ca6edaa0/Luka-Romero
2024,Almería,La Liga,Paco Sanz,ESP,DF,18,2004,0.3,15,3,11,4,0,0,15,0,0,NA,0,NA,5,12,11,0,0,0,1,0,8,0,https://fbref.com/en/players/b7aa8fd8/Paco-Sanz
2024,Almería,La Liga,Marciano Tchami,GNB,"FW,MF",19,2004,0.5,28,0,2,17,9,0,28,0,0,NA,0,NA,12,87,24,1,1,0,1,1,16,3,https://fbref.com/en/players/19a5c0b6/Marciano-Tchami
2024,Almería,La Liga,Jonathan Viera,ESP,MF,33,1989,10.1,629,4,79,357,198,19,629,19,9,47.4,10,52.6,412,2015,1145,35,29,6,17,9,506,29,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Athletic Club,La Liga,Julen Agirrezabala,ESP,GK,22,2000,2.6,104,84,104,0,0,0,104,0,0,NA,0,NA,58,348,192,0,0,0,0,0,42,0,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala
2024,Athletic Club,La Liga,Yeray Álvarez,ESP,DF,28,1995,12.8,810,52,344,440,31,7,810,3,2,66.7,1,33.3,428,2689,1856,13,9,1,8,0,485,2,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez
2024,Athletic Club,La Liga,Adu Ares,ESP,FW,21,2001,2.9,147,1,21,63,70,6,147,24,15,62.5,7,29.2,103,881,361,13,3,5,8,4,110,39,https://fbref.com/en/players/a461f098/Adu-Ares
2024,Athletic Club,La Liga,Yuri Berchiche,ESP,DF,33,1990,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
2024,Athletic Club,La Liga,Álex Berenguer,ESP,FW,28,1995,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer
2024,Athletic Club,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,23.2,1407,30,194,883,345,7,1407,33,22,66.7,8,24.2,782,3740,1637,26,29,1,24,29,948,36,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2024,Athletic Club,La Liga,Dani García,ESP,MF,33,1990,8.3,398,21,81,258,64,7,398,3,3,100,0,0,176,711,287,3,6,0,4,2,228,4,https://fbref.com/en/players/240d3a0b/Dani-Garcia
2024,Athletic Club,La Liga,Raúl García,ESP,"FW,MF",37,1986,4.7,202,10,28,96,80,22,202,5,2,40,3,60,95,390,124,4,7,2,9,5,146,15,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2024,Athletic Club,La Liga,Unai Gómez,ESP,MF,20,2003,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48,https://fbref.com/en/players/37db6cae/Unai-Gomez
2024,Athletic Club,La Liga,Gorka Guruzeta,ESP,FW,26,1996,24.6,923,22,77,456,399,110,922,33,19,57.6,13,39.4,446,1830,688,18,13,4,62,29,623,102,https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta
2024,Athletic Club,La Liga,Ander Herrera,ESP,MF,33,1989,11.4,903,37,171,525,220,13,903,10,5,50,4,40,477,1767,839,11,21,0,6,6,600,17,https://fbref.com/en/players/436a9dd0/Ander-Herrera
2024,Athletic Club,La Liga,Imanol,ESP,DF,23,2000,5.8,395,17,88,219,94,4,395,5,4,80,1,20,181,901,473,13,11,2,5,3,204,15,https://fbref.com/en/players/9e095d72/Imanol
2024,Athletic Club,La Liga,Mikel Jauregizar,ESP,MF,19,2003,1.7,101,3,20,43,38,0,101,3,1,33.3,2,66.7,48,220,104,2,1,0,4,4,60,3,https://fbref.com/en/players/2f5c78ca/Mikel-Jauregizar
2024,Athletic Club,La Liga,Iñigo Lekue,ESP,DF,30,1993,22.2,1476,82,427,779,285,9,1476,44,18,40.9,25,56.8,706,3819,1993,44,30,1,17,9,825,35,https://fbref.com/en/players/59b7d823/Inigo-Lekue
2024,Athletic Club,La Liga,Óscar de Marcos,ESP,DF,34,1989,25.1,1764,60,375,868,529,34,1764,22,6,27.3,16,72.7,871,3548,2012,51,40,6,15,6,1027,125,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos
2024,Athletic Club,La Liga,Iker Muniain,ESP,"MF,FW",30,1992,6.6,479,4,32,256,192,24,479,31,13,41.9,16,51.6,304,1446,659,18,13,4,16,11,367,50,https://fbref.com/en/players/c05dfb74/Iker-Muniain
2024,Athletic Club,La Liga,Peru Nolaskoain,ESP,"DF,MF",24,1998,0.1,10,0,6,5,0,0,10,0,0,NA,0,NA,4,19,1,0,0,0,0,0,5,0,https://fbref.com/en/players/857cb4f3/Peru-Nolaskoain
2024,Athletic Club,La Liga,Aingeru Olabarrieta,ESP,FW,17,2005,0.1,6,0,0,1,5,0,6,0,0,NA,0,NA,3,33,26,1,0,0,0,0,4,0,https://fbref.com/en/players/b7e92b0e/Aingeru-Olabarrieta
2024,Athletic Club,La Liga,Aitor Paredes,ESP,DF,23,2000,30,1799,158,915,852,41,24,1799,3,2,66.7,1,33.3,1004,5116,2607,6,2,0,9,2,1167,1,https://fbref.com/en/players/b906757a/Aitor-Paredes
2024,Athletic Club,La Liga,Beñat Prados,ESP,"MF,DF",22,2001,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30,https://fbref.com/en/players/1f60244a/Benat-Prados
2024,Athletic Club,La Liga,Oihan Sancet,ESP,MF,23,2000,21.9,1058,6,67,497,516,83,1057,56,26,46.4,23,41.1,694,4286,2121,76,68,14,78,43,839,157,https://fbref.com/en/players/bdb624a3/Oihan-Sancet
2024,Athletic Club,La Liga,Unai Simón,ESP,GK,26,1997,35.4,1301,968,1293,8,0,0,1301,0,0,NA,0,NA,697,3823,2165,0,0,0,0,0,549,0,https://fbref.com/en/players/5dcf3e90/Unai-Simon
2024,Athletic Club,La Liga,Mikel Vesga,ESP,MF,30,1993,17,1035,49,201,645,196,22,1033,12,2,16.7,10,83.3,504,2129,1002,10,13,1,18,11,655,29,https://fbref.com/en/players/b0fce72c/Mikel-Vesga
2024,Athletic Club,La Liga,Asier Villalibre,ESP,FW,25,1997,5.7,179,6,18,64,98,31,179,11,4,36.4,6,54.5,105,389,195,6,5,6,12,11,143,29,https://fbref.com/en/players/57be54ec/Asier-Villalibre
2024,Athletic Club,La Liga,Daniel Vivian,ESP,DF,24,1999,32,2032,161,950,1021,75,27,2032,10,5,50,4,40,1128,5846,3422,23,10,2,27,5,1206,4,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian
