Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Url
2023,Getafe,La Liga,Jordan Amavi,FRA,DF,28,1994,2.2,119,8,33,65,23,1,119,1,0,0,1,100,42,255,121,4,5,1,2,0,44,5,https://fbref.com/en/players/22721b88/Jordan-Amavi
2023,Getafe,La Liga,Fabrizio Angileri,ARG,DF,28,1994,6.5,324,17,88,157,80,3,324,11,4,36.4,6,54.5,123,554,220,4,7,0,4,4,145,14,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri
2023,Getafe,La Liga,Mauro Arambarri,URU,MF,26,1995,11,514,30,118,304,102,3,514,4,4,100,0,0,234,1162,503,8,10,0,13,4,248,7,https://fbref.com/en/players/58afe001/Mauro-Arambarri
2023,Getafe,La Liga,Djené,TOG,DF,30,1991,31.6,1418,117,599,716,120,11,1418,28,18,64.3,3,10.7,754,3584,1725,11,17,0,22,15,745,20,https://fbref.com/en/players/a4971d84/Djene
2023,Getafe,La Liga,Domingos Duarte,POR,DF,27,1995,29.5,1246,178,677,538,35,22,1246,6,5,83.3,1,16.7,583,2704,1231,6,2,0,6,3,621,0,https://fbref.com/en/players/93090f69/Domingos-Duarte
2023,Getafe,La Liga,Munir El Haddadi,MAR,"MF,FW",26,1995,12.8,614,8,66,253,299,48,614,34,12,35.3,16,47.1,344,1529,562,20,13,7,45,25,391,84,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2023,Getafe,La Liga,Iglesias,ESP,"DF,MF",24,1998,23.8,1259,78,381,545,349,23,1259,30,13,43.3,13,43.3,508,2781,1363,39,34,6,30,10,529,100,https://fbref.com/en/players/974322dc/Iglesias
2023,Getafe,La Liga,Juanmi Latasa,ESP,FW,21,2001,5,240,8,16,115,110,27,240,7,2,28.6,4,57.1,107,323,52,0,2,0,24,9,178,33,https://fbref.com/en/players/2bea832e/Juanmi-Latasa
2023,Getafe,La Liga,Nemanja Maksimović,SRB,MF,27,1995,22.8,794,44,189,437,174,35,794,9,3,33.3,6,66.7,300,1251,545,13,12,4,17,7,346,29,https://fbref.com/en/players/00b28772/Nemanja-Maksimovic
2023,Getafe,La Liga,Jaime Mata,ESP,"FW,MF",33,1988,4.9,190,8,29,73,90,20,190,5,2,40,3,60,102,369,104,2,6,0,16,7,131,33,https://fbref.com/en/players/02319ad7/Jaime-Mata
2023,Getafe,La Liga,Borja Mayoral,ESP,FW,25,1997,30.7,1040,15,106,495,449,118,1038,70,27,38.6,35,50,639,3327,1531,58,35,25,63,54,763,166,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral
2023,Getafe,La Liga,Luis Milla,ESP,MF,27,1994,20.6,1132,43,238,704,202,5,1132,15,12,80,2,13.3,572,2604,1203,15,11,1,20,12,629,7,https://fbref.com/en/players/19c36442/Luis-Milla
2023,Getafe,La Liga,Stefan Mitrović,SRB,DF,32,1990,18.7,663,110,396,260,11,8,663,1,0,0,1,100,312,1443,616,1,0,0,2,0,331,1,https://fbref.com/en/players/e6777e6b/Stefan-Mitrovic
2023,Getafe,La Liga,Moises Parra Gutierrez,ESP,FW,20,2002,0.1,6,0,1,2,3,0,6,0,0,NA,0,NA,1,2,1,0,0,0,0,0,1,0,https://fbref.com/en/players/e2dcc60e/Moises-Parra-Gutierrez
2023,Getafe,La Liga,Portu,ESP,"MF,DF",30,1992,19.7,914,17,179,378,366,35,914,43,13,30.2,22,51.2,471,2660,1405,42,26,4,29,8,532,130,https://fbref.com/en/players/1bda5842/Portu
2023,Getafe,La Liga,Alejandro Revuelta Montero,ESP,DF,22,2000,0,1,0,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/14d5b7ac/Alejandro-Revuelta-Montero
2023,Getafe,La Liga,Jaime Seoane,ESP,"MF,FW",25,1997,3.6,155,4,26,82,47,2,155,5,2,40,3,60,84,434,208,6,3,1,4,6,94,7,https://fbref.com/en/players/a62b4888/Jaime-Seoane
2023,Getafe,La Liga,David Soria,ESP,GK,29,1993,38,1224,1011,1216,11,0,0,1224,0,0,NA,0,NA,541,3493,2322,0,0,0,0,0,291,0,https://fbref.com/en/players/8f8c6934/David-Soria
2023,Getafe,La Liga,Damián Suárez,URU,"DF,MF",34,1988,21.6,1169,42,299,580,306,15,1169,34,13,38.2,21,61.8,462,1781,959,21,23,5,23,6,542,72,https://fbref.com/en/players/ba5004e1/Damian-Suarez
2023,Getafe,La Liga,Enes Ünal,TUR,FW,25,1997,33,1117,43,91,506,535,138,1111,43,21,48.8,19,44.2,618,2236,902,29,26,15,88,50,893,148,https://fbref.com/en/players/f8eca1b6/Enes-Unal
2023,Getafe,La Liga,Gonzalo Villar,ESP,MF,24,1998,5.1,312,8,48,209,62,5,312,20,13,65,4,20,176,1206,608,13,10,2,9,6,184,9,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
2023,Girona,La Liga,Ricard Artero,ESP,"MF,FW",19,2003,1.5,68,2,14,36,20,6,68,4,3,75,0,0,45,217,106,4,4,0,4,3,54,9,https://fbref.com/en/players/5d133e96/Ricard-Artero
2023,Girona,La Liga,Santiago Bueno,URU,DF,23,1998,33.4,2098,194,1016,1038,54,17,2098,4,2,50,0,0,1305,7395,4721,30,13,0,6,1,1447,4,https://fbref.com/en/players/edc98fac/Santiago-Bueno
2023,Girona,La Liga,Alexander Callens,PER,DF,30,1992,1.3,111,11,53,53,5,0,111,0,0,NA,0,NA,76,361,213,5,3,0,2,1,72,1,https://fbref.com/en/players/af34f10d/Alexander-Callens
2023,Girona,La Liga,Juan Carlos,ESP,GK,34,1988,10,356,324,355,1,0,0,356,0,0,NA,0,NA,212,903,476,0,0,0,0,0,188,0,https://fbref.com/en/players/688b96e3/Juan-Carlos
2023,Girona,La Liga,Valentín Castellanos,ARG,FW,23,1998,28.9,672,28,65,278,343,123,671,43,14,32.6,21,48.8,361,1903,923,30,27,11,46,22,478,128,https://fbref.com/en/players/da76bab4/Valentin-Castellanos
2023,Girona,La Liga,Yan Couto,BRA,"DF,MF",20,2002,12.9,734,20,184,295,266,20,734,60,28,46.7,27,45,447,3355,1826,56,31,12,26,13,482,89,https://fbref.com/en/players/1944818c/Yan-Couto
2023,Girona,La Liga,Bernardo Espinosa,COL,DF,33,1989,13.6,1047,164,530,496,29,17,1047,4,3,75,1,25,636,3354,1885,8,3,1,4,4,720,3,https://fbref.com/en/players/4242011c/Bernardo-Espinosa
2023,Girona,La Liga,Valery Fernández,ESP,"MF,DF",22,1999,10.7,461,20,86,179,199,28,461,27,13,48.1,10,37,274,1617,637,18,7,9,18,10,305,84,https://fbref.com/en/players/4acd733a/Valery-Fernandez
2023,Girona,La Liga,Aleix García,ESP,MF,25,1997,26,1867,68,386,1003,490,23,1867,26,13,50,9,34.6,1041,4868,2266,41,35,7,19,12,1302,76,https://fbref.com/en/players/a10361d2/Aleix-Garcia
2023,Girona,La Liga,Borja García,ESP,"MF,FW",31,1990,7.5,347,8,69,186,92,10,347,14,6,42.9,5,35.7,227,1030,394,7,9,0,6,11,253,32,https://fbref.com/en/players/e7f4603c/Borja-Garcia
2023,Girona,La Liga,Paulo Gazzaniga,ARG,GK,30,1992,28,1140,981,1133,7,0,0,1140,1,1,100,0,0,667,3263,1663,0,0,0,3,2,504,0,https://fbref.com/en/players/63d17038/Paulo-Gazzaniga
2023,Girona,La Liga,Miguel Gutiérrez,ESP,DF,21,2001,26.6,1628,66,466,697,482,39,1628,75,35,46.7,32,42.7,959,5765,2803,81,43,17,36,25,1037,148,https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez
2023,Girona,La Liga,Javi Hernández,ESP,DF,24,1998,12.4,870,54,289,432,157,13,870,16,11,68.8,5,31.3,501,2907,1841,41,24,1,7,8,555,25,https://fbref.com/en/players/9a76c2e9/Javi-Hernandez
2023,Girona,La Liga,Yangel Herrera,VEN,"MF,FW",24,1998,10.7,556,17,82,301,180,32,556,23,12,52.2,8,34.8,346,1611,686,18,14,3,25,22,417,56,https://fbref.com/en/players/5083a734/Yangel-Herrera
2023,Girona,La Liga,Juanpe,ESP,DF,31,1991,15.8,992,169,573,395,31,16,992,1,1,100,0,0,595,3035,1700,8,2,0,0,2,693,3,https://fbref.com/en/players/1633fc8a/Juanpe
2023,Girona,La Liga,David López,ESP,DF,32,1989,18.4,1379,207,795,553,37,16,1379,6,6,100,0,0,823,4281,2574,18,5,0,8,1,959,4,https://fbref.com/en/players/f03f284b/David-Lopez
2023,Girona,La Liga,Iván Martín,ESP,MF,23,1999,17.6,822,23,132,425,274,36,822,48,26,54.2,18,37.5,540,3377,1213,30,19,6,32,37,631,82,https://fbref.com/en/players/ae48c5cb/Ivan-Martin
2023,Girona,La Liga,Arnau Martinez,ESP,DF,19,2003,30.4,1902,98,631,861,427,53,1902,48,24,50,19,39.6,967,5242,3015,64,31,9,36,17,1116,98,https://fbref.com/en/players/c3e66ffe/Arnau-Martinez
2023,Girona,La Liga,Reinier,BRA,"MF,FW",20,2002,7.2,329,6,46,157,128,20,329,17,9,52.9,8,47.1,210,1139,490,13,18,1,19,19,258,27,https://fbref.com/en/players/6b21b7b5/Reinier
2023,Girona,La Liga,Rodrigo Riquelme,ESP,"MF,FW",22,2000,24.2,1021,14,136,379,528,89,1021,143,57,39.9,71,49.7,717,6218,3354,116,97,42,62,30,764,171,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme
2023,Girona,La Liga,Joel Roca,ESP,"MF,FW",17,2005,0.9,69,2,12,24,34,5,69,14,5,35.7,8,57.1,46,248,102,3,2,2,4,2,47,14,https://fbref.com/en/players/5f21b94c/Joel-Roca
2023,Girona,La Liga,Oriol Romeu,ESP,MF,30,1991,32.8,1952,109,589,1119,259,28,1952,24,20,83.3,1,4.2,1148,4448,2067,15,29,1,26,28,1318,16,https://fbref.com/en/players/4b511457/Oriol-Romeu
2023,Girona,La Liga,Samuel Sáiz,ESP,MF,31,1991,2.7,192,0,21,98,75,7,190,10,4,40,6,60,131,713,244,5,5,2,10,4,154,18,https://fbref.com/en/players/13e0eb29/Samuel-Saiz
2023,Girona,La Liga,Cristhian Stuani,URU,FW,35,1986,12.1,281,5,28,133,121,56,275,4,0,0,3,75,137,406,145,2,1,1,23,6,193,26,https://fbref.com/en/players/220c11f1/Cristhian-Stuani
2023,Girona,La Liga,Ramón Terrats,ESP,MF,21,2000,2.4,129,8,38,70,23,2,129,5,2,40,3,60,73,414,191,4,4,0,2,5,87,4,https://fbref.com/en/players/f36016a5/Ramon-Terrats
2023,Girona,La Liga,Viktor Tsyhankov,UKR,MF,24,1997,16.5,737,17,110,311,331,49,737,31,17,54.8,10,32.3,463,3132,1672,63,39,19,16,15,525,120,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov
2023,Girona,La Liga,Oscar Ureña,DOM,MF,19,2003,1.1,41,0,7,14,22,4,41,5,4,80,0,0,28,150,45,1,0,1,4,4,29,10,https://fbref.com/en/players/2dd7e29d/Oscar-Urena
2023,Girona,La Liga,Manu Vallejo,ESP,"FW,MF",25,1997,2.3,110,1,12,45,54,8,110,4,1,25,3,75,67,341,209,7,4,2,3,4,85,25,https://fbref.com/en/players/0bc4e720/Manu-Vallejo
2023,Girona,La Liga,Toni Villa,ESP,"MF,FW",27,1995,9.9,486,3,60,167,271,44,486,71,24,33.8,43,60.6,323,2281,1208,37,28,20,20,22,347,91,https://fbref.com/en/players/636eae97/Toni-Villa
2023,Mallorca,La Liga,Amath,SEN,"MF,FW",26,1996,13.6,464,12,70,171,229,40,464,34,14,41.2,15,44.1,261,1666,840,33,23,12,41,22,283,69,https://fbref.com/en/players/f3b1d9a2/Amath
2023,Mallorca,La Liga,Josep Antoni Gayá,ESP,"DF,MF",22,2000,1.1,19,10,15,3,1,0,19,0,0,NA,0,NA,6,32,2,0,0,0,1,1,4,0,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya
2023,Mallorca,La Liga,Ludwig Augustinsson,SWE,DF,28,1994,1.5,80,6,28,32,20,2,80,0,0,NA,0,NA,39,132,62,0,1,0,0,0,39,6,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2023,Mallorca,La Liga,Iddrisu Baba,GHA,"MF,DF",26,1996,18.9,773,61,253,476,60,8,773,19,11,57.9,5,26.3,413,1926,498,3,5,0,28,15,398,8,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2023,Mallorca,La Liga,Rodrigo Battaglia,ARG,MF,31,1991,7.6,310,28,114,170,27,6,310,3,0,0,1,33.3,136,665,268,3,4,0,5,6,164,3,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia
2023,Mallorca,La Liga,Copete,ESP,DF,22,1999,24.5,1166,155,575,538,67,17,1166,21,19,90.5,2,9.5,591,2474,1444,14,13,1,10,6,633,3,https://fbref.com/en/players/0f26ffd7/Copete
2023,Mallorca,La Liga,Jaume Costa,ESP,DF,34,1988,28.9,1364,62,360,603,415,37,1364,25,10,40,12,48,689,3495,1980,60,38,10,23,8,810,123,https://fbref.com/en/players/808d48f3/Jaume-Costa
2023,Mallorca,La Liga,Braian Cufré,ARG,DF,25,1996,2.4,110,5,28,54,28,2,110,3,2,66.7,0,0,57,238,142,3,2,0,2,1,59,9,https://fbref.com/en/players/192c89a6/Braian-Cufre
2023,Mallorca,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,28,1993,27.2,1446,32,330,885,247,5,1446,39,19,48.7,13,33.3,786,3212,1294,20,13,0,16,15,911,21,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2023,Mallorca,La Liga,Giovanni González,URU,DF,27,1994,10.3,506,32,170,228,111,14,506,16,8,50,6,37.5,234,1003,494,10,7,3,7,2,275,39,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2023,Mallorca,La Liga,Dominik Greif,SVK,GK,25,1997,1,40,37,40,0,0,0,40,0,0,NA,0,NA,16,125,50,0,0,0,0,0,12,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2023,Mallorca,La Liga,Clément Grenier,FRA,MF,31,1991,8,432,11,62,240,131,4,432,7,3,42.9,2,28.6,216,807,314,4,5,1,17,7,277,26,https://fbref.com/en/players/8b298f56/Clement-Grenier
2023,Mallorca,La Liga,Dennis Hadzikadunic,BIH,DF,24,1998,6.8,242,31,109,117,16,6,242,0,0,NA,0,NA,107,615,283,1,3,0,2,0,121,0,https://fbref.com/en/players/82cfae2a/Dennis-Hadzikadunic
2023,Mallorca,La Liga,Lago Junior,CIV,"FW,MF",31,1990,0.6,27,0,4,9,15,1,27,1,1,100,0,0,18,75,34,2,2,0,3,1,20,5,https://fbref.com/en/players/360d70f8/Lago-Junior
2023,Mallorca,La Liga,Tino Kadewere,ZIM,"FW,MF",26,1996,6,224,3,22,114,94,28,224,14,8,57.1,4,28.6,122,710,333,14,5,9,15,11,163,29,https://fbref.com/en/players/7d08063d/Tino-Kadewere
2023,Mallorca,La Liga,Lee Kang-in,KOR,"MF,FW",21,2001,31.4,1426,15,169,693,598,42,1426,134,90,67.2,34,25.4,831,5655,2936,107,58,14,69,43,897,139,https://fbref.com/en/players/8455ad90/Lee-Kang-in
2023,Mallorca,La Liga,Javier Llabrés,ESP,FW,19,2002,0.2,5,1,2,2,1,0,5,0,0,NA,0,NA,3,3,2,0,0,0,0,0,3,0,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2023,Mallorca,La Liga,Pablo Maffeo,ESP,DF,25,1997,33.1,1599,104,462,660,499,56,1599,85,35,41.2,35,41.2,804,4817,2118,67,52,14,62,36,860,134,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2023,Mallorca,La Liga,Manu Morlanes,ESP,MF,23,1999,7.8,303,15,84,163,60,4,303,14,9,64.3,3,21.4,160,913,405,10,8,1,6,3,168,6,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2023,Mallorca,La Liga,Vedat Muriqi,KVX,FW,28,1994,32.6,1194,90,160,592,450,112,1189,31,12,38.7,15,48.4,601,2558,863,28,28,10,80,46,896,152,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2023,Mallorca,La Liga,Matija Nastasić,SRB,DF,29,1993,10.1,392,59,219,162,13,6,392,0,0,NA,0,NA,202,833,432,4,2,0,2,0,221,1,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2023,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",29,1992,4.6,141,4,10,78,54,16,141,9,3,33.3,5,55.6,72,273,56,1,1,3,8,14,100,15,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2023,Mallorca,La Liga,Rubén Quintanilla,ESP,DF,20,2002,0,3,0,1,2,0,0,3,0,0,NA,0,NA,1,10,0,0,0,0,0,0,2,0,https://fbref.com/en/players/2f456b86/Ruben-Quintanilla
2023,Mallorca,La Liga,Antonio Raillo,ESP,DF,30,1991,30.7,1413,247,798,579,53,34,1413,3,2,66.7,1,33.3,706,4410,2519,8,4,0,9,3,713,5,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2023,Mallorca,La Liga,Predrag Rajković,SRB,GK,26,1995,36,1284,1022,1266,18,0,0,1284,6,5,83.3,1,16.7,656,4514,2818,0,0,0,2,0,458,0,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2023,Mallorca,La Liga,Ángel Rodríguez,ESP,"FW,MF",35,1987,4.4,128,4,15,61,52,21,128,6,2,33.3,4,66.7,91,402,121,4,3,4,12,4,99,19,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez
2023,Mallorca,La Liga,Dani Rodríguez,ESP,MF,34,1988,23.3,950,27,186,481,299,42,950,55,28,50.9,24,43.6,559,3428,1525,43,29,8,47,37,604,64,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2023,Mallorca,La Liga,Leo Román,ESP,GK,22,2000,1,45,42,45,0,0,0,45,0,0,NA,0,NA,21,105,67,0,0,0,0,0,16,0,https://fbref.com/en/players/924ff27e/Leo-Roman
2023,Mallorca,La Liga,Franco Russo,ARG,DF,27,1994,1.6,78,12,47,28,3,0,78,0,0,NA,0,NA,43,163,63,0,0,0,0,1,41,0,https://fbref.com/en/players/b75ac54b/Franco-Russo
2023,Mallorca,La Liga,Antonio Sánchez,ESP,"MF,DF",25,1997,12,602,18,150,279,187,16,602,26,12,46.2,14,53.8,349,2184,850,22,19,2,25,19,342,56,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2023,Mallorca,La Liga,Martin Valjent,SVK,DF,26,1995,29.5,1405,206,759,594,62,5,1405,5,0,0,2,40,719,3539,1751,15,16,2,6,1,767,3,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2023,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",28,1994,19,739,18,83,275,383,61,736,34,17,50,14,41.2,422,1922,710,23,18,6,39,18,509,96,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2023,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",25,1997,14.6,674,6,65,199,413,55,674,89,39,43.8,44,49.4,459,3154,1499,61,28,18,44,25,498,185,https://fbref.com/en/players/aad53e64/Kike-Barja
2023,Osasuna,La Liga,Iker Benito,ESP,"FW,MF",19,2002,2,66,4,19,24,26,3,66,9,3,33.3,5,55.6,34,371,245,9,6,2,3,2,35,15,https://fbref.com/en/players/50cbc806/Iker-Benito
2023,Osasuna,La Liga,Darko Brašanac,SRB,MF,30,1992,11.6,489,12,79,245,171,28,489,10,4,40,3,30,246,1254,668,18,14,0,20,10,292,36,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2023,Osasuna,La Liga,Ante Budimir,CRO,FW,31,1991,20,563,18,36,254,281,118,563,34,16,47.1,14,41.2,259,1199,449,23,16,10,62,27,398,98,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2023,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,30,1992,22.9,1163,103,404,562,206,4,1163,15,6,40,5,33.3,543,2683,1400,15,15,1,17,4,620,55,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2023,Osasuna,La Liga,Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,813,4,73,287,473,66,813,117,59,50.4,42,35.9,555,4651,2531,93,60,45,64,38,606,136,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2023,Osasuna,La Liga,Aitor Fernández,ESP,GK,31,1991,21,846,701,835,11,0,0,846,0,0,NA,0,NA,443,2217,1515,0,0,0,1,0,335,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2023,Osasuna,La Liga,David García,ESP,DF,28,1994,29.8,1742,198,830,862,53,22,1742,4,4,100,0,0,908,4507,2507,16,8,1,8,2,1019,4,https://fbref.com/en/players/3e42f707/David-Garcia
2023,Osasuna,La Liga,Rubén García,ESP,"FW,MF",29,1993,12.9,711,18,100,277,339,26,711,16,6,37.5,9,56.3,385,1773,657,16,13,3,27,10,465,92,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2023,Osasuna,La Liga,Unai García,ESP,DF,30,1992,19,957,89,456,479,32,8,957,8,5,62.5,2,25,515,2518,1458,11,6,0,5,5,572,3,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2023,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",28,1994,27.3,1712,23,237,1013,489,23,1712,40,27,67.5,11,27.5,1149,6450,2740,37,48,7,33,18,1247,67,https://fbref.com/en/players/5a626448/Moi-Gomez
2023,Osasuna,La Liga,Aridane Hernández,ESP,DF,33,1989,19.9,1081,157,567,496,26,11,1081,7,6,85.7,0,0,593,2801,1407,6,5,1,6,3,614,0,https://fbref.com/en/players/132ac341/Aridane-Hernandez
2023,Osasuna,La Liga,Jorge Herrando,ESP,DF,21,2001,0.3,9,4,7,2,0,0,9,0,0,NA,0,NA,1,2,0,0,0,0,0,0,3,0,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2023,Osasuna,La Liga,Sergio Herrera,ESP,GK,29,1993,17,653,515,645,8,0,0,653,2,2,100,0,0,336,1990,1230,0,0,0,2,0,266,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2023,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,23,1998,11.8,528,31,116,297,120,28,528,15,8,53.3,6,40,284,1498,706,15,10,3,16,14,333,42,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2023,Osasuna,La Liga,Kiké,ESP,FW,32,1989,11.3,422,15,28,180,217,68,421,20,12,60,6,30,257,1117,393,16,15,6,58,17,335,58,https://fbref.com/en/players/e897d8ba/Kike
2023,Osasuna,La Liga,Jon Moncayola,ESP,"MF,DF",24,1998,27.2,1698,59,387,949,379,14,1698,8,4,50,3,37.5,869,3900,2099,34,29,1,26,11,1060,50,https://fbref.com/en/players/9939e168/Jon-Moncayola
2023,Osasuna,La Liga,Diego Moreno,ESP,DF,21,2001,7.1,389,35,134,176,81,7,389,11,3,27.3,8,72.7,177,867,393,9,5,2,8,3,184,19,https://fbref.com/en/players/a21417e2/Diego-Moreno
2023,Osasuna,La Liga,Iker Muñoz,ESP,MF,19,2002,2.8,134,9,43,78,13,0,134,2,1,50,0,0,63,331,166,0,2,0,1,2,83,4,https://fbref.com/en/players/175ece4c/Iker-Munoz
2023,Osasuna,La Liga,Aimar Oroz,ESP,"MF,FW",20,2001,22.4,1051,7,112,507,448,55,1050,62,31,50,22,35.5,652,3119,1359,35,34,8,42,51,769,144,https://fbref.com/en/players/7c363088/Aimar-Oroz
2023,Osasuna,La Liga,Rubén Peña,ESP,"DF,MF",31,1991,14.2,814,48,212,360,255,21,814,32,19,59.4,10,31.3,407,2387,1166,32,28,6,32,14,410,59,https://fbref.com/en/players/1f079188/Ruben-Pena
2023,Osasuna,La Liga,Manu Sánchez,ESP,DF,21,2000,23.6,1385,64,330,619,451,43,1385,41,16,39,23,56.1,689,3461,1930,42,27,3,27,14,782,105,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez
2023,Osasuna,La Liga,Roberto Torres,ESP,"FW,MF",33,1989,0.1,14,0,1,6,8,0,14,2,1,50,1,50,12,107,78,2,3,0,0,1,12,1,https://fbref.com/en/players/d733aa38/Roberto-Torres
2023,Osasuna,La Liga,Lucas Torró,ESP,MF,28,1994,27.5,1459,91,365,873,233,32,1459,21,11,52.4,7,33.3,631,2565,962,12,16,1,31,14,770,17,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2023,Osasuna,La Liga,Nacho Vidal,ESP,DF,27,1995,13.9,776,58,233,313,234,16,776,27,13,48.1,12,44.4,311,1420,620,20,10,4,18,13,363,52,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2023,Rayo Vallecano,La Liga,Iván Balliu,ALB,DF,30,1992,35.9,2116,88,503,925,695,26,2116,31,11,35.5,12,38.7,1021,5129,2879,75,51,4,22,9,1150,147,https://fbref.com/en/players/cee88597/Ivan-Balliu
2023,Rayo Vallecano,La Liga,Bebé,CPV,FW,32,1990,0.7,52,0,1,19,36,0,52,8,3,37.5,4,50,37,344,154,5,8,0,6,3,34,10,https://fbref.com/en/players/d8712bf9/Bebe
2023,Rayo Vallecano,La Liga,Sergio Camello,ESP,FW,21,2001,26.7,782,29,51,337,406,101,782,46,18,39.1,24,52.2,483,2631,1053,40,36,17,71,35,561,122,https://fbref.com/en/players/873619c6/Sergio-Camello
2023,Rayo Vallecano,La Liga,Catena,ESP,DF,27,1994,34.5,2120,282,1160,930,41,24,2120,2,2,100,0,0,1220,5620,2913,8,5,0,11,6,1348,2,https://fbref.com/en/players/274ab13c/Catena
2023,Rayo Vallecano,La Liga,Pep Chavarría,ESP,"FW,MF",24,1998,4.1,229,8,37,75,120,8,229,16,7,43.8,8,50,113,658,365,13,6,1,7,4,122,25,https://fbref.com/en/players/63c5e56b/Pep-Chavarria
2023,Rayo Vallecano,La Liga,Pathé Ciss,SEN,"MF,DF",28,1994,14.2,891,57,243,543,114,19,891,11,5,45.5,5,45.5,480,2279,1032,10,16,1,14,13,518,5,https://fbref.com/en/players/9a0408b6/Pathe-Ciss
2023,Rayo Vallecano,La Liga,Santi Comesaña,ESP,MF,25,1996,27.2,1544,34,229,927,405,58,1544,58,35,60.3,18,31,830,4235,2292,40,43,8,38,34,1010,58,https://fbref.com/en/players/5ae499d0/Santi-Comesana
2023,Rayo Vallecano,La Liga,Stole Dimitrievski,MKD,GK,28,1993,36.9,1194,993,1185,9,0,0,1194,0,0,NA,0,NA,619,3767,2427,0,0,0,0,0,426,1,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski
2023,Rayo Vallecano,La Liga,Radamel Falcao,COL,"FW,MF",36,1986,6.8,271,12,21,106,146,38,270,16,2,12.5,13,81.3,150,549,122,2,5,2,29,9,204,53,https://fbref.com/en/players/66116290/Radamel-Falcao
2023,Rayo Vallecano,La Liga,Álvaro García,ESP,"FW,MF",29,1992,31.9,1347,30,208,346,809,118,1347,52,21,40.4,25,48.1,785,4400,2237,116,28,45,52,17,834,293,https://fbref.com/en/players/90bbd822/Alvaro-Garcia
2023,Rayo Vallecano,La Liga,Fran Garcia,ESP,DF,22,1999,37.9,2441,102,645,1109,728,26,2441,68,31,45.6,30,44.1,1351,9732,6294,183,142,12,47,11,1418,167,https://fbref.com/en/players/7226539b/Fran-Garcia
