Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url
2023,Girona,La Liga,Ricard Artero,ESP,"MF,FW",19,2003,1.5,0,4,1,25,2.71,0.68,0,0,11.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,https://fbref.com/en/players/5d133e96/Ricard-Artero
2023,Girona,La Liga,Santiago Bueno,URU,DF,23,1998,33.4,0,13,3,23.1,0.39,0.09,0,0,12.2,0,0,0,1.3,1.3,0.1,-1.3,-1.3,https://fbref.com/en/players/edc98fac/Santiago-Bueno
2023,Girona,La Liga,Alexander Callens,PER,DF,30,1992,1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/af34f10d/Alexander-Callens
2023,Girona,La Liga,Juan Carlos,ESP,GK,34,1988,10,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/688b96e3/Juan-Carlos
2023,Girona,La Liga,Valentín Castellanos,ARG,FW,23,1998,28.9,13,85,32,37.6,2.95,1.11,0.14,0.38,15,0,1,1,11.2,10.4,0.12,1.8,1.6,https://fbref.com/en/players/da76bab4/Valentin-Castellanos
2023,Girona,La Liga,Yan Couto,BRA,"DF,MF",20,2002,12.9,1,8,1,12.5,0.62,0.08,0.13,1,20.2,0,0,0,0.5,0.5,0.07,0.5,0.5,https://fbref.com/en/players/1944818c/Yan-Couto
2023,Girona,La Liga,Bernardo Espinosa,COL,DF,33,1989,13.6,1,11,5,45.5,0.81,0.37,0.09,0.2,10.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2,https://fbref.com/en/players/4242011c/Bernardo-Espinosa
2023,Girona,La Liga,Valery Fernández,ESP,"MF,DF",22,1999,10.7,0,7,0,0,0.65,0,0,NA,16.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,https://fbref.com/en/players/4acd733a/Valery-Fernandez
2023,Girona,La Liga,Aleix García,ESP,MF,25,1997,26,1,32,14,43.8,1.23,0.54,0.03,0.07,23.2,4,0,0,1.8,1.8,0.06,-0.8,-0.8,https://fbref.com/en/players/a10361d2/Aleix-Garcia
2023,Girona,La Liga,Borja García,ESP,"MF,FW",31,1990,7.5,1,8,3,37.5,1.06,0.4,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,0.3,0.3,https://fbref.com/en/players/e7f4603c/Borja-Garcia
2023,Girona,La Liga,Paulo Gazzaniga,ARG,GK,30,1992,28,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/63d17038/Paulo-Gazzaniga
2023,Girona,La Liga,Miguel Gutiérrez,ESP,DF,21,2001,26.6,2,17,4,23.5,0.64,0.15,0.12,0.5,19.4,0,0,0,0.8,0.8,0.05,1.2,1.2,https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez
2023,Girona,La Liga,Javi Hernández,ESP,DF,24,1998,12.4,1,16,6,37.5,1.29,0.48,0.06,0.17,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,https://fbref.com/en/players/9a76c2e9/Javi-Hernandez
2023,Girona,La Liga,Yangel Herrera,VEN,"MF,FW",24,1998,10.7,2,24,8,33.3,2.24,0.75,0.08,0.25,17.9,0,0,0,2.3,2.3,0.09,-0.3,-0.3,https://fbref.com/en/players/5083a734/Yangel-Herrera
2023,Girona,La Liga,Juanpe,ESP,DF,31,1991,15.8,1,5,1,20,0.32,0.06,0.2,1,9.8,0,0,0,0.5,0.5,0.09,0.5,0.5,https://fbref.com/en/players/1633fc8a/Juanpe
2023,Girona,La Liga,David López,ESP,DF,32,1989,18.4,3,11,8,72.7,0.6,0.44,0.27,0.38,16.9,0,0,0,1.5,1.5,0.14,1.5,1.5,https://fbref.com/en/players/f03f284b/David-Lopez
2023,Girona,La Liga,Iván Martín,ESP,MF,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,0,2.4,2.4,0.13,0.6,0.6,https://fbref.com/en/players/ae48c5cb/Ivan-Martin
2023,Girona,La Liga,Arnau Martinez,ESP,DF,19,2003,30.4,3,20,3,15,0.66,0.1,0.15,1,12.7,0,0,0,1.9,1.9,0.1,1.1,1.1,https://fbref.com/en/players/c3e66ffe/Arnau-Martinez
2023,Girona,La Liga,Reinier,BRA,"MF,FW",20,2002,7.2,2,10,4,40,1.39,0.56,0.2,0.5,11.6,0,0,0,1.5,1.5,0.15,0.5,0.5,https://fbref.com/en/players/6b21b7b5/Reinier
2023,Girona,La Liga,Rodrigo Riquelme,ESP,"MF,FW",22,2000,24.2,4,56,22,39.3,2.31,0.91,0.07,0.18,20,2,0,0,4,4,0.07,0,0,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme
2023,Girona,La Liga,Joel Roca,ESP,"MF,FW",17,2005,0.9,0,4,2,50,4.29,2.14,0,0,18.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,https://fbref.com/en/players/5f21b94c/Joel-Roca
2023,Girona,La Liga,Oriol Romeu,ESP,MF,30,1991,32.8,2,24,5,20.8,0.73,0.15,0.08,0.4,17.8,0,0,0,1.6,1.6,0.07,0.4,0.4,https://fbref.com/en/players/4b511457/Oriol-Romeu
2023,Girona,La Liga,Samuel Sáiz,ESP,MF,31,1991,2.7,2,2,1,50,0.75,0.37,0,0,26.2,0,2,2,1.7,0.1,0.05,0.3,-0.1,https://fbref.com/en/players/13e0eb29/Samuel-Saiz
2023,Girona,La Liga,Cristhian Stuani,URU,FW,35,1986,12.1,9,29,15,51.7,2.39,1.24,0.14,0.27,13,0,5,6,9.7,5,0.17,-0.7,-1,https://fbref.com/en/players/220c11f1/Cristhian-Stuani
2023,Girona,La Liga,Ramón Terrats,ESP,MF,21,2000,2.4,0,4,0,0,1.7,0,0,NA,25.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/f36016a5/Ramon-Terrats
2023,Girona,La Liga,Viktor Tsyhankov,UKR,MF,24,1997,16.5,3,19,9,47.4,1.15,0.54,0.16,0.33,18,0,0,0,2.8,2.8,0.15,0.2,0.2,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov
2023,Girona,La Liga,Oscar Ureña,DOM,MF,19,2003,1.1,0,1,1,100,0.9,0.9,0,0,16.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2,https://fbref.com/en/players/2dd7e29d/Oscar-Urena
2023,Girona,La Liga,Manu Vallejo,ESP,"FW,MF",25,1997,2.3,0,1,1,100,0.44,0.44,0,0,12.6,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/0bc4e720/Manu-Vallejo
2023,Girona,La Liga,Toni Villa,ESP,"MF,FW",27,1995,9.9,1,17,3,17.6,1.71,0.3,0.06,0.33,22.4,0,0,0,1,1,0.06,0,0,https://fbref.com/en/players/636eae97/Toni-Villa
2023,Mallorca,La Liga,Amath,SEN,"MF,FW",26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14,0,0,0,2.7,2.7,0.12,-0.7,-0.7,https://fbref.com/en/players/f3b1d9a2/Amath
2023,Mallorca,La Liga,Josep Antoni Gayá,ESP,"DF,MF",22,2000,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya
2023,Mallorca,La Liga,Ludwig Augustinsson,SWE,DF,28,1994,1.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson
2023,Mallorca,La Liga,Iddrisu Baba,GHA,"MF,DF",26,1996,18.9,0,12,2,16.7,0.63,0.11,0,0,24,0,0,0,0.6,0.6,0.05,-0.6,-0.6,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2023,Mallorca,La Liga,Rodrigo Battaglia,ARG,MF,31,1991,7.6,0,2,0,0,0.26,0,0,NA,18,0,0,0,0.2,0.2,0.08,-0.2,-0.2,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia
2023,Mallorca,La Liga,Copete,ESP,DF,22,1999,24.5,1,6,1,16.7,0.24,0.04,0.17,1,7.8,0,0,0,1,0.5,0.09,0,0.5,https://fbref.com/en/players/0f26ffd7/Copete
2023,Mallorca,La Liga,Jaume Costa,ESP,DF,34,1988,28.9,0,11,6,54.5,0.38,0.21,0,0,15.7,0,0,0,1,1,0.09,-1,-1,https://fbref.com/en/players/808d48f3/Jaume-Costa
2023,Mallorca,La Liga,Braian Cufré,ARG,DF,25,1996,2.4,0,3,0,0,1.23,0,0,NA,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/192c89a6/Braian-Cufre
2023,Mallorca,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,28,1993,27.2,0,10,2,20,0.37,0.07,0,0,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2023,Mallorca,La Liga,Giovanni González,URU,DF,27,1994,10.3,0,4,0,0,0.39,0,0,NA,19,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2023,Mallorca,La Liga,Dominik Greif,SVK,GK,25,1997,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2023,Mallorca,La Liga,Clément Grenier,FRA,MF,31,1991,8,0,3,2,66.7,0.38,0.25,0,0,23.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2,https://fbref.com/en/players/8b298f56/Clement-Grenier
2023,Mallorca,La Liga,Dennis Hadzikadunic,BIH,DF,24,1998,6.8,0,5,1,20,0.73,0.15,0,0,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,https://fbref.com/en/players/82cfae2a/Dennis-Hadzikadunic
2023,Mallorca,La Liga,Lago Junior,CIV,"FW,MF",31,1990,0.6,0,2,1,50,3.46,1.73,0,0,17.4,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/360d70f8/Lago-Junior
2023,Mallorca,La Liga,Tino Kadewere,ZIM,"FW,MF",26,1996,6,1,19,6,31.6,3.15,1,0.05,0.17,18.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,https://fbref.com/en/players/7d08063d/Tino-Kadewere
2023,Mallorca,La Liga,Lee Kang-in,KOR,"MF,FW",21,2001,31.4,6,46,14,30.4,1.47,0.45,0.13,0.43,20,7,0,0,5.4,5.4,0.12,0.6,0.6,https://fbref.com/en/players/8455ad90/Lee-Kang-in
2023,Mallorca,La Liga,Javier Llabrés,ESP,FW,19,2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2023,Mallorca,La Liga,Pablo Maffeo,ESP,DF,25,1997,33.1,2,21,4,19,0.64,0.12,0.1,0.5,17.4,0,0,0,1.8,1.8,0.08,0.2,0.2,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2023,Mallorca,La Liga,Manu Morlanes,ESP,MF,23,1999,7.8,1,7,2,28.6,0.89,0.25,0.14,0.5,22.1,0,0,0,0.3,0.3,0.04,0.7,0.7,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2023,Mallorca,La Liga,Vedat Muriqi,KVX,FW,28,1994,32.6,15,71,25,35.2,2.18,0.77,0.15,0.44,15.3,0,4,5,12.5,8.6,0.12,2.5,2.4,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2023,Mallorca,La Liga,Matija Nastasić,SRB,DF,29,1993,10.1,1,4,2,50,0.4,0.2,0.25,0.5,12.2,0,0,0,0.5,0.5,0.13,0.5,0.5,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2023,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",29,1992,4.6,1,6,4,66.7,1.3,0.87,0.17,0.25,13.9,0,0,0,0.7,0.7,0.12,0.3,0.3,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2023,Mallorca,La Liga,Rubén Quintanilla,ESP,DF,20,2002,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/2f456b86/Ruben-Quintanilla
2023,Mallorca,La Liga,Antonio Raillo,ESP,DF,30,1991,30.7,2,13,5,38.5,0.42,0.16,0.15,0.4,13.9,0,0,0,0.6,0.6,0.05,1.4,1.4,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2023,Mallorca,La Liga,Predrag Rajković,SRB,GK,26,1995,36,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2023,Mallorca,La Liga,Ángel Rodríguez,ESP,"FW,MF",35,1987,4.4,1,13,6,46.2,2.97,1.37,0.08,0.17,13.1,0,0,0,2.8,2.8,0.21,-1.8,-1.8,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez
2023,Mallorca,La Liga,Dani Rodríguez,ESP,MF,34,1988,23.3,3,25,10,40,1.07,0.43,0.12,0.3,17.9,0,0,0,2.4,2.4,0.1,0.6,0.6,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2023,Mallorca,La Liga,Leo Román,ESP,GK,22,2000,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/924ff27e/Leo-Roman
2023,Mallorca,La Liga,Franco Russo,ARG,DF,27,1994,1.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/b75ac54b/Franco-Russo
2023,Mallorca,La Liga,Antonio Sánchez,ESP,"MF,DF",25,1997,12,0,12,5,41.7,1,0.42,0,0,22.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2023,Mallorca,La Liga,Martin Valjent,SVK,DF,26,1995,29.5,0,6,2,33.3,0.2,0.07,0,0,21.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2023,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",28,1994,19,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2,2,3,7,4.7,0.07,1,1.3,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2023,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",25,1997,14.6,1,17,6,35.3,1.17,0.41,0.06,0.17,15.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,https://fbref.com/en/players/aad53e64/Kike-Barja
2023,Osasuna,La Liga,Iker Benito,ESP,"FW,MF",19,2002,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/50cbc806/Iker-Benito
2023,Osasuna,La Liga,Darko Brašanac,SRB,MF,30,1992,11.6,1,11,4,36.4,0.95,0.35,0.09,0.25,12.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2023,Osasuna,La Liga,Ante Budimir,CRO,FW,31,1991,20,8,58,21,36.2,2.9,1.05,0.14,0.38,11.6,0,0,0,7.6,7.6,0.13,0.4,0.4,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2023,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,30,1992,22.9,0,2,0,0,0.09,0,0,NA,16,0,0,0,0.2,0.2,0.12,-0.2,-0.2,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2023,Osasuna,La Liga,Abde Ezzalzouli,MAR,"FW,MF",20,2001,16.7,4,40,16,40,2.39,0.96,0.1,0.25,19.1,2,0,0,2.7,2.7,0.07,1.3,1.3,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2023,Osasuna,La Liga,Aitor Fernández,ESP,GK,31,1991,21,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2023,Osasuna,La Liga,David García,ESP,DF,28,1994,29.8,2,15,3,20,0.5,0.1,0.13,0.67,10.2,0,0,0,0.7,0.7,0.05,1.3,1.3,https://fbref.com/en/players/3e42f707/David-Garcia
2023,Osasuna,La Liga,Rubén García,ESP,"FW,MF",29,1993,12.9,2,20,4,20,1.55,0.31,0.1,0.5,19.1,1,0,0,1.8,1.8,0.09,0.2,0.2,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2023,Osasuna,La Liga,Unai García,ESP,DF,30,1992,19,0,5,2,40,0.26,0.11,0,0,12.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2023,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",28,1994,27.3,3,19,9,47.4,0.7,0.33,0.16,0.33,21,0,0,0,1.8,1.8,0.09,1.2,1.2,https://fbref.com/en/players/5a626448/Moi-Gomez
2023,Osasuna,La Liga,Aridane Hernández,ESP,DF,33,1989,19.9,0,5,1,20,0.25,0.05,0,0,11,0,0,0,0.2,0.2,0.04,-0.2,-0.2,https://fbref.com/en/players/132ac341/Aridane-Hernandez
2023,Osasuna,La Liga,Jorge Herrando,ESP,DF,21,2001,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2023,Osasuna,La Liga,Sergio Herrera,ESP,GK,29,1993,17,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2023,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,23,1998,11.8,0,20,6,30,1.69,0.51,0,0,22.4,0,0,0,1.3,1.3,0.06,-1.3,-1.3,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2023,Osasuna,La Liga,Kiké,ESP,FW,32,1989,11.3,2,41,11,26.8,3.61,0.97,0.02,0.09,16.4,0,1,1,4.4,3.6,0.09,-2.4,-2.6,https://fbref.com/en/players/e897d8ba/Kike
2023,Osasuna,La Liga,Jon Moncayola,ESP,"MF,DF",24,1998,27.2,1,36,9,25,1.32,0.33,0.03,0.11,25.3,0,0,0,2,2,0.06,-1,-1,https://fbref.com/en/players/9939e168/Jon-Moncayola
2023,Osasuna,La Liga,Diego Moreno,ESP,DF,21,2001,7.1,0,5,1,20,0.71,0.14,0,0,20.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,https://fbref.com/en/players/a21417e2/Diego-Moreno
2023,Osasuna,La Liga,Iker Muñoz,ESP,MF,19,2002,2.8,0,2,1,50,0.71,0.35,0,0,28.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/175ece4c/Iker-Munoz
2023,Osasuna,La Liga,Aimar Oroz,ESP,"MF,FW",20,2001,22.4,3,22,7,31.8,0.98,0.31,0.09,0.29,17.2,2,1,1,3.6,2.8,0.13,-0.6,-0.8,https://fbref.com/en/players/7c363088/Aimar-Oroz
2023,Osasuna,La Liga,Rubén Peña,ESP,"DF,MF",31,1991,14.2,0,12,2,16.7,0.85,0.14,0,0,22.6,0,0,0,1.2,1.2,0.1,-1.2,-1.2,https://fbref.com/en/players/1f079188/Ruben-Pena
2023,Osasuna,La Liga,Manu Sánchez,ESP,DF,21,2000,23.6,0,10,3,30,0.42,0.13,0,0,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez
2023,Osasuna,La Liga,Roberto Torres,ESP,"FW,MF",33,1989,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d733aa38/Roberto-Torres
2023,Osasuna,La Liga,Lucas Torró,ESP,MF,28,1994,27.5,1,28,4,14.3,1.02,0.15,0.04,0.25,24.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2023,Osasuna,La Liga,Nacho Vidal,ESP,DF,27,1995,13.9,0,9,2,22.2,0.65,0.14,0,0,19.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2023,Rayo Vallecano,La Liga,Iván Balliu,ALB,DF,30,1992,35.9,0,6,1,16.7,0.17,0.03,0,0,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,https://fbref.com/en/players/cee88597/Ivan-Balliu
2023,Rayo Vallecano,La Liga,Bebé,CPV,FW,32,1990,0.7,0,4,0,0,6,0,0,NA,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,https://fbref.com/en/players/d8712bf9/Bebe
2023,Rayo Vallecano,La Liga,Sergio Camello,ESP,FW,21,2001,26.7,6,76,19,25,2.85,0.71,0.08,0.32,16,0,0,0,7.3,7.3,0.1,-1.3,-1.3,https://fbref.com/en/players/873619c6/Sergio-Camello
2023,Rayo Vallecano,La Liga,Catena,ESP,DF,27,1994,34.5,1,14,5,35.7,0.41,0.15,0.07,0.2,8.9,0,0,0,1.4,1.4,0.1,-0.4,-0.4,https://fbref.com/en/players/274ab13c/Catena
2023,Rayo Vallecano,La Liga,Pep Chavarría,ESP,"FW,MF",24,1998,4.1,0,2,0,0,0.49,0,0,NA,18.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/63c5e56b/Pep-Chavarria
2023,Rayo Vallecano,La Liga,Pathé Ciss,SEN,"MF,DF",28,1994,14.2,1,20,5,25,1.4,0.35,0.05,0.2,18.8,0,0,0,2.6,2.6,0.13,-1.6,-1.6,https://fbref.com/en/players/9a0408b6/Pathe-Ciss
2023,Rayo Vallecano,La Liga,Santi Comesaña,ESP,MF,25,1996,27.2,3,25,7,28,0.92,0.26,0.12,0.43,16.2,0,0,0,2.5,2.5,0.11,0.5,0.5,https://fbref.com/en/players/5ae499d0/Santi-Comesana
2023,Rayo Vallecano,La Liga,Stole Dimitrievski,MKD,GK,28,1993,36.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski
2023,Rayo Vallecano,La Liga,Radamel Falcao,COL,"FW,MF",36,1986,6.8,2,20,4,20,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.1,-0.9,-1.1,https://fbref.com/en/players/66116290/Radamel-Falcao
2023,Rayo Vallecano,La Liga,Álvaro García,ESP,"FW,MF",29,1992,31.9,5,52,21,40.4,1.63,0.66,0.1,0.24,17.7,0,0,0,3.6,3.6,0.07,1.4,1.4,https://fbref.com/en/players/90bbd822/Alvaro-Garcia
2023,Rayo Vallecano,La Liga,Fran Garcia,ESP,DF,22,1999,37.9,2,30,11,36.7,0.79,0.29,0.07,0.18,27.9,0,0,0,1.2,1.2,0.04,0.8,0.8,https://fbref.com/en/players/7226539b/Fran-Garcia
2023,Rayo Vallecano,La Liga,Mario Hernández,ESP,DF,23,1999,1.1,0,2,0,0,1.75,0,0,NA,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/90162357/Mario-Hernandez
2023,Rayo Vallecano,La Liga,Florian Lejeune,FRA,DF,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.1,0.29,28,18,0,0,2.8,2.8,0.07,1.2,1.2,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune
2023,Rayo Vallecano,La Liga,Diego López,ESP,GK,40,1981,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/73683fa9/Diego-Lopez
2023,Rayo Vallecano,La Liga,Unai López,ESP,MF,26,1995,13.9,1,26,10,38.5,1.87,0.72,0.04,0.1,26.5,2,0,0,1.3,1.3,0.05,-0.3,-0.3,https://fbref.com/en/players/88050721/Unai-Lopez
2023,Rayo Vallecano,La Liga,Andrés Martín,ESP,"FW,MF",23,1999,2.3,0,4,2,50,1.76,0.88,0,0,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,https://fbref.com/en/players/2ae30661/Andres-Martin
2023,Rayo Vallecano,La Liga,Diego Méndez,ESP,MF,18,2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/b151a3f2/Diego-Mendez
2023,Rayo Vallecano,La Liga,Abdul Mumin,GHA,DF,24,1998,10.2,0,6,1,16.7,0.59,0.1,0,0,11.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,https://fbref.com/en/players/5487adcd/Abdul-Mumin
2023,Rayo Vallecano,La Liga,Pablo Muñoz,ESP,MF,18,2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/44e8521b/Pablo-Munoz
2023,Rayo Vallecano,La Liga,Randy Nteka,ANG,"FW,MF",24,1997,1.3,0,4,0,0,3.1,0,0,NA,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/a6103274/Randy-Nteka
2023,Rayo Vallecano,La Liga,Isaac Palazón Camacho,ESP,"FW,MF",27,1994,32.9,9,91,22,24.2,2.76,0.67,0.09,0.36,24.6,3,1,3,7.7,5.3,0.06,1.3,2.7,https://fbref.com/en/players/49dbab27/Isaac-Palazon-Camacho
2023,Rayo Vallecano,La Liga,José Pozo,ESP,"MF,FW",26,1996,1,0,1,0,0,1.02,0,0,NA,20.9,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/fc8b614b/Jose-Pozo
2023,Rayo Vallecano,La Liga,Salvi,ESP,"FW,MF",31,1991,5.4,0,9,3,33.3,1.65,0.55,0,0,17.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,https://fbref.com/en/players/405f267a/Salvi
2023,Rayo Vallecano,La Liga,Esteban Saveljich,MNE,FW,31,1991,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/79f2a5f5/Esteban-Saveljich
2023,Rayo Vallecano,La Liga,Mario Suárez,ESP,"MF,DF",35,1987,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/7106f0a0/Mario-Suarez
2023,Rayo Vallecano,La Liga,Raúl de Tomás,ESP,FW,27,1994,8.9,4,41,14,34.1,4.58,1.57,0.07,0.21,20.6,1,1,2,5.1,3.5,0.09,-1.1,-0.5,https://fbref.com/en/players/02ef8778/Raul-de-Tomas
2023,Rayo Vallecano,La Liga,Óscar Trejo,ARG,"MF,FW",34,1988,23.8,3,23,6,26.1,0.97,0.25,0.09,0.33,18.6,0,1,2,3.4,1.8,0.08,-0.4,0.2,https://fbref.com/en/players/fc647b34/Oscar-Trejo
2023,Rayo Vallecano,La Liga,Óscar Valentín,ESP,MF,27,1994,28.4,0,13,1,7.7,0.46,0.04,0,0,23.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,https://fbref.com/en/players/592f3158/Oscar-Valentin
2023,Real Madrid,La Liga,David Alaba,AUT,DF,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06,0.2,0.2,https://fbref.com/en/players/05439de2/David-Alaba
2023,Real Madrid,La Liga,Sergio Arribas,ESP,"MF,FW",20,2001,0.2,0,1,0,0,4.74,0,0,NA,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,https://fbref.com/en/players/1e465e70/Sergio-Arribas
