Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url
2024,Granada,La Liga,André Ferreira,POR,GK,27,1996,14.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/12c6cbef/Andre-Ferreira
2024,Granada,La Liga,Gerard Gumbau,ESP,MF,28,1994,29.7,0,45,9,20,1.51,0.3,0,0,28.3,8,0,0,1.8,1.8,0.04,-1.8,-1.8,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2024,Granada,La Liga,Martin Hongla,CMR,"MF,DF",25,1998,6.2,0,3,1,33.3,0.48,0.16,0,0,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/b85bf253/Martin-Hongla
2024,Granada,La Liga,Kamil Jóźwiak,POL,MF,25,1998,6.3,0,4,1,25,0.63,0.16,0,0,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/bd4e3824/Kamil-Jozwiak
2024,Granada,La Liga,Wilson Manafá,POR,"DF,MF",29,1994,2.7,0,1,0,0,0.37,0,0,NA,29.4,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/e27fdbca/Wilson-Manafa
2024,Granada,La Liga,Faitout Maouassa,FRA,"DF,MF",25,1998,2.5,0,5,0,0,1.97,0,0,NA,20,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/e54a9890/Faitout-Maouassa
2024,Granada,La Liga,Marc Martínez,ESP,GK,33,1990,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/3496ff67/Marc-Martinez
2024,Granada,La Liga,Óscar Melendo,ESP,"MF,FW",25,1997,12.5,0,6,2,33.3,0.48,0.16,0,0,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,https://fbref.com/en/players/379652be/Oscar-Melendo
2024,Granada,La Liga,Bruno Méndez,URU,DF,23,1999,14.8,2,8,4,50,0.54,0.27,0.25,0.5,15.8,0,0,0,0.6,0.6,0.08,1.4,1.4,https://fbref.com/en/players/66017b9d/Bruno-Mendez
2024,Granada,La Liga,Ignasi Miquel,ESP,DF,30,1992,33.2,1,22,8,36.4,0.66,0.24,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4,https://fbref.com/en/players/174f09a6/Ignasi-Miquel
2024,Granada,La Liga,Carlos Neva,ESP,DF,27,1996,35,0,4,0,0,0.11,0,0,NA,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/8d47bb39/Carlos-Neva
2024,Granada,La Liga,Samu Omorodion,ESP,FW,19,2004,0.9,1,3,2,66.7,3.38,2.25,0.33,0.5,8.6,0,0,0,0.7,0.7,0.23,0.3,0.3,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Granada,La Liga,Facundo Pellistri,URU,"MF,FW",21,2001,13.7,2,17,6,35.3,1.24,0.44,0.12,0.33,14.5,0,0,0,2.5,2.5,0.14,-0.5,-0.5,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri
2024,Granada,La Liga,Alberto Perea,ESP,"MF,FW",32,1990,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea
2024,Granada,La Liga,Njegoš Petrović,SRB,"MF,FW",24,1999,1.7,0,2,1,50,1.15,0.57,0,0,31.9,1,0,0,0,0,0.02,0,0,https://fbref.com/en/players/0cb29e91/Njegos-Petrovic
2024,Granada,La Liga,Kamil Piątkowski,POL,DF,23,2000,5.6,0,4,2,50,0.71,0.36,0,0,7.3,0,0,0,0.8,0.8,0.2,-0.8,-0.8,https://fbref.com/en/players/2cf496fb/Kamil-Piatkowski
2024,Granada,La Liga,Antonio Puertas,ESP,"MF,FW",31,1992,8.1,0,17,4,23.5,2.1,0.49,0,0,16,0,0,2,3.2,1.6,0.09,-3.2,-1.6,https://fbref.com/en/players/c77a8043/Antonio-Puertas
2024,Granada,La Liga,Sergio Rodelas,ESP,"FW,DF",18,2004,1.4,0,2,0,0,1.48,0,0,NA,27.3,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/2c9e6bc3/Sergio-Rodelas
2024,Granada,La Liga,Sergio Ruiz,ESP,MF,28,1994,27.7,0,13,1,7.7,0.47,0.04,0,0,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,https://fbref.com/en/players/1f423a54/Sergio-Ruiz
2024,Granada,La Liga,Pablo Saenz,ESP,MF,22,2001,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/2f9ef1a8/Pablo-Saenz
2024,Granada,La Liga,Ricard Sánchez,ESP,DF,23,2000,25.5,3,14,5,35.7,0.55,0.2,0.21,0.6,19,0,0,0,1,1,0.07,2,2,https://fbref.com/en/players/fce521d7/Ricard-Sanchez
2024,Granada,La Liga,Alberto Soro,ESP,MF,24,1999,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/452c3055/Alberto-Soro
2024,Granada,La Liga,Raúl Torrente,ESP,DF,21,2001,13.9,0,3,0,0,0.22,0,0,NA,14.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/4d753a3f/Raul-Torrente
2024,Granada,La Liga,Myrto Uzuni,ALB,FW,28,1995,27.2,11,58,24,41.4,2.13,0.88,0.12,0.29,17.9,2,4,5,12.9,9,0.16,-1.9,-2,https://fbref.com/en/players/01da7812/Myrto-Uzuni
2024,Granada,La Liga,Jesús Vallejo,ESP,DF,26,1997,1.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/c2111b45/Jesus-Vallejo
2024,Granada,La Liga,Gonzalo Villar,ESP,MF,25,1998,20,1,22,4,18.2,1.1,0.2,0.05,0.25,22.5,0,0,0,1.9,1.9,0.08,-0.9,-0.9,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
2024,Granada,La Liga,Shon Weissman,ISR,FW,27,1996,0.9,0,1,0,0,1.1,0,0,NA,13.1,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/379dc075/Shon-Weissman
2024,Granada,La Liga,Bryan Zaragoza,ESP,"MF,FW",22,2001,18.2,6,33,18,54.5,1.81,0.99,0.15,0.28,17.7,1,1,1,3.8,3,0.09,2.2,2,https://fbref.com/en/players/a96103b2/Bryan-Zaragoza
2024,Las Palmas,La Liga,Julian Araujo,MEX,DF,21,2001,16.2,1,7,2,28.6,0.43,0.12,0.14,0.5,20.5,0,0,0,0.7,0.7,0.1,0.3,0.3,https://fbref.com/en/players/8f4541c2/Julian-Araujo
2024,Las Palmas,La Liga,José Campaña,ESP,MF,30,1993,1.9,0,1,0,0,0.53,0,0,NA,28.8,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/61220da2/Jose-Campana
2024,Las Palmas,La Liga,Marc Cardona,ESP,FW,28,1995,8.2,4,21,10,47.6,2.56,1.22,0.14,0.3,14.3,0,1,1,4.2,3.5,0.16,-0.2,-0.5,https://fbref.com/en/players/b92b456a/Marc-Cardona
2024,Las Palmas,La Liga,Sergi Cardona,ESP,DF,24,1999,31.3,1,26,5,19.2,0.83,0.16,0.04,0.2,13.9,0,0,0,2.7,2.7,0.1,-1.7,-1.7,https://fbref.com/en/players/74e90475/Sergi-Cardona
2024,Las Palmas,La Liga,Saúl Coco,EQG,DF,24,1999,25.5,1,20,4,20,0.78,0.16,0.05,0.25,25.6,8,0,0,1.1,1.1,0.05,-0.1,-0.1,https://fbref.com/en/players/d0ee1652/Saul-Coco
2024,Las Palmas,La Liga,Eric Curbelo,ESP,"DF,MF",29,1994,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/34e39a18/Eric-Curbelo
2024,Las Palmas,La Liga,Aarón Escandell,ESP,GK,27,1995,1.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/67669ce7/Aaron-Escandell
2024,Las Palmas,La Liga,Fabio González,ESP,MF,26,1997,1.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/5418d47c/Fabio-Gonzalez
2024,Las Palmas,La Liga,Iñaki González,ESP,MF,19,2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/63787ec5/Inaki-Gonzalez
2024,Las Palmas,La Liga,Munir El Haddadi,MAR,FW,27,1995,27.2,3,42,11,26.2,1.54,0.4,0.07,0.27,16.7,3,0,1,4.3,3.5,0.08,-1.3,-0.5,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2024,Las Palmas,La Liga,Cristian Herrera,ESP,"FW,MF",32,1991,1.8,1,1,1,100,0.54,0.54,1,1,3.8,0,0,0,0.9,0.9,0.87,0.1,0.1,https://fbref.com/en/players/f814e5d3/Cristian-Herrera
2024,Las Palmas,La Liga,Juan Herzog,ESP,DF,20,2003,3.2,2,3,3,100,0.92,0.92,0.67,0.67,6.2,0,0,0,0.7,0.7,0.23,1.3,1.3,https://fbref.com/en/players/3a18abe2/Juan-Herzog
2024,Las Palmas,La Liga,Sory Kaba,GUI,FW,28,1995,8,1,13,1,7.7,1.62,0.12,0.08,1,17.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,https://fbref.com/en/players/d29202c2/Sory-Kaba
2024,Las Palmas,La Liga,Álvaro Lemos,ESP,DF,30,1993,2.8,0,1,0,0,0.36,0,0,NA,29.3,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos
2024,Las Palmas,La Liga,Enzo Loiodice,FRA,MF,22,2000,19.9,0,16,6,37.5,0.8,0.3,0,0,23.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice
2024,Las Palmas,La Liga,Mika Màrmol,ESP,DF,21,2002,35.3,0,3,0,0,0.08,0,0,NA,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/e7630876/Mika-Marmol
2024,Las Palmas,La Liga,Marvin,ESP,"FW,DF",23,2000,20.6,0,14,3,21.4,0.68,0.15,0,0,17.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,https://fbref.com/en/players/efaefda0/Marvin
2024,Las Palmas,La Liga,Omenuke Mfulu,COD,"MF,FW",29,1994,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/bdc14559/Omenuke-Mfulu
2024,Las Palmas,La Liga,Alberto Moleiro,ESP,"FW,MF",19,2003,20,3,33,10,30.3,1.65,0.5,0.09,0.3,20,0,0,0,2,2,0.06,1,1,https://fbref.com/en/players/c2c8897d/Alberto-Moleiro
2024,Las Palmas,La Liga,Javier Muñoz,ESP,MF,28,1995,29.3,2,38,9,23.7,1.3,0.31,0.05,0.22,21,0,0,0,2.5,2.5,0.07,-0.5,-0.5,https://fbref.com/en/players/ec7c84c2/Javier-Munoz
2024,Las Palmas,La Liga,Pejiño,ESP,FW,27,1996,5.6,2,17,8,47.1,3.04,1.43,0.12,0.25,22.2,0,0,0,1.3,1.3,0.08,0.7,0.7,https://fbref.com/en/players/8c4e56cb/Pejino
2024,Las Palmas,La Liga,Máximo Perrone,ARG,MF,20,2003,18,0,7,3,42.9,0.39,0.17,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/53552942/Maximo-Perrone
2024,Las Palmas,La Liga,Benito Ramírez,ESP,"FW,MF",28,1995,4.3,1,10,3,30,2.34,0.7,0.1,0.33,22.5,1,0,0,0.4,0.4,0.04,0.6,0.6,https://fbref.com/en/players/db714daf/Benito-Ramirez
2024,Las Palmas,La Liga,Sandro Ramírez,ESP,FW,28,1995,20.1,1,51,18,35.3,2.54,0.9,0.02,0.06,21.7,5,0,1,3.7,3,0.06,-2.7,-2,https://fbref.com/en/players/833fb62e/Sandro-Ramirez
2024,Las Palmas,La Liga,Kirian Rodríguez,ESP,MF,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2,0,0,2.1,2.1,0.05,3.9,3.9,https://fbref.com/en/players/9b130479/Kirian-Rodriguez
2024,Las Palmas,La Liga,Daley Sinkgraven,NED,DF,28,1995,4.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/73000a79/Daley-Sinkgraven
2024,Las Palmas,La Liga,Álex Suárez,ESP,DF,30,1993,28.5,2,7,5,71.4,0.25,0.18,0.29,0.4,9.9,0,0,0,1.2,1.2,0.22,0.8,0.8,https://fbref.com/en/players/9c137b36/Alex-Suarez
2024,Las Palmas,La Liga,Álvaro Vallés,ESP,GK,26,1997,36.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/0166a73e/Alvaro-Valles
2024,Las Palmas,La Liga,Jonathan Viera,ESP,"MF,FW",33,1989,6.9,2,12,4,33.3,1.75,0.58,0,0,24,2,2,2,2.3,0.7,0.06,-0.3,-0.7,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Mallorca,La Liga,Amath,SEN,"FW,MF",27,1996,4.4,0,12,2,16.7,2.74,0.46,0,0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,https://fbref.com/en/players/f3b1d9a2/Amath
2024,Mallorca,La Liga,Copete,ESP,DF,23,1999,14.8,1,7,1,14.3,0.47,0.07,0.14,1,13.4,0,0,0,0.5,0.5,0.08,0.5,0.5,https://fbref.com/en/players/0f26ffd7/Copete
2024,Mallorca,La Liga,Jaume Costa,ESP,DF,35,1988,18.7,0,6,2,33.3,0.32,0.11,0,0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,https://fbref.com/en/players/808d48f3/Jaume-Costa
2024,Mallorca,La Liga,Samu Costa,POR,MF,22,2000,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,https://fbref.com/en/players/76c2a023/Samu-Costa
2024,Mallorca,La Liga,Iván Cuéllar,ESP,GK,39,1984,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/75751c99/Ivan-Cuellar
2024,Mallorca,La Liga,Sergi Darder,ESP,MF,29,1993,24,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,https://fbref.com/en/players/070a3904/Sergi-Darder
2024,Mallorca,La Liga,Giovanni González,URU,DF,28,1994,27.4,1,14,4,28.6,0.51,0.15,0.07,0.25,21.3,0,0,0,0.5,0.5,0.03,0.5,0.5,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2024,Mallorca,La Liga,Dominik Greif,SVK,GK,26,1997,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2024,Mallorca,La Liga,Cyle Larin,CAN,FW,28,1995,20.3,3,69,25,36.2,3.41,1.23,0.04,0.12,12.7,0,0,0,9,9,0.13,-6,-6,https://fbref.com/en/players/e7af9060/Cyle-Larin
2024,Mallorca,La Liga,Toni Lato,ESP,DF,25,1997,17.2,0,5,1,20,0.29,0.06,0,0,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/8e088e04/Toni-Lato
2024,Mallorca,La Liga,Javier Llabrés,ESP,"MF,FW",20,2002,2.7,1,9,4,44.4,3.28,1.46,0.11,0.25,19.9,0,0,0,0.7,0.7,0.08,0.3,0.3,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2024,Mallorca,La Liga,Pablo Maffeo,ESP,DF,26,1997,16.2,1,11,4,36.4,0.68,0.25,0.09,0.25,23.3,0,0,0,0.8,0.8,0.07,0.2,0.2,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2024,Mallorca,La Liga,Omar Mascarell,EQG,MF,30,1993,17.5,0,6,0,0,0.34,0,0,NA,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2024,Mallorca,La Liga,Manu Morlanes,ESP,MF,24,1999,17.9,0,11,4,36.4,0.61,0.22,0,0,16.3,0,0,0,1,1,0.1,-1,-1,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2024,Mallorca,La Liga,Vedat Muriqi,KVX,FW,29,1994,25.9,7,62,21,33.9,2.4,0.81,0.1,0.29,14.1,0,1,3,10.4,8,0.13,-3.4,-2,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2024,Mallorca,La Liga,Matija Nastasić,SRB,DF,30,1993,25.1,2,8,2,25,0.32,0.08,0.25,1,10.2,0,0,0,1,1,0.13,1,1,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2024,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",30,1992,14.1,6,33,14,42.4,2.34,0.99,0.18,0.43,14.8,2,0,0,3.2,3.2,0.1,2.8,2.8,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2024,Mallorca,La Liga,Nemanja Radonjić,SRB,"MF,DF",27,1996,3.9,0,10,7,70,2.55,1.78,0,0,17.5,0,0,0,1.6,1.6,0.16,-1.6,-1.6,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2024,Mallorca,La Liga,Antonio Raillo,ESP,DF,31,1991,24.4,3,29,9,31,1.19,0.37,0.1,0.33,17.3,0,0,0,1.4,1.4,0.05,1.6,1.6,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2024,Mallorca,La Liga,Predrag Rajković,SRB,GK,27,1995,36,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2024,Mallorca,La Liga,Dani Rodríguez,ESP,MF,35,1988,29.1,2,27,4,14.8,0.93,0.14,0.07,0.5,19.8,0,0,0,1.4,1.4,0.05,0.6,0.6,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2024,Mallorca,La Liga,Antonio Sánchez,ESP,MF,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,20.1,0,0,0,2.5,2.5,0.11,0.5,0.5,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2024,Mallorca,La Liga,Martin Valjent,SVK,DF,27,1995,26.1,0,9,0,0,0.34,0,0,NA,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2024,Mallorca,La Liga,Siebe Van Der Heyden,BEL,DF,25,1998,3.2,0,2,0,0,0.63,0,0,NA,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,https://fbref.com/en/players/cf9bdd43/Siebe-Van-Der-Heyden
2024,Mallorca,La Liga,Nacho Vidal,ESP,DF,28,1995,4.6,0,8,3,37.5,1.73,0.65,0,0,12.3,0,0,0,1,1,0.13,-1,-1,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Osasuna,La Liga,Jesús Areso,ESP,DF,24,1999,29.6,1,9,2,22.2,0.3,0.07,0.11,0.5,27.1,0,0,0,0.2,0.2,0.02,0.8,0.8,https://fbref.com/en/players/94e01ec6/Jesus-Areso
2024,Osasuna,La Liga,Iñigo Arguibide,ESP,DF,18,2005,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide
2024,Osasuna,La Liga,José Arnaiz,ESP,"FW,MF",28,1995,10.3,2,29,9,31,2.81,0.87,0.07,0.22,22.7,5,0,0,1.7,1.7,0.06,0.3,0.3,https://fbref.com/en/players/46e07328/Jose-Arnaiz
2024,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",29,1994,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2,2,0.08,-1,-1,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2024,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",26,1997,3.4,0,4,2,50,1.19,0.59,0,0,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/aad53e64/Kike-Barja
2024,Osasuna,La Liga,Darko Brašanac,SRB,MF,31,1992,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2024,Osasuna,La Liga,Ante Budimir,CRO,FW,32,1991,27.1,17,73,31,42.5,2.7,1.15,0.19,0.45,12.8,0,3,4,14.2,11.1,0.15,2.8,2.9,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2024,Osasuna,La Liga,Catena,ESP,DF,28,1994,28.2,1,18,5,27.8,0.64,0.18,0.06,0.2,13.3,1,0,0,1.3,1.3,0.07,-0.3,-0.3,https://fbref.com/en/players/274ab13c/Catena
2024,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,31,1992,18.5,0,3,0,0,0.16,0,0,NA,28.7,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2024,Osasuna,La Liga,Aitor Fernández,ESP,GK,32,1991,6.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2024,Osasuna,La Liga,David García,ESP,DF,29,1994,25.9,0,15,2,13.3,0.58,0.08,0,0,9.8,0,0,0,1,1,0.06,-1,-1,https://fbref.com/en/players/3e42f707/David-Garcia
2024,Osasuna,La Liga,Rubén García,ESP,"FW,MF",30,1993,17.2,3,28,10,35.7,1.63,0.58,0.11,0.3,18,3,0,0,2.3,2.3,0.08,0.7,0.7,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2024,Osasuna,La Liga,Unai García,ESP,DF,31,1992,6.2,1,2,1,50,0.32,0.16,0.5,1,14.4,0,0,0,0.1,0.1,0.06,0.9,0.9,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2024,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",29,1994,22.3,3,19,7,36.8,0.85,0.31,0.16,0.43,21.3,1,0,0,1.7,1.7,0.09,1.3,1.3,https://fbref.com/en/players/5a626448/Moi-Gomez
2024,Osasuna,La Liga,Jorge Herrando,ESP,DF,22,2001,18.3,0,4,0,0,0.22,0,0,NA,14.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2024,Osasuna,La Liga,Sergio Herrera,ESP,GK,30,1993,31.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2024,Osasuna,La Liga,Xabier Huarte Armendáriz,ESP,MF,22,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e83e8928/Xabier-Huarte-Armendariz
2024,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,24,1998,12.8,1,27,7,25.9,2.11,0.55,0.04,0.14,18.1,0,0,0,2.3,2.3,0.08,-1.3,-1.3,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2024,Osasuna,La Liga,Johan Mojica,COL,DF,30,1992,22.7,0,17,1,5.9,0.75,0.04,0,0,22.1,2,0,0,1,1,0.06,-1,-1,https://fbref.com/en/players/608f2092/Johan-Mojica
2024,Osasuna,La Liga,Jon Moncayola,ESP,MF,25,1998,20,1,16,5,31.3,0.8,0.25,0.06,0.2,23,0,0,0,0.6,0.6,0.04,0.4,0.4,https://fbref.com/en/players/9939e168/Jon-Moncayola
2024,Osasuna,La Liga,Jorge Moreno,ESP,DF,22,2001,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/1f875ef8/Jorge-Moreno
2024,Osasuna,La Liga,Iker Muñoz,ESP,MF,20,2002,20.6,4,23,6,26.1,1.12,0.29,0.17,0.67,21.6,0,0,0,1.1,1.1,0.05,2.9,2.9,https://fbref.com/en/players/175ece4c/Iker-Munoz
2024,Osasuna,La Liga,Aimar Oroz,ESP,MF,21,2001,26,2,24,5,20.8,0.92,0.19,0.04,0.2,18,1,1,1,3.5,2.8,0.11,-1.5,-1.8,https://fbref.com/en/players/7c363088/Aimar-Oroz
2024,Osasuna,La Liga,Asier Osambela,ESP,MF,19,2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e87c44a9/Asier-Osambela
2024,Osasuna,La Liga,Rubén Peña,ESP,"DF,FW",32,1991,23.2,0,17,5,29.4,0.73,0.22,0,0,21,0,0,0,0.9,0.9,0.05,-0.9,-0.9,https://fbref.com/en/players/1f079188/Ruben-Pena
2024,Osasuna,La Liga,Raúl,ESP,FW,22,2000,15.1,6,33,12,36.4,2.19,0.8,0.18,0.5,11.6,0,0,0,4.9,4.9,0.15,1.1,1.1,https://fbref.com/en/players/18f0a9f0/Raul
2024,Osasuna,La Liga,Max Svensson,ESP,FW,,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/cf603737/Max-Svensson
2024,Osasuna,La Liga,Lucas Torró,ESP,MF,29,1994,19.9,1,30,7,23.3,1.51,0.35,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2024,Osasuna,La Liga,Nacho Vidal,ESP,"DF,FW",28,1995,1.1,1,3,1,33.3,2.81,0.94,0.33,1,12.4,0,0,0,0.3,0.3,0.1,0.7,0.7,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Rayo Vallecano,La Liga,Iván Balliu,ALB,DF,31,1992,31.9,0,11,4,36.4,0.34,0.13,0,0,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,https://fbref.com/en/players/cee88597/Ivan-Balliu
2024,Rayo Vallecano,La Liga,Bebé,CPV,"MF,FW",33,1990,2.4,2,15,4,26.7,6.37,1.7,0.07,0.25,30.2,3,1,1,1.4,0.7,0.04,0.6,0.3,https://fbref.com/en/players/d8712bf9/Bebe
2024,Rayo Vallecano,La Liga,Sergio Camello,ESP,FW,22,2001,18.5,3,33,13,39.4,1.79,0.7,0.09,0.23,15.6,0,0,0,4.5,4.5,0.14,-1.5,-1.5,https://fbref.com/en/players/873619c6/Sergio-Camello
2024,Rayo Vallecano,La Liga,Cárdenas,ESP,GK,26,1997,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e1846dde/Cardenas
2024,Rayo Vallecano,La Liga,Pep Chavarría,ESP,"DF,MF",25,1998,13,1,11,2,18.2,0.85,0.15,0.09,0.5,18.3,0,0,0,1,1,0.09,0,0,https://fbref.com/en/players/63c5e56b/Pep-Chavarria
2024,Rayo Vallecano,La Liga,Pathé Ciss,SEN,MF,29,1994,18.5,1,22,8,36.4,1.19,0.43,0.05,0.13,23.6,0,0,0,1.5,1.5,0.07,-0.5,-0.5,https://fbref.com/en/players/9a0408b6/Pathe-Ciss
