Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Url
2023,Betis,La Liga,Ayoze Pérez,ESP,"FW,MF",29,1993,15.4,391,372,14,2,2,0,7,5,0,0,0,0,308,5,15,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2023,Betis,La Liga,Germán Pezzella,ARG,DF,31,1991,27.9,1312,1253,55,52,1,8,2,3,0,0,0,0,1129,4,7,https://fbref.com/en/players/8c725b43/German-Pezzella
2023,Betis,La Liga,Rodri,ESP,"FW,MF",22,2000,17.8,858,832,19,9,6,5,47,8,2,1,0,0,732,7,22,https://fbref.com/en/players/85bed4ee/Rodri
2023,Betis,La Liga,Guido Rodríguez,ARG,MF,28,1994,31.9,1688,1596,86,84,3,20,9,2,0,0,0,0,1464,6,14,https://fbref.com/en/players/34e393f2/Guido-Rodriguez
2023,Betis,La Liga,Aitor Ruibal,ESP,"DF,FW",26,1996,16.2,841,691,148,18,1,10,31,130,0,0,0,0,647,2,22,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal
2023,Betis,La Liga,Víctor Ruiz,ESP,DF,33,1989,6.2,251,241,9,9,0,2,0,0,0,0,0,0,213,1,0,https://fbref.com/en/players/b3dc6eca/Victor-Ruiz
2023,Betis,La Liga,Youssouf Sabaly,SEN,DF,29,1993,18.7,949,769,176,19,0,1,17,157,0,0,0,0,780,4,25,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly
2023,Betis,La Liga,Rui Silva,POR,GK,28,1994,26,886,562,320,106,1,1,0,0,0,0,0,0,593,4,0,https://fbref.com/en/players/ea83bfa6/Rui-Silva
2023,Celta Vigo,La Liga,Joseph Aidoo,GHA,DF,26,1995,34.7,1766,1710,51,42,0,5,2,8,0,0,0,0,1525,5,13,https://fbref.com/en/players/18abe173/Joseph-Aidoo
2023,Celta Vigo,La Liga,Iago Aspas,ESP,FW,34,1987,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33,https://fbref.com/en/players/7dcf86f6/Iago-Aspas
2023,Celta Vigo,La Liga,Fran Beltrán,ESP,MF,23,1999,31.7,1816,1667,147,88,0,12,51,8,38,18,14,1,1604,2,19,https://fbref.com/en/players/ed5c5fa3/Fran-Beltran
2023,Celta Vigo,La Liga,Franco Cervi,ARG,"MF,DF",28,1994,21,874,771,99,12,1,1,113,43,44,9,27,0,620,4,30,https://fbref.com/en/players/5e1028e5/Franco-Cervi
2023,Celta Vigo,La Liga,Carlos Dominguez,ESP,DF,21,2001,1.2,34,34,0,0,0,0,0,0,0,0,0,0,28,0,1,https://fbref.com/en/players/3521abfe/Carlos-Dominguez
2023,Celta Vigo,La Liga,Pablo Durán,ESP,"MF,DF",21,2001,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0,https://fbref.com/en/players/6db116ec/Pablo-Duran
2023,Celta Vigo,La Liga,Javi Galán,ESP,DF,27,1994,35.1,2039,1600,427,56,2,19,162,344,27,15,7,0,1577,12,47,https://fbref.com/en/players/a4b00319/Javi-Galan
2023,Celta Vigo,La Liga,Luca de la Torre,USA,MF,24,1998,16.5,613,600,5,4,2,2,21,1,0,0,0,0,510,8,19,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre
2023,Celta Vigo,La Liga,Hugo Mallo,ESP,DF,31,1991,24,1427,1187,234,34,1,10,67,200,0,0,0,0,1094,6,29,https://fbref.com/en/players/cb574619/Hugo-Mallo
2023,Celta Vigo,La Liga,Agustín Marchesín,ARG,GK,34,1988,19,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0,https://fbref.com/en/players/853b7c48/Agustin-Marchesin
2023,Celta Vigo,La Liga,Fernando Medrano,ESP,DF,22,2000,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/d854c9d0/Fernando-Medrano
2023,Celta Vigo,La Liga,Óscar Mingueza,ESP,DF,23,1999,14.3,908,751,154,26,3,3,29,128,0,0,0,0,721,3,15,https://fbref.com/en/players/056269d7/Oscar-Mingueza
2023,Celta Vigo,La Liga,Unai Núñez,ESP,DF,25,1997,35,2023,1967,53,49,0,34,3,4,0,0,0,0,1744,3,11,https://fbref.com/en/players/be170419/Unai-Nunez
2023,Celta Vigo,La Liga,Gonçalo Paciência,POR,"FW,MF",27,1994,7.4,168,164,3,0,1,7,6,1,0,0,0,0,98,1,8,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2023,Celta Vigo,La Liga,Carles Pérez,ESP,"MF,FW",24,1998,23.8,689,679,8,1,4,6,36,4,2,2,0,0,564,2,12,https://fbref.com/en/players/a8f21b9f/Carles-Perez
2023,Celta Vigo,La Liga,Óscar Rodríguez Arnaiz,ESP,MF,24,1998,19.7,1057,950,103,54,5,16,83,1,47,11,33,0,833,4,12,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz
2023,Celta Vigo,La Liga,Miguel Rodríguez,ESP,"MF,FW",19,2003,2.8,91,90,1,1,0,0,13,0,0,0,0,0,60,0,5,https://fbref.com/en/players/958d67bb/Miguel-Rodriguez
2023,Celta Vigo,La Liga,Haris Seferović,SUI,FW,30,1992,9.9,218,196,21,0,4,1,21,1,0,0,0,0,134,1,8,https://fbref.com/en/players/a45eac1f/Haris-Seferovic
2023,Celta Vigo,La Liga,Augusto Solari,ARG,MF,30,1992,2.9,125,122,1,0,0,0,3,1,0,0,0,0,94,2,4,https://fbref.com/en/players/3ca6106c/Augusto-Solari
2023,Celta Vigo,La Liga,Hugo Sotelo,ESP,MF,18,2003,0.2,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0,https://fbref.com/en/players/3aa74860/Hugo-Sotelo
2023,Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,FW,22,2000,18.9,339,310,27,3,0,4,4,0,0,0,0,0,232,2,3,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen
2023,Celta Vigo,La Liga,Williot Swedberg,SWE,MF,18,2004,0.6,17,16,1,1,0,0,0,0,0,0,0,0,14,0,0,https://fbref.com/en/players/184fe4b2/Williot-Swedberg
2023,Celta Vigo,La Liga,Renato Tapia,PER,"MF,DF",27,1995,16.1,811,765,43,37,0,20,11,4,1,1,0,0,687,3,4,https://fbref.com/en/players/34269bdf/Renato-Tapia
2023,Celta Vigo,La Liga,Kevin Vázquez,ESP,"DF,MF",29,1993,4.9,234,195,39,3,0,0,7,36,0,0,0,0,173,0,10,https://fbref.com/en/players/ee923664/Kevin-Vazquez
2023,Celta Vigo,La Liga,Gabriel Veiga,ESP,MF,20,2002,25.5,742,705,31,11,6,3,27,7,2,1,1,0,552,6,17,https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga
2023,Celta Vigo,La Liga,Iván Villar,ESP,GK,25,1997,19,599,376,216,59,0,2,0,0,0,0,0,0,414,7,0,https://fbref.com/en/players/cde52ef5/Ivan-Villar
2023,Cádiz,La Liga,Tomás Alarcón,CHI,MF,23,1999,2.5,95,88,7,5,1,3,6,0,2,1,1,0,78,0,0,https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon
2023,Cádiz,La Liga,Rubén Alcaraz,ESP,MF,31,1991,22.7,1046,978,63,44,6,27,44,0,15,9,2,2,827,5,17,https://fbref.com/en/players/036bba5f/Ruben-Alcaraz
2023,Cádiz,La Liga,Iván Alejo,ESP,"MF,FW",27,1995,14.6,392,365,25,5,1,0,108,13,7,2,4,0,219,2,26,https://fbref.com/en/players/3d7e48ce/Ivan-Alejo
2023,Cádiz,La Liga,José Antonio,ESP,"MF,DF",18,2004,0.5,10,9,1,1,0,0,1,0,0,0,0,0,8,0,1,https://fbref.com/en/players/62a583ee/Jose-Antonio
2023,Cádiz,La Liga,Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,226,188,35,7,0,3,14,26,2,1,1,0,150,3,16,https://fbref.com/en/players/759d8dd7/Santiago-Arzamendia
2023,Cádiz,La Liga,Antonio Blanco,ESP,MF,22,2000,1.8,61,61,0,0,0,1,0,0,0,0,0,0,57,0,0,https://fbref.com/en/players/506daeac/Antonio-Blanco
2023,Cádiz,La Liga,Theo Bongonda,COD,"MF,FW",26,1995,21.5,489,437,48,17,2,2,68,7,24,11,3,0,329,4,18,https://fbref.com/en/players/0da6a13e/Theo-Bongonda
2023,Cádiz,La Liga,Cala,ESP,DF,32,1989,1.5,38,33,5,5,0,2,0,0,0,0,0,0,30,0,0,https://fbref.com/en/players/fe05804b/Cala
2023,Cádiz,La Liga,Isaac Carcelen,ESP,DF,29,1993,24.4,961,755,204,37,0,7,73,143,24,5,15,0,747,2,17,https://fbref.com/en/players/c4b888df/Isaac-Carcelen
2023,Cádiz,La Liga,Víctor Chust,ESP,DF,22,2000,10.7,440,412,25,23,0,5,0,2,0,0,0,0,364,3,5,https://fbref.com/en/players/ec1a731e/Victor-Chust
2023,Cádiz,La Liga,Mamady Diarra,MLI,"MF,DF",22,2000,0.7,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,https://fbref.com/en/players/80211dc5/Mamady-Diarra
2023,Cádiz,La Liga,Youba Diarra,MLI,MF,24,1998,1.1,49,49,0,0,1,0,0,0,0,0,0,0,40,0,1,https://fbref.com/en/players/d61759ec/Youba-Diarra
2023,Cádiz,La Liga,Gonzalo Escalante,ARG,MF,29,1993,12.5,433,419,11,6,2,4,4,0,0,0,0,0,325,3,4,https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante
2023,Cádiz,La Liga,Alfonso Espino,URU,DF,30,1992,34.7,1542,1206,328,40,4,15,110,280,8,1,5,0,989,8,53,https://fbref.com/en/players/db001fa9/Alfonso-Espino
2023,Cádiz,La Liga,Fali,ESP,"DF,MF",28,1993,19,593,567,25,25,2,13,2,0,0,0,0,0,455,1,4,https://fbref.com/en/players/72a84002/Fali
2023,Cádiz,La Liga,Álex Fernández,ESP,"MF,FW",29,1992,17.5,720,656,63,34,2,10,37,1,21,8,6,0,602,1,7,https://fbref.com/en/players/aa677a35/Alex-Fernandez
2023,Cádiz,La Liga,Carlos García,ESP,DF,22,2000,0.3,24,23,1,1,0,0,0,0,0,0,0,0,20,0,0,https://fbref.com/en/players/661e2822/Carlos-Garcia
2023,Cádiz,La Liga,David Gil,ESP,GK,28,1994,4,129,75,54,18,0,1,0,0,0,0,0,0,66,0,0,https://fbref.com/en/players/fea23125/David-Gil
2023,Cádiz,La Liga,Álvaro Giménez,ESP,FW,31,1991,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,https://fbref.com/en/players/18017beb/Alvaro-Gimenez
2023,Cádiz,La Liga,Sergi Guardiola,ESP,FW,31,1991,12.9,294,278,15,0,0,0,14,0,0,0,0,0,203,1,12,https://fbref.com/en/players/32974271/Sergi-Guardiola
2023,Cádiz,La Liga,Luis Hernández,ESP,DF,33,1989,35,1488,1232,250,65,0,25,18,184,0,0,0,0,1078,6,14,https://fbref.com/en/players/02d2c436/Luis-Hernandez
2023,Cádiz,La Liga,Jeremías Ledesma,ARG,GK,29,1993,34,1114,674,435,150,0,3,0,0,0,0,0,0,585,5,0,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma
2023,Cádiz,La Liga,Anthony Lozano,HON,FW,29,1993,16,293,283,9,0,1,1,7,1,0,0,0,0,198,1,13,https://fbref.com/en/players/38699c72/Anthony-Lozano
2023,Cádiz,La Liga,Awer Mabil,AUS,"MF,FW",26,1995,1.8,54,48,6,3,0,0,9,1,2,1,1,0,34,0,4,https://fbref.com/en/players/922da988/Awer-Mabil
2023,Cádiz,La Liga,José Mari,ESP,MF,34,1987,4.4,203,188,14,14,0,8,1,0,0,0,0,0,168,1,2,https://fbref.com/en/players/6f4c734d/Jose-Mari
2023,Cádiz,La Liga,Roger Martí,ESP,FW,31,1991,7.1,129,116,10,0,1,0,0,0,0,0,0,0,92,3,4,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Cádiz,La Liga,Mamadou Mbaye,SEN,DF,24,1998,8.4,294,286,5,5,0,2,0,0,0,0,0,0,219,3,6,https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye
2023,Cádiz,La Liga,Jorge Meré,ESP,DF,25,1997,6.7,215,207,8,8,0,1,0,0,0,0,0,0,179,0,1,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2023,Cádiz,La Liga,Francisco Mwepu,ZAM,FW,22,2000,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu
2023,Cádiz,La Liga,Álvaro Negredo,ESP,FW,36,1985,8.4,173,153,20,1,3,4,2,0,0,0,0,0,106,0,4,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2023,Cádiz,La Liga,Brian Ocampo,URU,"MF,FW",23,1999,12.4,369,338,27,5,0,3,34,5,17,11,3,1,274,4,11,https://fbref.com/en/players/2e3995cd/Brian-Ocampo
2023,Cádiz,La Liga,Raúl Parra,ESP,DF,22,1999,3.4,114,84,30,2,0,0,6,28,0,0,0,0,74,0,6,https://fbref.com/en/players/647d39d2/Raul-Parra
2023,Cádiz,La Liga,Alberto Perea,ESP,MF,31,1990,0.5,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea
2023,Cádiz,La Liga,Lucas Pérez,ESP,FW,33,1988,7,236,184,49,10,0,2,40,1,23,15,6,0,169,3,4,https://fbref.com/en/players/a300ac7e/Lucas-Perez
2023,Cádiz,La Liga,Chris Ramos,ESP,FW,25,1997,7.9,149,141,4,0,0,0,6,0,0,0,0,0,79,4,5,https://fbref.com/en/players/44e07fac/Chris-Ramos
2023,Cádiz,La Liga,Fede San Emeterio,ESP,MF,25,1997,20.5,657,640,12,12,2,4,4,0,0,0,0,0,518,5,12,https://fbref.com/en/players/efecd633/Fede-San-Emeterio
2023,Cádiz,La Liga,Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,618,603,10,1,1,3,12,7,0,0,0,0,444,5,21,https://fbref.com/en/players/19b776e9/Ruben-Sobrino
2023,Cádiz,La Liga,Joseba Zaldúa,ESP,DF,30,1992,7.1,277,222,53,4,0,1,12,49,0,0,0,0,190,2,8,https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua
2023,Elche,La Liga,Alejandro Alfaro,ESP,MF,20,2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/b907d169/Alejandro-Alfaro
2023,Elche,La Liga,Édgar Badía,ESP,GK,30,1992,36,1072,666,402,106,0,1,0,0,0,0,0,0,791,4,0,https://fbref.com/en/players/e4346678/Edgar-Badia
2023,Elche,La Liga,Pedro Bigas,ESP,DF,31,1990,22.4,1053,976,68,52,0,18,5,13,0,0,0,0,843,9,10,https://fbref.com/en/players/697295b1/Pedro-Bigas
2023,Elche,La Liga,Lautaro Blanco,ARG,"DF,MF",23,1999,9.7,416,331,83,2,0,3,86,80,1,0,0,1,235,2,17,https://fbref.com/en/players/1657f448/Lautaro-Blanco
2023,Elche,La Liga,Lucas Boyé,ARG,FW,26,1996,27.4,650,591,55,1,2,7,15,0,0,0,0,0,510,4,30,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2023,Elche,La Liga,Carmona,ESP,"MF,DF",20,2002,6.5,186,157,28,2,0,1,12,26,0,0,0,0,129,1,9,https://fbref.com/en/players/2dce876a/Carmona
2023,Elche,La Liga,Pape Cheikh Diop,SEN,MF,24,1997,0.4,19,19,0,0,1,0,0,0,0,0,0,0,14,0,0,https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop
2023,Elche,La Liga,Carlos Clerc,ESP,"DF,MF",30,1992,29.3,1397,1124,267,30,1,8,89,234,3,0,3,0,1040,6,36,https://fbref.com/en/players/33a61a52/Carlos-Clerc
2023,Elche,La Liga,Álex Collado,ESP,MF,23,1999,8,336,317,19,3,1,5,18,4,12,7,1,0,276,0,13,https://fbref.com/en/players/85dace26/Alex-Collado
2023,Elche,La Liga,John Donald,ESP,"MF,DF",21,2000,12.1,427,419,5,4,0,2,0,1,0,0,0,0,356,3,7,https://fbref.com/en/players/5e95c000/John-Donald
2023,Elche,La Liga,Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13,https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez
2023,Elche,La Liga,Federico Fernández,ARG,DF,33,1989,1,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0,https://fbref.com/en/players/f25b010f/Federico-Fernandez
2023,Elche,La Liga,Fidel,ESP,"MF,FW",32,1989,19,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35,https://fbref.com/en/players/eb82b6f1/Fidel
2023,Elche,La Liga,Diego González,ESP,DF,27,1995,10.6,382,351,31,18,0,2,1,13,0,0,0,0,299,0,6,https://fbref.com/en/players/4ac7608e/Diego-Gonzalez
2023,Elche,La Liga,Gerard Gumbau,ESP,MF,27,1994,30.4,1446,1239,196,76,3,42,164,2,114,44,48,4,1112,11,37,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2023,Elche,La Liga,Raúl Guti,ESP,MF,25,1996,12.4,409,399,8,3,0,8,9,1,3,0,3,0,327,2,10,https://fbref.com/en/players/0b2c8585/Raul-Guti
2023,Elche,La Liga,Josan,ESP,"DF,MF",32,1989,12,539,446,90,8,1,4,48,77,5,1,3,0,424,3,13,https://fbref.com/en/players/5b28b2f6/Josan
2023,Elche,La Liga,Pol Lirola,ESP,DF,24,1997,7,325,260,65,6,0,3,32,59,0,0,0,0,240,0,11,https://fbref.com/en/players/ff800ed8/Pol-Lirola
2023,Elche,La Liga,Lisandro Magallán,ARG,DF,28,1993,10,391,370,19,17,0,1,1,1,0,0,0,0,325,2,3,https://fbref.com/en/players/01a49bd2/Lisandro-Magallan
2023,Elche,La Liga,Roger Martí,ESP,FW,31,1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Elche,La Liga,Omar Mascarell,EQG,"MF,DF",29,1993,27.2,1270,1183,83,56,0,20,22,4,19,1,9,3,1091,4,11,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2023,Elche,La Liga,Pere Milla,ESP,"FW,MF",29,1992,20.5,585,555,28,4,2,5,14,6,1,0,0,0,410,2,26,https://fbref.com/en/players/335039a2/Pere-Milla
2023,Elche,La Liga,Johan Mojica,COL,"DF,MF",29,1992,3,178,143,33,3,0,0,14,30,0,0,0,0,127,2,4,https://fbref.com/en/players/608f2092/Johan-Mojica
2023,Elche,La Liga,Tete Morente,ESP,"MF,DF",25,1996,23,785,717,67,8,0,2,99,54,5,2,1,0,571,1,45,https://fbref.com/en/players/004d185e/Tete-Morente
2023,Elche,La Liga,Randy Nteka,ANG,"FW,MF",24,1997,8.1,171,161,9,1,1,1,0,2,0,0,0,0,118,1,7,https://fbref.com/en/players/a6103274/Randy-Nteka
2023,Elche,La Liga,Helibelton Palacios,COL,DF,29,1993,21.3,835,672,162,18,0,4,18,144,0,0,0,0,623,1,20,https://fbref.com/en/players/ac8b2421/Helibelton-Palacios
2023,Elche,La Liga,Javier Pastore,ARG,MF,33,1989,0.1,8,7,0,0,0,0,0,0,0,0,0,0,6,1,0,https://fbref.com/en/players/881ef58c/Javier-Pastore
2023,Elche,La Liga,Ezequiel Ponce,ARG,"FW,MF",25,1997,12.5,292,280,9,0,1,4,1,1,0,0,0,0,218,3,8,https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce
2023,Elche,La Liga,Domingos Quina,POR,MF,22,1999,3.1,147,137,9,4,2,0,6,4,1,0,0,0,122,1,3,https://fbref.com/en/players/41fb0f4e/Domingos-Quina
2023,Elche,La Liga,Enzo Roco,CHI,DF,29,1992,18.4,719,676,38,33,1,5,1,4,0,0,0,0,587,5,7,https://fbref.com/en/players/37f827ec/Enzo-Roco
2023,Elche,La Liga,Gonzalo Verdú,ESP,DF,33,1988,7.8,338,317,21,21,0,0,0,0,0,0,0,0,269,0,1,https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu
2023,Elche,La Liga,Axel Werner,ARG,GK,26,1996,2,70,50,19,3,0,0,0,0,0,0,0,0,52,1,0,https://fbref.com/en/players/c0b1a6da/Axel-Werner
2023,Espanyol,La Liga,Keidi Bare,ALB,MF,24,1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6,https://fbref.com/en/players/03049c8c/Keidi-Bare
2023,Espanyol,La Liga,Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,446,427,17,0,3,2,20,0,0,0,0,0,294,2,21,https://fbref.com/en/players/fd771f95/Martin-Braithwaite
2023,Espanyol,La Liga,Leandro Cabrera,URU,DF,31,1991,29.7,1343,1183,147,64,1,10,14,83,0,0,0,0,959,13,12,https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera
2023,Espanyol,La Liga,Fernando Calero,ESP,"DF,MF",26,1995,17.9,765,691,72,29,0,11,4,41,0,0,0,0,617,2,5,https://fbref.com/en/players/41b3069f/Fernando-Calero
2023,Espanyol,La Liga,José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,35,31,3,0,0,0,4,1,2,0,0,0,25,1,2,https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo
2023,Espanyol,La Liga,Sergi Darder,ESP,MF,28,1993,36.9,1628,1381,237,109,14,19,181,11,93,39,37,3,1181,10,40,https://fbref.com/en/players/070a3904/Sergi-Darder
2023,Espanyol,La Liga,Adri Embarba,ESP,FW,30,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2023,Espanyol,La Liga,Edu Expósito,ESP,MF,25,1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10,https://fbref.com/en/players/283c7121/Edu-Exposito
2023,Espanyol,La Liga,Álvaro Fernández,ESP,GK,24,1998,11,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0,https://fbref.com/en/players/f127d782/Alvaro-Fernandez
2023,Espanyol,La Liga,Joan García,ESP,GK,21,2001,1,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0,https://fbref.com/en/players/87b498b0/Joan-Garcia
2023,Espanyol,La Liga,Óscar Gil,ESP,DF,25,1997,28.4,991,737,252,16,1,3,38,236,0,0,0,0,757,2,34,https://fbref.com/en/players/6652cf96/Oscar-Gil
2023,Espanyol,La Liga,Dani Gómez,ESP,"MF,FW",24,1998,1,17,16,1,0,0,0,2,1,0,0,0,0,13,0,2,https://fbref.com/en/players/0e5ddc7c/Dani-Gomez
2023,Espanyol,La Liga,Sergi Gómez,ESP,DF,30,1992,26,1132,1070,59,49,0,11,3,7,0,0,0,0,968,3,3,https://fbref.com/en/players/bc6f5f06/Sergi-Gomez
2023,Espanyol,La Liga,José Gragera,ESP,"MF,DF",21,2000,5.1,208,200,8,7,0,1,0,1,0,0,0,0,178,0,0,https://fbref.com/en/players/ee45d138/Jose-Gragera
2023,Espanyol,La Liga,Omar El Hilali,MAR,"DF,MF",18,2003,1,35,28,7,0,0,0,2,7,0,0,0,0,21,0,1,https://fbref.com/en/players/139560df/Omar-El-Hilali
2023,Espanyol,La Liga,Joselu,ESP,FW,32,1990,33.2,759,721,36,0,2,5,17,1,1,0,0,0,458,2,21,https://fbref.com/en/players/6265208f/Joselu
2023,Espanyol,La Liga,Luca Koleosho,ITA,"FW,DF",17,2004,0.7,28,28,0,0,0,0,3,0,0,0,0,0,18,0,2,https://fbref.com/en/players/fc076f78/Luca-Koleosho
2023,Espanyol,La Liga,Benjamin Lecomte,FRA,GK,31,1991,10,275,149,123,43,0,2,0,0,0,0,0,0,179,3,0,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte
2023,Espanyol,La Liga,Pol Lozano,ESP,MF,22,1999,0.2,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,https://fbref.com/en/players/ea610f00/Pol-Lozano
2023,Espanyol,La Liga,Roger Martínez,ESP,DF,18,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,https://fbref.com/en/players/937c6ae6/Roger-Martinez
2023,Espanyol,La Liga,César Montes,MEX,DF,25,1997,17.7,799,733,63,39,1,12,1,7,0,0,0,0,624,3,12,https://fbref.com/en/players/28e957d7/Cesar-Montes
2023,Espanyol,La Liga,Brian Oliván,ESP,DF,28,1994,26.7,1106,859,242,18,0,12,140,211,13,6,4,0,688,5,34,https://fbref.com/en/players/a3e4bf46/Brian-Olivan
2023,Espanyol,La Liga,Fernando Pacheco,ESP,GK,30,1992,16,557,367,187,50,0,0,0,0,0,0,0,0,399,3,0,https://fbref.com/en/players/97852360/Fernando-Pacheco
2023,Espanyol,La Liga,Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,76,69,7,1,1,0,9,6,0,0,0,0,61,0,3,https://fbref.com/en/players/112521d1/Adria-Pedrosa
2023,Espanyol,La Liga,Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,104,76,28,0,0,0,10,28,0,0,0,0,77,0,4,https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel
2023,Espanyol,La Liga,Javi Puado,ESP,"FW,MF",24,1998,26,590,572,17,2,0,1,36,10,2,0,1,0,450,1,22,https://fbref.com/en/players/2683eda7/Javi-Puado
2023,Espanyol,La Liga,Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,454,402,48,15,3,2,44,3,22,14,0,0,352,4,11,https://fbref.com/en/players/ce8039aa/Nico-Ribaudo
2023,Espanyol,La Liga,Rubén,ESP,"DF,MF",21,2001,9.9,339,286,52,5,2,2,48,47,0,0,0,0,232,1,9,https://fbref.com/en/players/35d4f151/Ruben
2023,Espanyol,La Liga,Simo,ESP,DF,17,2005,1.6,61,57,4,1,0,0,0,1,0,0,0,0,58,0,1,https://fbref.com/en/players/7f271d74/Simo
2023,Espanyol,La Liga,Vinicius Souza,BRA,MF,23,1999,27,909,885,24,23,0,9,4,0,0,0,0,0,726,0,16,https://fbref.com/en/players/6a8a7af8/Vinicius-Souza
2023,Espanyol,La Liga,Denis Suárez,ESP,"MF,FW",28,1994,10.5,452,402,49,16,2,1,37,4,26,9,11,0,331,1,10,https://fbref.com/en/players/12c50af5/Denis-Suarez
2023,Espanyol,La Liga,Nabil Touaizi,MAR,MF,21,2001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/e96b2583/Nabil-Touaizi
2023,Espanyol,La Liga,Aleix Vidal,ESP,"MF,FW",32,1989,11.4,384,328,54,11,1,3,39,36,6,0,4,0,279,2,17,https://fbref.com/en/players/04965583/Aleix-Vidal
2023,Getafe,La Liga,Omar Alderete,PAR,DF,25,1996,22.7,877,826,37,30,1,25,7,7,0,0,0,0,509,14,13,https://fbref.com/en/players/bb08bce9/Omar-Alderete
2023,Getafe,La Liga,Carles Aleñá,ESP,"MF,FW",24,1998,23.5,809,782,21,8,3,10,43,2,9,5,4,0,607,6,18,https://fbref.com/en/players/6c811eb7/Carles-Alena
2023,Getafe,La Liga,Ángel Algobia,ESP,MF,23,1999,12.6,521,502,17,15,0,5,11,0,1,1,0,0,420,2,8,https://fbref.com/en/players/acc1aefa/Angel-Algobia
2023,Getafe,La Liga,Gastón Álvarez,URU,DF,22,2000,16.7,579,431,147,6,0,2,23,141,0,0,0,0,350,1,16,https://fbref.com/en/players/852ddfb8/Gaston-Alvarez
