Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2023,Betis,La Liga,Juanmi,ESP,FW,29,1993,10.3,14,10,4,7,3,7,31,22.6,24,10,0,10,4,18,4,0,https://fbref.com/en/players/84399660/Juanmi
2023,Betis,La Liga,Juan Miranda,ESP,DF,22,2000,16.4,23,16,16,6,1,14,29,48.3,15,20,7,13,20,43,63,0,https://fbref.com/en/players/ead61f73/Juan-Miranda
2023,Betis,La Liga,Martín Montoya,ESP,DF,31,1991,5,13,8,9,4,0,10,12,83.3,2,6,1,5,9,22,14,1,https://fbref.com/en/players/5cec2487/Martin-Montoya
2023,Betis,La Liga,Álex Moreno,ESP,DF,29,1993,15,29,22,19,10,0,18,36,50,18,17,4,13,17,46,39,0,https://fbref.com/en/players/16e9d0ea/Alex-Moreno
2023,Betis,La Liga,Loren Morón,ESP,FW,28,1993,0.2,2,2,0,1,1,0,0,NA,0,0,0,0,0,2,1,0,https://fbref.com/en/players/3aa4a3be/Loren-Moron
2023,Betis,La Liga,Ayoze Pérez,ESP,"FW,MF",29,1993,15.4,31,15,9,16,6,10,40,25,30,22,0,22,13,44,5,0,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2023,Betis,La Liga,Germán Pezzella,ARG,DF,31,1991,27.9,41,28,32,9,0,26,38,68.4,12,32,15,17,50,91,129,1,https://fbref.com/en/players/8c725b43/German-Pezzella
2023,Betis,La Liga,Rodri,ESP,"FW,MF",22,2000,17.8,16,11,5,9,2,8,17,47.1,9,10,0,10,13,29,2,0,https://fbref.com/en/players/85bed4ee/Rodri
2023,Betis,La Liga,Guido Rodríguez,ARG,MF,28,1994,31.9,115,75,59,50,6,54,101,53.5,47,58,14,44,42,157,76,1,https://fbref.com/en/players/34e393f2/Guido-Rodriguez
2023,Betis,La Liga,Aitor Ruibal,ESP,"DF,FW",26,1996,16.2,47,29,35,9,3,31,58,53.4,27,17,2,15,24,71,41,0,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal
2023,Betis,La Liga,Víctor Ruiz,ESP,DF,33,1989,6.2,5,3,3,2,0,3,3,100,0,10,7,3,6,11,34,0,https://fbref.com/en/players/b3dc6eca/Victor-Ruiz
2023,Betis,La Liga,Youssouf Sabaly,SEN,DF,29,1993,18.7,45,23,29,14,2,22,33,66.7,11,35,8,27,19,64,52,1,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly
2023,Betis,La Liga,Rui Silva,POR,GK,28,1994,26,4,1,4,0,0,4,4,100,0,0,0,0,0,4,12,1,https://fbref.com/en/players/ea83bfa6/Rui-Silva
2023,Celta Vigo,La Liga,Joseph Aidoo,GHA,DF,26,1995,34.7,51,36,33,17,1,16,28,57.1,12,26,14,12,31,82,150,0,https://fbref.com/en/players/18abe173/Joseph-Aidoo
2023,Celta Vigo,La Liga,Iago Aspas,ESP,FW,34,1987,31.9,8,4,0,4,4,3,22,13.6,19,10,1,9,7,15,23,0,https://fbref.com/en/players/7dcf86f6/Iago-Aspas
2023,Celta Vigo,La Liga,Fran Beltrán,ESP,MF,23,1999,31.7,34,22,15,14,5,14,55,25.5,41,29,5,24,53,87,35,2,https://fbref.com/en/players/ed5c5fa3/Fran-Beltran
2023,Celta Vigo,La Liga,Franco Cervi,ARG,"MF,DF",28,1994,21,76,46,29,36,11,33,66,50,33,33,1,32,36,112,16,0,https://fbref.com/en/players/5e1028e5/Franco-Cervi
2023,Celta Vigo,La Liga,Carlos Dominguez,ESP,DF,21,2001,1.2,1,1,0,1,0,1,2,50,1,1,1,0,0,1,7,0,https://fbref.com/en/players/3521abfe/Carlos-Dominguez
2023,Celta Vigo,La Liga,Pablo Durán,ESP,"MF,DF",21,2001,0.4,0,0,0,0,0,0,0,NA,0,2,1,1,1,1,2,0,https://fbref.com/en/players/6db116ec/Pablo-Duran
2023,Celta Vigo,La Liga,Javi Galán,ESP,DF,27,1994,35.1,104,72,60,40,4,48,98,49,50,54,5,49,41,145,63,1,https://fbref.com/en/players/a4b00319/Javi-Galan
2023,Celta Vigo,La Liga,Luca de la Torre,USA,MF,24,1998,16.5,28,19,11,14,3,12,32,37.5,20,22,1,21,9,37,6,0,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre
2023,Celta Vigo,La Liga,Hugo Mallo,ESP,DF,31,1991,24,53,29,34,14,5,28,42,66.7,14,28,7,21,24,77,73,0,https://fbref.com/en/players/cb574619/Hugo-Mallo
2023,Celta Vigo,La Liga,Agustín Marchesín,ARG,GK,34,1988,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,https://fbref.com/en/players/853b7c48/Agustin-Marchesin
2023,Celta Vigo,La Liga,Fernando Medrano,ESP,DF,22,2000,0.1,2,1,2,0,0,1,1,100,0,0,0,0,1,3,1,0,https://fbref.com/en/players/d854c9d0/Fernando-Medrano
2023,Celta Vigo,La Liga,Óscar Mingueza,ESP,DF,23,1999,14.3,37,21,27,9,1,25,32,78.1,7,10,4,6,12,49,25,0,https://fbref.com/en/players/056269d7/Oscar-Mingueza
2023,Celta Vigo,La Liga,Unai Núñez,ESP,DF,25,1997,35,47,35,29,15,3,18,34,52.9,16,27,17,10,72,119,135,1,https://fbref.com/en/players/be170419/Unai-Nunez
2023,Celta Vigo,La Liga,Gonçalo Paciência,POR,"FW,MF",27,1994,7.4,8,5,0,5,3,2,7,28.6,5,9,1,8,0,8,4,0,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2023,Celta Vigo,La Liga,Carles Pérez,ESP,"MF,FW",24,1998,23.8,39,23,12,17,10,22,66,33.3,44,29,3,26,6,45,9,0,https://fbref.com/en/players/a8f21b9f/Carles-Perez
2023,Celta Vigo,La Liga,Óscar Rodríguez Arnaiz,ESP,MF,24,1998,19.7,32,25,12,15,5,13,28,46.4,15,16,2,14,24,56,15,0,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz
2023,Celta Vigo,La Liga,Miguel Rodríguez,ESP,"MF,FW",19,2003,2.8,7,5,4,3,0,4,11,36.4,7,6,0,6,1,8,3,0,https://fbref.com/en/players/958d67bb/Miguel-Rodriguez
2023,Celta Vigo,La Liga,Haris Seferović,SUI,FW,30,1992,9.9,6,3,1,4,1,3,8,37.5,5,7,1,6,1,7,6,1,https://fbref.com/en/players/a45eac1f/Haris-Seferovic
2023,Celta Vigo,La Liga,Augusto Solari,ARG,MF,30,1992,2.9,10,6,6,3,1,3,11,27.3,8,5,0,5,4,14,3,0,https://fbref.com/en/players/3ca6106c/Augusto-Solari
2023,Celta Vigo,La Liga,Hugo Sotelo,ESP,MF,18,2003,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3aa74860/Hugo-Sotelo
2023,Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,FW,22,2000,18.9,15,7,3,5,7,7,30,23.3,23,14,5,9,3,18,24,0,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen
2023,Celta Vigo,La Liga,Williot Swedberg,SWE,MF,18,2004,0.6,3,1,1,0,2,0,0,NA,0,2,0,2,0,3,1,0,https://fbref.com/en/players/184fe4b2/Williot-Swedberg
2023,Celta Vigo,La Liga,Renato Tapia,PER,"MF,DF",27,1995,16.1,47,25,21,21,5,18,37,48.6,19,29,11,18,19,66,37,0,https://fbref.com/en/players/34269bdf/Renato-Tapia
2023,Celta Vigo,La Liga,Kevin Vázquez,ESP,"DF,MF",29,1993,4.9,13,8,5,7,1,8,12,66.7,4,4,1,3,2,15,8,0,https://fbref.com/en/players/ee923664/Kevin-Vazquez
2023,Celta Vigo,La Liga,Gabriel Veiga,ESP,MF,20,2002,25.5,43,19,14,25,4,16,52,30.8,36,30,3,27,21,64,6,0,https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga
2023,Celta Vigo,La Liga,Iván Villar,ESP,GK,25,1997,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,https://fbref.com/en/players/cde52ef5/Ivan-Villar
2023,Cádiz,La Liga,Tomás Alarcón,CHI,MF,23,1999,2.5,3,2,0,2,1,1,2,50,1,1,0,1,2,5,2,0,https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon
2023,Cádiz,La Liga,Rubén Alcaraz,ESP,MF,31,1991,22.7,43,31,24,18,1,19,54,35.2,35,23,8,15,19,62,37,0,https://fbref.com/en/players/036bba5f/Ruben-Alcaraz
2023,Cádiz,La Liga,Iván Alejo,ESP,"MF,FW",27,1995,14.6,32,21,19,9,4,17,37,45.9,20,18,3,15,5,37,12,1,https://fbref.com/en/players/3d7e48ce/Ivan-Alejo
2023,Cádiz,La Liga,José Antonio,ESP,"MF,DF",18,2004,0.5,2,1,0,0,2,0,0,NA,0,0,0,0,0,2,0,0,https://fbref.com/en/players/62a583ee/Jose-Antonio
2023,Cádiz,La Liga,Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,9,8,7,1,1,6,21,28.6,15,11,1,10,2,11,15,1,https://fbref.com/en/players/759d8dd7/Santiago-Arzamendia
2023,Cádiz,La Liga,Antonio Blanco,ESP,MF,22,2000,1.8,6,4,5,1,0,4,6,66.7,2,5,0,5,1,7,3,0,https://fbref.com/en/players/506daeac/Antonio-Blanco
2023,Cádiz,La Liga,Theo Bongonda,COD,"MF,FW",26,1995,21.5,28,20,11,14,3,17,40,42.5,23,21,2,19,6,34,14,0,https://fbref.com/en/players/0da6a13e/Theo-Bongonda
2023,Cádiz,La Liga,Cala,ESP,DF,32,1989,1.5,2,1,1,1,0,1,2,50,1,2,1,1,1,3,12,0,https://fbref.com/en/players/fe05804b/Cala
2023,Cádiz,La Liga,Isaac Carcelen,ESP,DF,29,1993,24.4,69,51,41,22,6,41,63,65.1,22,35,11,24,19,88,80,1,https://fbref.com/en/players/c4b888df/Isaac-Carcelen
2023,Cádiz,La Liga,Víctor Chust,ESP,DF,22,2000,10.7,9,6,7,2,0,4,7,57.1,3,8,3,5,10,19,53,0,https://fbref.com/en/players/ec1a731e/Victor-Chust
2023,Cádiz,La Liga,Mamady Diarra,MLI,"MF,DF",22,2000,0.7,2,1,2,0,0,1,2,50,1,2,0,2,0,2,0,0,https://fbref.com/en/players/80211dc5/Mamady-Diarra
2023,Cádiz,La Liga,Youba Diarra,MLI,MF,24,1998,1.1,3,0,2,1,0,1,5,20,4,7,1,6,2,5,3,0,https://fbref.com/en/players/d61759ec/Youba-Diarra
2023,Cádiz,La Liga,Gonzalo Escalante,ARG,MF,29,1993,12.5,36,24,15,20,1,15,29,51.7,14,18,4,14,17,53,26,1,https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante
2023,Cádiz,La Liga,Alfonso Espino,URU,DF,30,1992,34.7,87,56,55,20,12,48,96,50,48,52,11,41,48,135,99,3,https://fbref.com/en/players/db001fa9/Alfonso-Espino
2023,Cádiz,La Liga,Fali,ESP,"DF,MF",28,1993,19,27,19,19,8,0,18,29,62.1,11,24,15,9,13,40,70,1,https://fbref.com/en/players/72a84002/Fali
2023,Cádiz,La Liga,Álex Fernández,ESP,"MF,FW",29,1992,17.5,13,7,6,4,3,4,14,28.6,10,14,1,13,8,21,19,0,https://fbref.com/en/players/aa677a35/Alex-Fernandez
2023,Cádiz,La Liga,Carlos García,ESP,DF,22,2000,0.3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,https://fbref.com/en/players/661e2822/Carlos-Garcia
2023,Cádiz,La Liga,David Gil,ESP,GK,28,1994,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,https://fbref.com/en/players/fea23125/David-Gil
2023,Cádiz,La Liga,Álvaro Giménez,ESP,FW,31,1991,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/18017beb/Alvaro-Gimenez
2023,Cádiz,La Liga,Sergi Guardiola,ESP,FW,31,1991,12.9,9,7,0,6,3,3,12,25,9,5,0,5,3,12,7,0,https://fbref.com/en/players/32974271/Sergi-Guardiola
2023,Cádiz,La Liga,Luis Hernández,ESP,DF,33,1989,35,33,21,25,7,1,22,36,61.1,14,31,24,7,31,64,145,0,https://fbref.com/en/players/02d2c436/Luis-Hernandez
2023,Cádiz,La Liga,Jeremías Ledesma,ARG,GK,29,1993,34,3,2,3,0,0,3,7,42.9,4,1,0,1,2,5,23,3,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma
2023,Cádiz,La Liga,Anthony Lozano,HON,FW,29,1993,16,6,4,1,4,1,1,7,14.3,6,12,1,11,3,9,17,0,https://fbref.com/en/players/38699c72/Anthony-Lozano
2023,Cádiz,La Liga,Awer Mabil,AUS,"MF,FW",26,1995,1.8,2,0,0,1,1,1,3,33.3,2,1,1,0,0,2,1,0,https://fbref.com/en/players/922da988/Awer-Mabil
2023,Cádiz,La Liga,José Mari,ESP,MF,34,1987,4.4,16,7,12,3,1,10,16,62.5,6,3,1,2,5,21,9,0,https://fbref.com/en/players/6f4c734d/Jose-Mari
2023,Cádiz,La Liga,Roger Martí,ESP,FW,31,1991,7.1,6,4,2,3,1,1,8,12.5,7,7,0,7,2,8,7,0,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Cádiz,La Liga,Mamadou Mbaye,SEN,DF,24,1998,8.4,10,7,7,3,0,6,8,75,2,10,8,2,7,17,50,1,https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye
2023,Cádiz,La Liga,Jorge Meré,ESP,DF,25,1997,6.7,11,7,9,2,0,5,8,62.5,3,9,6,3,6,17,32,0,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2023,Cádiz,La Liga,Francisco Mwepu,ZAM,FW,22,2000,0.2,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu
2023,Cádiz,La Liga,Álvaro Negredo,ESP,FW,36,1985,8.4,5,4,1,2,2,2,2,100,0,4,1,3,0,5,8,0,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2023,Cádiz,La Liga,Brian Ocampo,URU,"MF,FW",23,1999,12.4,18,15,12,5,1,8,21,38.1,13,13,0,13,3,21,3,0,https://fbref.com/en/players/2e3995cd/Brian-Ocampo
2023,Cádiz,La Liga,Raúl Parra,ESP,DF,22,1999,3.4,4,2,4,0,0,4,9,44.4,5,5,3,2,1,5,9,0,https://fbref.com/en/players/647d39d2/Raul-Parra
2023,Cádiz,La Liga,Alberto Perea,ESP,MF,31,1990,0.5,2,0,2,0,0,0,0,NA,0,2,0,2,0,2,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea
2023,Cádiz,La Liga,Lucas Pérez,ESP,FW,33,1988,7,3,2,2,1,0,1,3,33.3,2,2,0,2,1,4,3,0,https://fbref.com/en/players/a300ac7e/Lucas-Perez
2023,Cádiz,La Liga,Chris Ramos,ESP,FW,25,1997,7.9,12,9,2,7,3,4,11,36.4,7,8,3,5,1,13,19,0,https://fbref.com/en/players/44e07fac/Chris-Ramos
2023,Cádiz,La Liga,Fede San Emeterio,ESP,MF,25,1997,20.5,41,22,23,16,2,22,46,47.8,24,34,14,20,17,58,28,0,https://fbref.com/en/players/efecd633/Fede-San-Emeterio
2023,Cádiz,La Liga,Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,55,37,29,17,9,23,56,41.1,33,33,3,30,24,79,20,1,https://fbref.com/en/players/19b776e9/Ruben-Sobrino
2023,Cádiz,La Liga,Joseba Zaldúa,ESP,DF,30,1992,7.1,15,8,10,4,1,7,10,70,3,4,2,2,11,26,22,0,https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua
2023,Elche,La Liga,Alejandro Alfaro,ESP,MF,20,2002,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b907d169/Alejandro-Alfaro
2023,Elche,La Liga,Édgar Badía,ESP,GK,30,1992,36,1,0,1,0,0,1,2,50,1,0,0,0,0,1,19,3,https://fbref.com/en/players/e4346678/Edgar-Badia
2023,Elche,La Liga,Pedro Bigas,ESP,DF,31,1990,22.4,37,20,30,7,0,18,29,62.1,11,25,14,11,33,70,95,0,https://fbref.com/en/players/697295b1/Pedro-Bigas
2023,Elche,La Liga,Lautaro Blanco,ARG,"DF,MF",23,1999,9.7,16,9,10,4,2,9,26,34.6,17,8,1,7,2,18,10,1,https://fbref.com/en/players/1657f448/Lautaro-Blanco
2023,Elche,La Liga,Lucas Boyé,ARG,FW,26,1996,27.4,36,16,12,16,8,17,35,48.6,18,33,5,28,15,51,46,0,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2023,Elche,La Liga,Carmona,ESP,"MF,DF",20,2002,6.5,16,9,7,6,3,6,16,37.5,10,14,2,12,8,24,9,0,https://fbref.com/en/players/2dce876a/Carmona
2023,Elche,La Liga,Pape Cheikh Diop,SEN,MF,24,1997,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop
2023,Elche,La Liga,Carlos Clerc,ESP,"DF,MF",30,1992,29.3,75,51,55,16,4,31,50,62,19,29,7,22,28,103,94,1,https://fbref.com/en/players/33a61a52/Carlos-Clerc
2023,Elche,La Liga,Álex Collado,ESP,MF,23,1999,8,26,14,13,11,2,8,13,61.5,5,12,1,11,2,28,4,0,https://fbref.com/en/players/85dace26/Alex-Collado
2023,Elche,La Liga,John Donald,ESP,"MF,DF",21,2000,12.1,20,11,9,9,2,7,14,50,7,14,7,7,14,34,23,1,https://fbref.com/en/players/5e95c000/John-Donald
2023,Elche,La Liga,Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,5.7,23,12,10,7,6,9,17,52.9,8,7,0,7,5,28,2,1,https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez
2023,Elche,La Liga,Federico Fernández,ARG,DF,33,1989,1,1,1,1,0,0,1,1,100,0,0,0,0,2,3,12,0,https://fbref.com/en/players/f25b010f/Federico-Fernandez
2023,Elche,La Liga,Fidel,ESP,"MF,FW",32,1989,19,15,10,8,5,2,4,38,10.5,34,9,0,9,5,20,8,0,https://fbref.com/en/players/eb82b6f1/Fidel
2023,Elche,La Liga,Diego González,ESP,DF,27,1995,10.6,12,7,9,3,0,7,11,63.6,4,14,12,2,7,19,50,1,https://fbref.com/en/players/4ac7608e/Diego-Gonzalez
2023,Elche,La Liga,Gerard Gumbau,ESP,MF,27,1994,30.4,44,25,17,23,4,18,51,35.3,33,32,8,24,28,72,40,0,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2023,Elche,La Liga,Raúl Guti,ESP,MF,25,1996,12.4,18,12,8,9,1,8,18,44.4,10,10,3,7,8,26,6,0,https://fbref.com/en/players/0b2c8585/Raul-Guti
2023,Elche,La Liga,Josan,ESP,"DF,MF",32,1989,12,25,20,20,5,0,14,27,51.9,13,8,0,8,7,32,15,1,https://fbref.com/en/players/5b28b2f6/Josan
2023,Elche,La Liga,Pol Lirola,ESP,DF,24,1997,7,13,6,9,3,1,8,13,61.5,5,3,2,1,7,20,16,0,https://fbref.com/en/players/ff800ed8/Pol-Lirola
2023,Elche,La Liga,Lisandro Magallán,ARG,DF,28,1993,10,19,11,11,5,3,10,12,83.3,2,14,5,9,13,32,30,1,https://fbref.com/en/players/01a49bd2/Lisandro-Magallan
2023,Elche,La Liga,Roger Martí,ESP,FW,31,1991,7.3,5,2,3,2,0,1,5,20,4,4,0,4,1,6,7,0,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Elche,La Liga,Omar Mascarell,EQG,"MF,DF",29,1993,27.2,53,26,32,19,2,31,64,48.4,33,51,19,32,45,98,54,1,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2023,Elche,La Liga,Pere Milla,ESP,"FW,MF",29,1992,20.5,31,20,18,8,5,14,41,34.1,27,18,3,15,9,40,19,1,https://fbref.com/en/players/335039a2/Pere-Milla
2023,Elche,La Liga,Johan Mojica,COL,"DF,MF",29,1992,3,6,3,5,1,0,2,3,66.7,1,3,2,1,4,10,5,0,https://fbref.com/en/players/608f2092/Johan-Mojica
2023,Elche,La Liga,Tete Morente,ESP,"MF,DF",25,1996,23,33,21,18,13,2,15,36,41.7,21,23,3,20,25,58,28,0,https://fbref.com/en/players/004d185e/Tete-Morente
2023,Elche,La Liga,Randy Nteka,ANG,"FW,MF",24,1997,8.1,15,10,7,6,2,2,11,18.2,9,15,3,12,4,19,9,0,https://fbref.com/en/players/a6103274/Randy-Nteka
2023,Elche,La Liga,Helibelton Palacios,COL,DF,29,1993,21.3,38,20,21,15,2,19,26,73.1,7,26,12,14,20,58,55,0,https://fbref.com/en/players/ac8b2421/Helibelton-Palacios
2023,Elche,La Liga,Javier Pastore,ARG,MF,33,1989,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/881ef58c/Javier-Pastore
2023,Elche,La Liga,Ezequiel Ponce,ARG,"FW,MF",25,1997,12.5,9,7,0,6,3,0,7,0,7,6,1,5,1,10,13,0,https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce
2023,Elche,La Liga,Domingos Quina,POR,MF,22,1999,3.1,3,2,2,1,0,1,3,33.3,2,5,0,5,3,6,1,0,https://fbref.com/en/players/41fb0f4e/Domingos-Quina
2023,Elche,La Liga,Enzo Roco,CHI,DF,29,1992,18.4,33,13,23,10,0,15,24,62.5,9,22,15,7,17,50,63,1,https://fbref.com/en/players/37f827ec/Enzo-Roco
2023,Elche,La Liga,Gonzalo Verdú,ESP,DF,33,1988,7.8,10,5,8,2,0,4,8,50,4,8,6,2,10,20,33,0,https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu
2023,Elche,La Liga,Axel Werner,ARG,GK,26,1996,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/c0b1a6da/Axel-Werner
2023,Espanyol,La Liga,Keidi Bare,ALB,MF,24,1997,5.6,15,8,7,5,3,7,13,53.8,6,8,2,6,11,26,8,0,https://fbref.com/en/players/03049c8c/Keidi-Bare
2023,Espanyol,La Liga,Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,12,2,2,4,6,5,14,35.7,9,10,0,10,5,17,11,0,https://fbref.com/en/players/fd771f95/Martin-Braithwaite
2023,Espanyol,La Liga,Leandro Cabrera,URU,DF,31,1991,29.7,46,24,34,12,0,28,43,65.1,15,37,23,14,43,89,114,2,https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera
2023,Espanyol,La Liga,Fernando Calero,ESP,"DF,MF",26,1995,17.9,46,29,27,15,4,21,34,61.8,13,31,13,18,13,59,52,0,https://fbref.com/en/players/41b3069f/Fernando-Calero
2023,Espanyol,La Liga,José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,5,3,2,2,1,3,3,100,0,2,0,2,3,8,5,0,https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo
2023,Espanyol,La Liga,Sergi Darder,ESP,MF,28,1993,36.9,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0,https://fbref.com/en/players/070a3904/Sergi-Darder
2023,Espanyol,La Liga,Adri Embarba,ESP,FW,30,1992,0.4,1,0,0,1,0,1,1,100,0,1,0,1,0,1,0,0,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2023,Espanyol,La Liga,Edu Expósito,ESP,MF,25,1996,12.9,34,20,16,15,3,13,23,56.5,10,7,0,7,12,46,20,0,https://fbref.com/en/players/283c7121/Edu-Exposito
2023,Espanyol,La Liga,Álvaro Fernández,ESP,GK,24,1998,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,7,2,https://fbref.com/en/players/f127d782/Alvaro-Fernandez
2023,Espanyol,La Liga,Joan García,ESP,GK,21,2001,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/87b498b0/Joan-Garcia
2023,Espanyol,La Liga,Óscar Gil,ESP,DF,25,1997,28.4,63,37,38,16,9,32,61,52.5,29,51,18,33,31,94,55,1,https://fbref.com/en/players/6652cf96/Oscar-Gil
2023,Espanyol,La Liga,Dani Gómez,ESP,"MF,FW",24,1998,1,2,1,1,1,0,1,2,50,1,0,0,0,1,3,0,0,https://fbref.com/en/players/0e5ddc7c/Dani-Gomez
2023,Espanyol,La Liga,Sergi Gómez,ESP,DF,30,1992,26,29,16,20,9,0,18,22,81.8,4,33,19,14,27,56,125,1,https://fbref.com/en/players/bc6f5f06/Sergi-Gomez
2023,Espanyol,La Liga,José Gragera,ESP,"MF,DF",21,2000,5.1,19,9,11,6,2,6,11,54.5,5,10,4,6,7,26,18,0,https://fbref.com/en/players/ee45d138/Jose-Gragera
2023,Espanyol,La Liga,Omar El Hilali,MAR,"DF,MF",18,2003,1,3,2,3,0,0,1,2,50,1,1,0,1,1,4,6,0,https://fbref.com/en/players/139560df/Omar-El-Hilali
2023,Espanyol,La Liga,Joselu,ESP,FW,32,1990,33.2,13,11,3,4,6,4,17,23.5,13,25,4,21,8,21,43,0,https://fbref.com/en/players/6265208f/Joselu
2023,Espanyol,La Liga,Luca Koleosho,ITA,"FW,DF",17,2004,0.7,2,2,0,0,2,1,2,50,1,1,0,1,0,2,0,0,https://fbref.com/en/players/fc076f78/Luca-Koleosho
2023,Espanyol,La Liga,Benjamin Lecomte,FRA,GK,31,1991,10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,2,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte
2023,Espanyol,La Liga,Pol Lozano,ESP,MF,22,1999,0.2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0,https://fbref.com/en/players/ea610f00/Pol-Lozano
2023,Espanyol,La Liga,Roger Martínez,ESP,DF,18,2004,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/937c6ae6/Roger-Martinez
2023,Espanyol,La Liga,César Montes,MEX,DF,25,1997,17.7,17,9,10,7,0,10,18,55.6,8,19,12,7,14,31,101,0,https://fbref.com/en/players/28e957d7/Cesar-Montes
2023,Espanyol,La Liga,Brian Oliván,ESP,DF,28,1994,26.7,47,27,30,12,5,17,26,65.4,9,26,6,20,22,69,67,0,https://fbref.com/en/players/a3e4bf46/Brian-Olivan
2023,Espanyol,La Liga,Fernando Pacheco,ESP,GK,30,1992,16,0,0,0,0,0,0,1,0,1,0,0,0,1,1,11,0,https://fbref.com/en/players/97852360/Fernando-Pacheco
2023,Espanyol,La Liga,Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,5,1,5,0,0,4,7,57.1,3,1,1,0,5,10,3,0,https://fbref.com/en/players/112521d1/Adria-Pedrosa
2023,Espanyol,La Liga,Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,17,9,12,4,1,5,11,45.5,6,5,2,3,9,26,11,0,https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel
2023,Espanyol,La Liga,Javi Puado,ESP,"FW,MF",24,1998,26,20,11,12,5,3,12,28,42.9,16,12,2,10,10,30,14,0,https://fbref.com/en/players/2683eda7/Javi-Puado
2023,Espanyol,La Liga,Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,18,13,5,9,4,11,30,36.7,19,19,1,18,5,23,1,0,https://fbref.com/en/players/ce8039aa/Nico-Ribaudo
2023,Espanyol,La Liga,Rubén,ESP,"DF,MF",21,2001,9.9,30,15,18,9,3,20,29,69,9,14,4,10,18,48,18,0,https://fbref.com/en/players/35d4f151/Ruben
